global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
838.290474850901	n/a	n/a	702730.920225749	803.1404507240553	n/a	n/a	645034.5835892387	626.554692351421	n/a	n/a	392570.7825075837	628.0229471718393	876.4710592397369	n/a	n/a	n/a	n/a	-0.0107183309	-0.0320537675	-0.0866411679	0.0074800043	0.0036245907	-0.0673500236	0.0593860963	-0.0561455784	0.0203178776	-0.0210349208	-0.0055311888	0.0463952865	-0.0498172944	0.022179438	-0.0524023245	0.023210818	-0.0282038058	-0.0513349395	0.0368492015	-0.0149903435	0.0238176198	-0.0460263803	0.0111816142	-0.0575528081	0.0183392371	-0.0093232229	0.0259320016	-0.0259733705	0.0761704439	-0.0096013087	-0.0188322198	0.0070826954	-0.0498436219	0.0232961435	-0.0628672985	0.0283141458	-0.0574846252	0.0480012366	-0.0390185302	0.0345342877	-0.0441499387	0.032184063	-0.0444654986	0.0111441947	-0.0628755771	0.0163131499	-0.0026234479	0.0031215848	-0.0292047773	-0.0350068489	-0.0172920857	-0.0128796393	0.0574987282	-0.0545553622	0.0203822631	-0.0062139666	0.065874117	-0.0146925825	-0.0280864693	0.0118751068	-0.030524678	0.0431299034	-0.0137059928	0.1068713119	-0.0252463304	0.0548155729	-0.0442568044	0.0521309972	-0.0408311498	0.0118921144	-0.0097581098	0.0359709198	0.0310284969	-0.0354265487	0.1132219634	0.1132047441	0.1131760472	0.1131358755	0.1130842333	-0.0315889092161825	n/a	n/a	0.0009978591854682	0.161522185027465	n/a	0.0260894162560466	n/a	-0.1813425456434458	n/a	0.0328851188604452	n/a	0.0084871714478084	n/a	n/a	7.203207918449413e-05	0.0009949175606129	n/a	n/a	9.898609524159235e-07	-0.0001417239076582	n/a	2.008566600191e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.7092377466852	0.418762895784198	0.175362362885567	703433.1854816257	793.9682218573066	-9.172228866748696	84.12978238401807	630385.5373192533	627.0922548348691	0.5375624834481414	0.2889734236109333	393244.6960738804	628.5254744397915	871.0601227008077	0.878411	22.280586	0.0860687595084042	0.0374277414514459	-0.0114755929	-0.0426573885	-0.0950335968	-0.0086458212	0.006199372	0.0276904574	-0.0742837413	0.0056723139	-0.029102034	-0.0147781641	-0.0188049885	0.0312291598	-0.0059217005	-0.0289300399	-0.0074227068	-0.0311647977	-0.0270178297	-0.0693868339	-0.0501606587	0.0273521646	-0.0135206474	-0.0959971925	-0.0590945167	-0.0045057054	-0.0047087104	0.1378283957	0.0349963963	-0.0176502448	-0.0527824914	0.0049455685	-0.0175473457	0.0222096257	-0.0295476333	-0.0133462893	0.0331708934	0.017651841	-0.0028193131	0.0447807105	-0.0450358478	-0.0022730204	0.0353125313	0.0984063916	0.0029836353	-0.059435763	-0.0086702043	-0.0251987865	-0.0786579574	0.0739497043	-0.0857004869	0.0599183853	-0.0141633177	0.0062281882	0.0435555203	-0.0432861126	0.0129664947	0.0054844306	0.0721651377	-0.0226319041	-0.0314079665	0.0309195537	-0.0370197975	0.0268354463	-0.076569851	-0.0151136848	0.0255652557	0.0322199028	-0.0525186349	0.0189939696	0.0424113328	0.0071570684	-0.0291572145	-0.0637074075	-0.0435904489	-0.0268020533	0.1131760472	0.1130211256	0.1127630801	0.112402146	0.1119386527	-0.0159356272513946	0.0156532819647879	0.0002450252362691	0.0002539442158953	0.139576968301867	-0.0219452167255979	0.0194817300803403	0.0004815925371334	-0.1822159994294168	-0.000873453785971	0.0332026704480612	7.629215162270852e-07	0.0080280511378442	-0.0004591203099642	2.107914590216236e-07	6.444960507184154e-05	0.000734877776648	-0.0002600397839648	6.762068924451184e-08	5.400453466111078e-07	9.105213905364652e-05	0.0002327760467118	8.290492026244583e-09	5.418468792279576e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.8914120854748	3.1821743387896504	10.126233522451347	708781.1497432748	808.0050477445795	14.036825887272926	197.03248098961532	652872.1571807202	627.3133112753015	0.2210564404324486	0.0488659498566647	393521.9905031834	628.947833797796	898.352992379626	0.922108	23.388941	0.1477838342213203	0.0687559968415304	0.0309297747	-0.0267778219	-0.0509602493	0.0001029153	-0.0640495002	-0.0644700953	0.0258275442	0.0640453349	-0.0142285946	-0.0155089072	0.023494694	0.042902061	-0.0087714675	0.0001827278	-0.0550749542	0.0379613749	-0.0575150989	-0.0571167399	-0.0327746356	0.0565393183	-0.0383862487	-0.1116628763	-0.0003853306	-0.0673247356	0.0781919115	0.0688578348	0.0564700471	0.0067878128	-0.0049774458	-0.0369831581	-0.0162458073	-0.0230963484	-0.0481086072	-0.004540773	-0.0287535515	0.0235792417	-0.0587704728	0.0676790237	-0.0421993272	-0.0309082776	0.026069467	0.1034134583	0.0089059197	0.0030873064	-0.0567923543	0.0875653435	-0.0456319845	0.1208366816	-0.0343772688	-0.0033309046	-0.0130375212	-0.0108001916	0.0552798056	-0.0559782745	0.0424399612	0.0050361939	0.0518076575	-0.0385185227	-0.037355755	0.0119683098	-0.0086807795	0.0198416468	-0.0364309721	0.0553805266	0.0089916382	0.0029242561	-0.0433174628	0.0034485351	0.0330544875	-0.0142092393	-0.0679882316	-0.0300560793	0.0021105731	-0.0053165375	0.1130842333	0.1126541864	0.1119386527	0.1109394454	0.1096590966	-0.0216102215279789	-0.0056745942765842	3.220102020384328e-05	0.0004670016744883	0.1212228805727733	-0.0183540877290936	0.0146949867743608	0.0003368725363672	-0.2001808744800115	-0.0179648750505947	0.0400723825075821	0.0003227367355834	0.0071172171701541	-0.00091083396769	8.29618516698088e-07	5.065478024713634e-05	0.0015950724648485	0.0008601946882005	7.399349016083556e-07	2.544256168117869e-06	0.000435829026464	0.0003447768874103	1.89946940308558e-07	1.1887110209237156e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.1501193386572	-2.741292746817635	7.514685923754974	704172.9227860826	796.2302369535639	-11.774810791015623	138.646169164218	633982.5902391286	627.4233015496295	0.1099902743279699	0.012097860446742	393659.9993274373	629.1064576249781	891.0006260163714	0.961491	24.38788	0.0587671562429867	0.0389425589695208	0.0263469093	-0.0220320383	-0.0821912022	-0.0098437303	-0.0102440162	0.0141773842	-0.0331513235	0.006905445	0.0208466714	-0.0154724891	0.0176879724	0.0509020687	0.0489296131	-0.1170669185	-0.0177381134	-0.0299002895	0.0857523466	-0.0150332408	-0.0798837059	0.0084254402	0.0237133799	0.0185429371	-0.0106027573	-0.0399907375	0.0364179134	0.1145371713	0.1398015377	-0.0217636405	0.0495401009	-0.1604672162	-0.0186388458	-0.0084994663	-0.0483168233	-0.0455720252	0.1191152198	0.0030027781	-0.0319749882	-0.0678657348	-0.0569008278	-0.0100846971	0.0732268871	-0.0129579952	-0.0250777897	-0.0295013324	-0.0452711205	0.0068662352	-0.0264395779	0.1140666202	-0.1763805461	-0.0883655678	-0.0200178411	-0.0061741634	0.0580159009	-0.0517611466	0.0169657194	-0.0100815076	0.0701407645	-0.0200887665	-0.0117308967	0.0566374018	0.007449029	0.0479153781	-0.0535758294	0.0252471292	0.1606442414	-0.0166531144	0.0169488048	-0.0208677076	0.0953401699	0.0266835133	-0.0244572755	-0.0448403105	0.0364932407	-0.010094916	0.112946559	0.1121045217	0.1107057733	0.1087572599	0.1062686577	-0.0262970895981169	-0.004686868070138	2.19667323068791e-05	0.0006915369213313	0.1290740659443088	0.0078511853715355	0.0166601144993957	6.164111173821314e-05	-0.1988310169308533	0.0013498575491582	0.0395337732937572	1.822115403019385e-06	0.0078728170140939	0.0007555998439398	5.709311241618501e-07	6.19812477374064e-05	0.0016293182758102	3.424581096169994e-05	1.172775568424488e-09	2.654678043889123e-06	0.0003280897763224	-0.0001077392501415	1.0764290132728248e-07	1.1607746021074246e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837.1140922305115	-2.0360271081457317	4.14540638510427	700760.0034109133	795.5974602860011	-0.63277666756278	0.4004063110118569	632975.3188135352	626.6032437670656	-0.8200577825639357	0.6724947667436793	392631.6250994086	628.537660738317	879.8248108149362	0.999876	25.3615	0.0703445772070822	0.0343559915035763	0.0072635597	-0.0223382948	-0.0519013509	0.017664985	0.0332700678	-0.0150050879	0.0535434247	-0.092231733	-0.0139542665	-0.0088024261	0.0171848322	0.0206737073	-0.0272752918	0.0158656161	-0.0946018448	0.0466660086	0.042356286	-0.0294031441	0.0464219663	0.0145246667	0.0417565756	0.0136844193	0.0391374695	0.0039494574	-0.0206692425	0.0708380088	0.0430031247	-0.0348440121	-0.0048351062	-0.0424615129	-0.0106641826	-0.0164562635	-0.0235424174	0.0601204814	-0.0104546786	-0.0329563948	-0.1002425	-0.0635186493	-0.0466903289	0.0042627112	-0.0319092058	-0.0356887337	-0.0482257668	0.0179214861	0.0425972988	-0.0487943694	-0.0734122853	0.0426123172	-0.0706514526	-0.0206734298	-0.0152847517	-0.0009473644	0.0455101351	-0.0443314616	0.0291237374	-0.0014558687	0.0532546732	-0.0209725681	-0.0360152304	0.0337378046	-0.012380254	0.0485713441	-0.0556339322	0.0687433852	-0.037133483	0.0045470025	-0.0001312245	-0.0124479231	-0.0480683159	-0.0638521144	-0.0344905868	-0.0352685582	0.0055670787	-0.0162731878	0.1127630801	0.1113730231	0.1090689406	0.1058697418	0.1018016823	-0.0283094120562594	-0.0020123224581425	4.049441675544674e-06	0.000801422810971	0.1173052131830871	-0.0117688527612217	0.0137605130399295	0.0001385058953153	-0.1836816107820453	0.0151494061488079	0.0337389341394867	0.0002295045066615	0.0073351562646045	-0.0005376607494893	2.890790815415033e-07	5.3804517426166646e-05	0.0015409657239753	-8.835255183490013e-05	7.806173415738715e-09	2.37457536246672e-06	0.0005303563917763	0.0002022666154539	2.8127790229797624e-07	4.0911783727175876e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.1907197942601	1.076627563748616	1.1591269110232802	702563.6827492198	795.5531689933176	-0.0442912926835106	0.0019617186075764	632904.8446953102	625.6869447798425	-0.9162989872230582	0.8396038339860022	391484.1528679337	626.9398853333016	876.37446241725	0.887457	22.510014	0.1450959763512872	0.0993087875846812	0.0059411782	-0.0452249612	-0.1046969656	0.0080919385	0.0110091228	-0.0141681777	0.0031684925	0.0929313143	0.0519920124	-0.0138424561	-0.0063948607	0.0478124224	-0.0219758272	-0.091611668	-0.0048861503	0.0381817461	-0.037577196	-0.044578877	0.0559157798	0.0664153609	-0.0381860675	-0.0198955914	0.0355765474	-0.0925320823	0.1085600049	-0.0013112037	0.0665936175	0.051784252	-0.1088158782	-0.0848551478	-0.0111250609	0.0112567366	-0.0402328823	-0.0527734375	0.0157748459	0.0901757948	-0.0482093344	0.0482819461	-0.0392902078	-0.0292648098	-0.0703065589	0.0288449995	0.0153952708	0.075355345	-0.0855583473	0.1013118728	0.0159970247	0.0917749486	0.0157686383	0.0736401895	-0.0269518045	-0.0032419321	0.0717185742	-0.0477147748	0.0110372352	-0.0209097266	0.0632744077	-0.026171458	-0.0124996652	0.0334021517	-0.0127229585	0.0116601222	-0.0778369621	0.0399041574	0.0388407608	0.0219852247	-0.0327982846	0.0061722713	0.1018835779	0.0330302931	-0.0546932401	0.014617471	0.0080371253	-0.0588398759	0.112533871	0.110460877	0.1070341271	0.1022956179	0.0963034222	-0.0270770690495396	0.0012323430067197	1.5186692862111936e-06	0.0007331676683135	0.1200511761454663	0.0027459629623791	0.0144122848939097	7.540312590758323e-06	-0.2506795561509136	-0.0669979453688682	0.062840239872019	0.0044887246836498	0.0087542418507458	0.0014190855861412	2.0138039007939946e-06	7.663675038134924e-05	0.0015211623694484	-1.9803354526899903e-05	3.921728505180869e-10	2.3139349542258706e-06	0.0004868508321781	-4.350555959820002e-05	2.370237327925085e-07	1.892733715952534e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.147116942885	1.9563971486248877	3.82748980314759	705847.1781074416	796.5325572838944	0.9793882905768214	0.9592014237189884	634464.1148132206	626.949680544632	1.2627357647894542	1.5945016116784076	393065.9019350161	628.2053438357221	885.3548587068866	0.848985	21.534191	0.0960569043442864	0.0603058782169202	0.0007279972	-0.0160627213	-0.0874886406	-0.0230048786	-0.0059714413	0.0018113776	-0.0616118316	-0.0463703551	-0.0264401525	-0.0103934405	-0.0037996401	0.014609618	0.0129098036	-0.0323988028	-0.0383932237	0.0637934792	0.0990956342	0.0357752791	0.0465075786	-0.0117054577	-0.0215996218	-0.029393118	0.0256915256	-0.0663005529	0.0445006457	0.0356257677	0.0068727251	0.0823216978	-0.0357509531	0.0075703724	-0.0096179168	0.0011171098	-0.0057783488	-0.0370203114	0.0136694592	0.004823256	-0.0488372357	-0.1256014393	0.0140325802	0.0351848962	-0.0507199299	0.0336734165	0.0149009907	0.0449782093	-0.0399842529	0.0222514007	-0.0228485177	0.072530933	0.0654865704	0.0588251175	-0.0241894063	-0.0028452822	0.0562528271	-0.0449828606	0.0045339217	-0.015166191	0.0448098639	-0.0160052877	-0.0039266595	0.0326664435	0.0223951709	0.045877188	-0.0412293149	0.0866636744	0.0478578441	-0.0195511949	0.0345293354	-0.0108870943	0.0523767242	-0.0819678374	-0.0661706783	-0.0238759862	-0.0170006609	-0.0061670593	0.1122590247	0.109369563	0.1046087577	0.0980580676	0.0898295767	-0.022549748251933	0.0045273207976066	2.049663360444126e-05	0.0005084911462255	0.1176857311057517	-0.0023654450397146	0.0138499313058952	5.595330235910407e-06	-0.2034201919364733	0.0472593642144403	0.0413797744874716	0.0022334475059531	0.0080427289760415	-0.0007115128747042	5.062505708699762e-07	6.468548938205755e-05	0.001413054614429	-0.0001081077550193	1.1687286695334597e-08	1.99672334335909e-06	0.0005053256883049	1.8474856126799973e-05	2.553540512608209e-07	3.4132030890595846e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.1896361723607	0.0425192294757152	0.0018078848752085	705918.6247314438	801.3480113168781	4.815454032983666	23.18859754377866	642158.6352415155	626.9826276144878	0.0329470698558225	0.0010855094120844	393107.2153303675	628.2111243736454	890.2972198712944	0.8494979999999999	21.547207	0.0821332538967159	0.0447278174444511	0.0110558254	-0.0088138687	-0.0624404964	-0.0182149431	-0.026973094	-0.053472215	-0.0132621911	0.1159820708	0.0170615351	-0.0074888747	0.0093095246	0.0075924401	-0.0264160631	-0.0597945873	-0.019363869	0.0449539865	-0.0499090419	-0.0143575373	0.0013698743	0.0283378227	-0.055962679	-0.0903314147	0.0198831109	-0.0245439008	0.0450479514	-0.0480487697	-0.023920581	0.0753873007	-0.1184229187	-0.047298982	-0.006756765	-0.0088925631	-0.0104468153	-0.0332005112	-0.0149907985	0.0854570301	-0.0498114305	0.0409143698	0.0040542444	-0.0115177116	-0.0129618537	0.0926476511	0.0441489009	0.037325879	-0.032733531	0.0422236384	0.0210133253	0.0308352441	0.0949568328	0.0761629803	-0.0175323609	-0.0033250496	0.0305235294	-0.0376659051	0.0158414087	-0.0129275965	0.0482377321	-0.0149155699	-0.0110790138	0.030723298	-0.0276983064	0.0377967146	-0.0674324578	0.0384455681	-0.0436597529	0.020601213	-0.0179846416	0.0377808627	0.0504157422	0.0281367605	-0.0994067093	0.0059606447	0.0149851465	-0.0519485298	0.1119386527	0.1081008511	0.1018016823	0.0931845731	0.082445728	-0.0272588943518741	-0.0047091460999411	2.217605699059049e-05	0.0007430473212866	0.0944759581088874	-0.0232097729968643	0.0089257066605922	0.0005386935625659	-0.1925192305785827	0.0109009613578905	0.0370636541425694	0.0001188309585262	0.0072692263630876	-0.0007735026129539	5.983062922465108e-07	5.284165191780778e-05	0.0014601920693306	4.713745490159994e-05	2.221939654600368e-09	2.13216087933598e-06	0.00045969828732	-4.5627400984899976e-05	2.113225153649413e-07	2.0818597206368514e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.5291782285418	1.3395420561811306	1.7943729202779717	708171.3578100048	796.5611716281162	-4.786839688761916	22.913834205906277	634509.7001455572	627.9081298721109	0.9255022576230658	0.8565544288653917	394268.6195594917	629.3275174086656	897.7784722693289	0.948672	24.062714	0.0938946793393751	0.0443894900603014	0.0148073792	0.0047281747	-0.0446265253	-0.0385340341	-0.0047991789	0.0152276657	-0.067555936	-0.0395120737	-0.0832837195	-0.015614258	0.0199993046	0.0146875298	0.0705442173	-0.033498651	0.0101838317	0.0028511259	0.1628616209	0.0404546077	-0.0993991991	-0.0269619945	-0.0386474139	-0.0103295978	0.0499940354	0.0650116587	0.0284254076	-0.0306745385	-0.1439318982	0.0266158008	-0.0514347329	0.014244431	-0.0150703394	-0.0165478148	-0.0083221539	-0.0558742165	0.0706480981	-0.0366916503	0.0193838936	-0.1485056901	-0.0015770024	0.0178141299	0.0946826903	0.0245781353	0.0200281837	0.0289903568	0.0371403081	0.0877998184	-0.0170899482	-0.0949594409	0.0862945112	0.0830823696	-0.01828931	-0.0116536273	0.0253846474	-0.0330011388	0.0112718405	-0.0095977178	0.0265173119	-0.013755225	0.0061414952	0.0222275102	0.0425373658	0.0521494805	-0.0088038842	0.0555488975	0.118999172	-0.0459256701	0.0820252502	-0.0215842628	0.0369415425	-0.0697464812	-0.0167694778	-0.0200317426	0.0192346003	0.0205434712	0.1115728848	0.1066567993	0.0986231436	0.0877067409	0.0742266768	-0.0278442176924613	-0.0005853233405871	3.426034130361588e-07	0.0007753004589051	0.0875350353190924	-0.0069409227897949	0.0076623824083147	4.8176409173895545e-05	-0.1664097405068219	0.0261094900717608	0.0276922017355478	0.0006817054718073	0.0067810168089286	-0.0004882095541589	2.3834856877212933e-07	4.598218896297222e-05	0.0011312566417827	-0.0003289354275478	1.0819851549611973e-07	1.2797415895774723e-06	7.166440628225646e-05	-0.0003880338810377	5.135787127788321e-09	1.5057029283321374e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.7465900655142	-1.78258816302764	3.177620558966256	705174.3355266587	804.2369496206219	7.675777992505687	58.91756779023463	646797.0711350827	627.7289572113233	-0.1791726607875716	0.0321028423736982	394043.6437216154	629.6583998300196	891.0203232151447	0.976726	24.774313	0.0520257487352762	0.0219789427595249	-0.0077111853	0.0156876847	-0.0376353264	-0.028076819	0.0099673949	-0.0912946908	0.0620492387	-0.067362009	-0.0200414221	-0.0045542599	0.0245196364	0.0083960651	-0.0686252968	0.0917976795	-0.1078922527	0.0810212451	0.0097526021	-0.0570519423	0.0709261904	-0.0515549829	-0.0210491064	-0.0360565035	-0.000502924	0.01100813	-0.0688695199	-0.0090828118	0.0082856678	0.0256063867	0.1050963433	-0.0189743998	-0.0004650301	-0.0249083846	-0.0215180435	0.0869652499	-0.1317657685	-0.012175889	-0.0964175752	-0.0235517053	-0.0513535326	0.0644024866	-0.0592554076	0.0098263127	0.0276713826	-0.014350687	0.0238772499	-0.0669321908	-0.0201380626	-0.0096621537	0.0041069314	-0.0736468394	-0.0226801832	-0.0081758676	0.0104050377	-0.0252701617	0.0179823144	-0.0062209167	0.0257225525	0.005486282	5.1032e-06	0.0063856826	-0.0083226144	0.0689645728	-0.0687114642	0.0818333395	-0.0947387826	0.0139665511	0.0496948705	0.024084931	-0.0446293133	-0.0420693466	-0.0642260272	0.0410954766	0.020582298	-0.0408257972	0.1111618695	0.1050397497	0.0950847397	0.0816600968	0.0652556849	-0.0354602785692179	-0.0076160608767565	5.800438327846249e-05	0.0012574313562065	0.0964854359413749	0.0089504006222825	0.0093094393487971	8.010967129935497e-05	-0.1606678618879726	0.0057418786188492	0.0258141618436526	3.296917007359855e-05	0.00662014830774	-0.0001608685011885	2.587867467466658e-08	4.382636361647279e-05	0.0013590719361615	0.0002278152943787	5.1899808352899264e-08	1.8470765276617684e-06	-0.0001339999704981	-0.0002056643767803	1.795599209349167e-08	4.2297835876452436e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
