global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	w_comp_cor_00	a_comp_cor_00	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75
924.8649490577802	n/a	855375.1739956504	n/a	1011.4374418961374	n/a	1023005.6988694024	n/a	675.6250615367601	n/a	n/a	456469.2237765509	682.0170557358686	1204.5780024154806	n/a	n/a	n/a	n/a	-0.0336645561	-0.0533874312	0.0346142478	0.0028115643	-0.0063834698	-0.0054659622	0.0784156069	-0.0604365875	0.1546169953	-0.0761840913	0.1031310501	-0.0696993613	0.0488072611	-0.0839606583	0.0419643382	-0.0322018903	0.155838367	-0.0966295875	0.0242513666	-0.0236219892	0.0769201078	-0.0994307868	0.0976438524	-0.0101296178	0.035356528	0.0128669901	-0.1406001361	-0.0254115452	0.0715552591	-0.0872439248	0.1186709048	0.1186491225	0.1186128217	0.1185620068	-0.001037344385395	n/a	n/a	1.0760833739105302e-06	-0.923596723902932	n/a	n/a	0.8530309084042288	0.3920723193236455	n/a	0.1537207035798226	n/a	-0.0742102059185988	n/a	n/a	0.0055071546624808	-0.0019746966954636	n/a	n/a	3.899427039074862e-06	-0.0067720710523834	n/a	4.586094633852921e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
929.242741589362	4.377792531581804	863492.0727965139	19.165067449573417	992.2741748408268	-19.1632670553106	984608.0380560438	367.2308042331525	676.0092775644557	0.3842160276956292	0.1476219559382085	456988.5433532173	681.0790714699758	1252.597584410521	0.979871	63.265331	1.344938693030094	0.8884334607176119	-0.0661782499	-0.0391473239	0.0885549018	0.0111518915	-0.0073121641	-0.0053184128	0.1200082573	-0.0149178212	0.1817159994	-0.1716483999	0.1158265477	-0.0666324404	0.0279426423	-0.0550239466	-0.0349217774	-0.0735994554	0.1787680315	-0.0306250468	-0.059972322	-0.1292193326	0.0731171221	-0.0431195768	0.0442694086	-0.0625294997	-0.0117003055	-0.0341585138	-0.1390436851	-0.0284811019	-0.0023102031	-0.082479179	0.1186128217	0.1184168613	0.1180905004	0.1176340983	-0.1166776898452468	-0.1156403454598518	0.0133726894980738	0.0136136833076236	-1.0535720172752292	-0.1299752933722971	0.0168935768872147	1.1100139955853958	0.7351985340527705	0.3431262147291249	0.5405168844733427	0.1177355992343375	-0.0889922473878768	-0.014782041469278	0.0002185087499994	0.007919620095145	-0.0019038170747385	7.087962072510005e-05	5.023920634134032e-09	3.62451945406586e-06	-0.0070430867517567	-0.0002710156993733	4.960507099277074e-05	7.344950930679895e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.6360825166596	-4.606659072702428	854951.885091755	21.22130781211159	995.3342093618292	3.060034521002308	990690.1883259376	9.363811269725824	671.7612321140106	-4.248045450445147	18.045890149047715	451263.1529713336	678.3938492995042	1251.72160672992	0.721302	46.570812	0.7972169184608886	0.4338659822791249	-0.0670987586	-0.0237493999	0.1243146453	0.0155220144	-0.0016754745	-0.0012260142	0.1071437291	-0.038061761	0.1860523098	-0.0979718908	0.1578287094	-0.0167595648	0.0152457629	-0.0257378409	-0.0458311725	-0.0565587703	0.2054935009	-0.0421212483	-0.0691742994	-0.137112131	0.1132700524	0.0158297741	0.0341735337	-0.0699270169	0.0243372619	-0.0347357835	-0.0637348721	-0.03907845	0.0204285954	-0.016684008	0.118496684	0.1179527935	0.1170481578	0.1157855436	-0.1093679539525709	0.0073097358926759	5.3432238820674383e-05	0.0119613493517716	-0.8497830803091091	0.2037889369661201	0.0415299308297812	0.7221312835796377	0.644573432684453	-0.0906251013683174	0.415474910122619	0.0082129089980178	-0.0966798239904334	-0.0076875766025566	5.9098834020175726e-05	0.0093469883668211	-0.0039161477165035	-0.0020123306417649	4.049474611786336e-06	1.5336212937475575e-05	-0.0072530423921106	-0.0002099556403539	5.260662394175346e-05	4.4081370916416415e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.666147403149	4.030064886489413	862420.8133326073	16.241422989314923	998.3271519309596	2.9929425691304914	996657.1022825814	8.957705222113427	677.7461362659421	5.984904151931573	35.819077707807786	459339.825223413	683.2169461444493	1167.552803985751	1.521724	98.250023	6.196034744454007	4.727286224026948	0.0068917128	-0.0382703995	0.060156691	0.0064868515	-0.0102900907	-0.0088426708	-0.0066520359	0.0224311137	-0.0101178969	-0.0248513776	-0.043318422	-0.1043499636	-0.0059549187	-0.0447634573	-0.046224615	-0.0866348703	0.1365469824	0.0308828876	0.0087016158	-0.0780727369	0.0553629564	-0.0521715804	0.1804203041	-0.0209983484	0.0391838097	-0.0849294003	0.0072055323	0.0474166779	0.0453688371	-0.0631769118	0.1183225485	0.1172578276	0.115490384	0.1130308099	0.0648065500520971	0.174174504004668	0.0303367578452721	0.0041998889296549	-0.2305428517896075	0.6192402285195016	0.3834584606168845	0.0531500065112849	-0.0781486156332391	-0.7227220483176922	0.0061072061253917	0.5223271591245205	-0.0087538804773899	0.0879259435130435	0.0077309715426589	7.663042341242803e-05	-0.000983269418572	0.0029328782979314	8.60177511047757e-06	9.668187494989189e-07	-0.0045139049308427	0.0027391374612679	2.037533772468604e-05	7.50287403172116e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.7137912400742	0.0476438369252036	862509.3060395122	0.0022699351969554	1021.7935360557154	23.46638412475579	1044062.0303252428	550.6711838905907	672.557866544805	-5.18826972113709	26.91814269926793	452334.08385129983	680.590252190154	1165.56891271145	1.328354	85.76512099999998	1.5991189484239612	0.9793699488487534	0.0001639517	-0.0427452825	-0.068876789	-0.0127171807	-0.0032429761	-0.0044273249	-0.0216437243	0.0567185232	-0.0688074578	0.045086648	0.0479232856	0.0294946404	-0.0205633624	0.001916275	-0.0027219243	-0.0237205051	-0.0728345265	0.0868839523	-0.0063776895	0.0490045031	0.0118231355	0.0002311573	-0.096318982	-0.0423921768	0.0644544504	0.0162238934	-0.041532315	-0.0196988671	-0.0533853763	0.0527204708	0.1180905004	0.1163333239	0.1134240387	0.1093914569	0.0577975061956124	-0.0070090438564846	4.912669578212585e-05	0.0033405517224318	0.2093828554079948	0.4399257071976023	0.1935346278533105	0.0438411801388052	-0.0917954337065083	-0.0136468180732692	0.0084264016493659	0.0001862356435249	0.0084299658058982	0.0171838462832881	0.0002952845730876	7.106432348861289e-05	-0.0042573736553361	-0.003274104236764	1.0719758553196629e-05	1.8125230441149862e-05	-0.0022011078649628	0.0023127970658798	4.844875833201096e-06	5.349030267942674e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
929.4370260032964	0.7232347632221945	863853.1853058523	0.5230685227330637	1017.8549402337326	-3.938595821982858	1036028.6793582152	15.512537048940825	678.7181413739547	6.160274829149671	37.94898597065501	460658.3154301156	686.1469196086556	1123.9965705154084	0.882572	56.983204	0.7600544658083469	0.4825928376696466	0.0325878967	0.0132432661	0.038713748	-0.0088552404	-0.0112287965	-0.0115275588	-0.0332470572	0.0650234917	-0.0523215639	0.0113454242	0.1050897859	-0.0243463499	-0.0330119178	-0.034141034	-0.0360259251	-0.0759758087	-0.0999820909	0.0689530102	-0.0120004549	0.0786685103	-0.0170733458	-0.0285258304	0.0417100099	0.0209552539	0.027765914	0.0237640366	0.0743224156	0.019415535	0.0033858043	-0.010221997	0.1178006533	0.1151810923	0.1108582214	0.1048959675	0.0938461915031041	0.0360486853074916	0.0012995077123985	0.0088071076596372	0.3421150792177485	0.1327322238097536	0.0176178432374825	0.1170427274281663	-0.0455699311294068	0.0462255025771015	0.0020766186231388	0.0021367970885056	0.0177817532628339	0.0093517874569357	8.745592863969991e-05	0.0003161907491003	-0.005100719339329	-0.0008433456839929	7.112319427094527e-07	2.601733777860487e-05	-0.0014952799236114	0.0007058279413514	2.235862049955314e-06	4.981930827923554e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
926.7651693319594	-2.671856671336968	858893.6790868954	7.138818072167864	1037.3108966225072	19.455956388774663	1076013.89625179	378.53423900190177	673.5434106027978	-5.174730771156874	26.77783855395781	453660.7259664491	681.0745209309849	1124.9397918258717	0.640447	41.350399	0.4836244608254261	0.235500121359408	0.0299389521	-0.0053008877	-0.0173510637	-0.0225183622	-0.0038326515	-0.0044128009	-0.0322128111	0.0606431279	-0.044951377	0.0438048964	0.1464106028	0.0100931538	-0.0443295081	-0.0493617229	-0.0090556103	-0.0672279972	-0.1130183781	0.0573124228	-0.0250730462	0.1145103418	0.0098284136	-0.0322295682	-0.0136710114	0.0768233441	-0.0061201927	0.0178232145	0.0967104666	-0.0068024924	-0.0110516601	-0.0029385036	0.117453149	0.1138033884	0.1078042307	0.0995795249	0.0792739610709105	-0.0145722304321935	0.0002123498997689	0.0062843609038722	0.4614025247347371	0.1192874455169886	0.0142294946579685	0.2128922898315896	-0.0662537699853658	-0.020683838855959	0.0043895620372737	0.0004278211898192	0.0212794640107593	0.0034977107479254	1.223398047615286e-05	0.0004528155885852	-0.0030631288735707	0.0020375904657582	4.151774906149124e-06	9.382758496102506e-06	-0.0004489622168894	0.001046317706722	2.0156707219424466e-07	1.0947807433999857e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
926.0684838431824	-0.6966854887770069	857602.8367676106	0.4853706702724569	1026.1008741278397	-11.210022494667555	1052883.003885917	125.6646043309526	674.978596182578	1.4351855797801818	2.059757648408977	455596.10530460376	682.3723740728732	1096.2521659169452	0.533547	34.448406	0.3001575024451872	0.1795656601865127	0.0491577	-0.0179441185	-0.0213369912	-0.0147147205	-0.0052577975	-0.0056037002	-0.0379745094	0.0583511259	-0.0541812721	0.015622669	0.0994270036	-0.0101161714	-0.0332989471	-0.0319453154	-0.0117271923	-0.0587791352	-0.1156502828	0.0692806721	-0.0049417013	0.0871710849	-0.0112142312	-0.0232292952	0.0112066475	0.0200606352	-0.0020194912	0.0283001575	0.0733666877	0.0157109969	-0.0027246051	0.0023536724	0.1170481578	0.1122029089	0.1042755153	0.0934837375	0.0654640145359053	-0.0138099465350052	0.0001907146232997	0.0042855371991572	0.391747357495646	-0.0696551672390911	0.0048518423231057	0.1534659921048214	-0.0082293436196749	0.0580244263656909	6.772209641068399e-05	0.0033668340550674	0.0182255162782658	-0.0030539477324935	9.326596752802198e-06	0.0003321694436093	-0.0030464133391254	1.6715534445300127e-05	2.7940909179201504e-10	9.28063423280117e-06	-0.0003462662377202	0.0001026959791692	1.1990030738490205e-07	1.0546464137520765e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.416274676903	-2.6522091662794764	852697.6163381694	7.034213461696876	1025.1360098387065	-0.9648642891331748	1050903.8386680246	0.9309630964444664	675.27315517729	0.2945589947120197	0.0867650013657556	455993.8341030924	683.2111404643339	1133.946108067671	0.517674	33.423592	0.0968526651560098	0.0435920206263258	0.0217443431	0.0172215071	0.0125903417	-0.0132362281	-0.0052134378	-0.0062285568	-0.0326183716	0.0523111111	-0.0492314111	0.0408184042	0.1251794417	0.0241223051	-0.0378155195	-0.0451426821	0.0098430782	-0.0612582673	-0.1375688764	0.0698383725	-0.0078999041	0.1198307387	-0.0069451064	-0.018814822	-0.0222572656	0.0177133051	-0.0113918678	0.0317893347	0.0761586361	-0.0017521434	-0.0159222506	0.0097314547	0.1165858777	0.110382787	0.100287614	0.0866563131	0.0442394178870273	-0.0212245966488779	0.0004504835029075	0.001957126094983	0.3586649595832227	-0.0330823979124232	0.0010944450516359	0.1286405532328347	-0.0290596270155134	-0.0208302833958385	0.0008444619222807	0.0004339007063509	0.0180221527149869	-0.0002033635632789	4.1356738869491483e-08	0.0003247979884823	-0.0029139705797607	0.0001324427593647	1.754108450813583e-08	8.49122453971091e-06	-0.0002477648163864	9.85014213338e-05	6.13874042389865e-08	9.702530004778793e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.5041474130794	2.0878727361764504	856557.926878811	4.3592125624689375	1024.7158414137991	-0.4201684249073878	1050042.5556443904	0.1765415052891552	675.8834718281622	0.6103166508721642	0.3724864143318152	456818.4674904901	682.9854150918814	1110.172312267148	0.465043	30.025496	0.3449554216834536	0.1820284834361226	0.0371750774	-0.0081800157	-0.0181272034	-0.0130379805	-0.0056441399	-0.0056402243	-0.0352412022	0.0450411144	-0.0519466898	0.0218063414	0.0827316361	-0.0057660183	-0.0271790749	-0.0293937068	0.0045842175	-0.0412808145	-0.143127952	0.0602166667	-0.0018464128	0.0857343895	-0.02149524	0.0043982711	-0.0132185375	-0.0122758695	-0.0085515685	0.0300420675	0.0615349599	0.0276094869	-0.0148707945	0.0141511773	0.116066535	0.1083465856	0.0958580879	0.0791506855	0.0121522443968729	-0.0320871734901544	0.0010295867025872	0.0001476770438813	0.3180198425724683	-0.0406451170107544	0.0016520255368179	0.1011366202698175	-0.0499347046588383	-0.0208750776433249	0.0024934747293654	0.0004357688666148	0.0149853597979373	-0.0030367929170495	9.222111221042615e-06	0.0002245610082736	-0.0010720271805753	0.0018419433991854	3.392755485802666e-06	1.1492422758922271e-06	-0.0003959895709358	-0.0001482247545494	1.56807740289919e-07	2.1970577861229887e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
