global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
783.2704605058173	n/a	n/a	613512.614300995	794.7474921252276	n/a	n/a	631623.5762393387	575.7282937056749	n/a	331463.06817324786	n/a	578.463996146243	690.426278841411	n/a	n/a	n/a	n/a	-0.9564760779	0.9322021602	0.0977986186	-0.0288828411	-0.9308807965	0.0751976656	-0.1291870692	0.1136258912	-0.1408976237	-0.0377766029	0.008441101	-0.0478707694	0.0072283186	-0.0027910946	0.0108176304	-0.0024371081	0.0162100343	-0.0099231907	-0.0017807463	0.0104915784	-0.0049202398	0.0009269866	-0.0139442036	0.015698089	-0.0015345158	0.0014616588	-0.0079228198	-0.9358468945	-0.0793493227	0.1095361313	-0.1096757351	0.136241616	-0.0254864943	-0.0159414966	0.0277042392	-0.0038879178	0.0079528687	-0.0128584943	0.009049345	-0.0121613978	0.0010869335	7.52114e-05	-0.0017911672	0.0037457345	-0.002161195	0.0027287846	-0.0197057424	0.0059403856	-0.0008069444	-0.9576957944	0.1028241529	0.0212986571	-0.0202183416	0.0095634752	0.0019066633	-0.0081778598	0.0090425219	-0.0023982611	6.68956e-05	-0.0036331345	0.0074016887	-0.0075087812	0.001550051	-0.0041097714	0.0041040728	-0.0029978482	0.0090096955	0.0112882495	-0.0094884348	0.002909544	-0.0087607277	0.0016781737	-0.0057396949	0.1249905877	0.1249623523	0.1249152981	0.124849432	3.8960759889866665	n/a	15.179408111958432	n/a	0.5138965588299271	n/a	0.2640896731772407	n/a	-0.3503184376774015	n/a	n/a	0.1227230077767354	0.0142234179053646	n/a	0.0002023056169106	n/a	0.0123113840090447	n/a	n/a	0.0001515701762181	-0.0289906341684889	n/a	0.0008404568694911	n/a	0.0	0.0	0.0	0.0	0.0
788.6894015682241	5.418941062406816	29.364922237838712	622030.9721460434	787.3656552701383	-7.381836855089318	54.49151535515496	619944.6750989743	578.8837870190214	3.155493313346483	335106.4388734837	9.957138050574365	581.4709161564025	742.0753790929808	9.203311	232.54631	6.675133529024514	3.9180222497430974	-0.03342771	0.1321082812	-0.0838218129	-0.1164948881	-0.1314337011	-0.2261751462	0.3324317402	-0.4614691987	0.4034367148	0.1402045766	-0.2017440083	0.1730873027	-0.1147194384	-0.0206067571	0.0157678445	0.0259574753	-0.0281404636	0.079203717	0.035102923	0.0530923457	0.0440783531	0.077198786	0.1010572556	0.0317161342	0.0156256994	0.080035888	-0.0126743431	-0.1167935424	0.2623207429	-0.2559183761	0.4435814646	-0.4596908847	0.1206393389	0.2129642947	-0.1903863005	0.0053431197	-0.0642221238	-0.0235998281	-0.0403005771	0.0280435965	0.0544996786	0.0116111797	0.0331085537	0.0983980146	0.0231263579	-0.1161249697	0.028557198	-0.0101984628	-0.0489166822	-0.0297237455	-0.8090302777	-0.2614643208	-0.0005626522	-0.0024892223	-0.0071604017	-0.0110071789	-0.0416342347	0.0727345543	0.0340344878	0.0164478124	-0.0656041985	0.1331536908	0.0193932087	0.1503272525	-0.0127754753	0.1242857734	-0.0590687174	-0.0495699528	0.1192347961	0.034419549	0.1724031866	-0.0045689792	0.1278924746	0.1249152981	0.1246613071	0.1242383713	0.1236470637	0.0176329050650849	-3.8784430839215815	0.0003109193410342	15.042320755219148	0.2024189964186717	-0.3114775624112554	0.0409734501111422	0.0970182718856575	-0.487256014889013	-0.1369375772116114	0.018751900052586	0.237418424045522	0.0097510606602618	-0.0044723572451027	9.508318400010532e-05	2.0001979327823497e-05	-0.0021959495927768	-0.0145073336018215	0.0002104627282345	4.822194614016593e-06	-0.0010048189058119	0.027985815262677	1.0096610334770242e-06	0.0007832058559166	1.0	0.0	0.0	0.0	0.0
787.9124237132253	-0.7769778549987905	0.6036945871585214	620805.9874416491	769.8107806643924	-17.55487460574591	308.1736224234626	592608.6380271212	577.6224250824048	-1.261361936616595	333647.66595807835	1.5910339351451668	579.7218630493479	740.632300115139	4.256039	107.540237	0.0902001859871742	0.0439564345409205	0.0757338201	-0.1031676026	-0.0817489886	-0.0755810314	0.1555048216	-0.0540290204	-0.296693038	0.0762977218	-0.2864205909	0.1794685893	-0.1039841314	-0.1727114257	0.0436513945	-0.0120495149	0.0668478558	-0.0643837158	0.0299068668	0.0252453188	-0.0029895367	-0.0036073847	-0.0375119808	0.0333882495	0.039339185	-0.0011134843	-0.0047063939	-0.0088001235	0.0702890627	0.147551144	0.0296657391	0.3377758714	-0.0972070791	0.2570851143	0.1579311699	0.0981702378	0.1536614836	0.0493971903	-0.0279568326	-0.0368619859	0.1175690143	-0.0162790349	0.0202672933	0.0049442835	-0.0031417352	-0.0108479394	0.0214851012	-0.0434301748	0.008945994	-0.0088671698	-0.0002635219	0.077857671	0.143579823	0.3421901996	0.1879569716	-0.1900519793	0.1265802205	0.0296246548	-0.0288785273	0.060954699	0.0857301716	-0.0715694447	-0.1005866701	0.1581984726	-0.0333675568	0.1915322693	0.0273648591	0.179133334	-0.1186104737	-0.1190514622	0.2117230844	-0.0052109687	0.1537324069	-0.0129339667	0.0208244622	0.1247647641	0.1240599418	0.1228881859	0.1212539066	0.024304459307288	0.0066715542422031	0.0005907067422196	4.450963600665819e-05	0.1700915955120621	-0.0323274009066096	0.0289311508638389	0.0010450608493766	-0.4668069152631915	0.0204490996258214	0.0004181656755067	0.2179086961375364	0.0093872313442153	-0.0003638293160465	8.812011230981819e-05	1.323717712148647e-07	-0.0020622147189903	0.0001337348737864	1.7885016466691003e-08	4.252729547220243e-06	-0.0008873404713941	0.0001174784344178	7.873731121739035e-07	1.3801182553257356e-08	0.0	1.0	0.0	0.0	0.0
788.0331238484675	0.1207001352422594	0.0145685226474997	620996.2042823742	766.0472699345769	-3.7635107298154935	14.164013013436348	586828.4197742185	577.271511172713	-0.3509139096918261	333242.39761162765	0.123140572015203	579.4159250935564	737.8702990944504	2.008933	50.761086	0.061791815642466	0.0413757197040319	0.0432876462	-0.0415251551	0.0498008784	0.0324188609	0.0149969155	-0.194901159	0.1081019216	-0.0579653371	0.1335527893	0.1327223074	-0.107556098	-0.0055315316	0.183801344	0.0826792859	-0.0344298043	-0.0371693943	0.0471948825	-0.1406346665	0.0615173967	-0.0598645833	0.0259916501	-0.2036176815	-0.086011031	-0.0824900404	-0.1005121676	0.0702835148	-0.1381952964	0.0209603712	0.2031820426	-0.1136340579	0.0407092521	-0.1312801798	0.1030120108	0.0984137688	0.0735916758	0.1893118833	0.0746860283	0.0775552863	0.0727901593	-0.0367793189	-0.1065090337	-0.051218396	0.0618879692	-0.0468115841	-0.0206561858	0.2047606695	-0.0118701689	0.0722630939	-0.0714464521	0.0540793108	-0.2501579003	0.1026503905	0.0637524829	-0.1161213654	0.059001236	-0.0082644875	-0.0238349663	-0.0701407938	-0.092274606	-0.0566454475	0.0549806364	0.0209428744	-0.0245340816	-0.1001321363	0.0706956787	-0.1654938729	0.0075713404	0.0188313478	-0.0926721659	-0.0282750962	-0.048450612	0.0247644726	-0.2282936021	0.1245390765	0.1231597053	0.1208720589	0.1176930081	0.0262967906190283	0.0019923313117403	0.000691521196861	3.969384055740825e-06	0.1487574937031439	-0.0213341018089182	0.0221287919328408	0.0004551438999932	-0.462515331491204	0.0042915837719875	1.841769127198661e-05	0.2139204318644183	0.0100033173935333	0.000616086049318	0.0001000663588757	3.795620201642625e-07	-0.0020318043810185	3.0410337971800094e-05	9.247886555591068e-10	4.128229042725971e-06	-0.0008503608836875	3.697958770659999e-05	7.231136325057859e-07	1.367489906950121e-09	0.0	0.0	1.0	0.0	0.0
787.6725511094703	-0.3605727389972344	0.1300127001079677	620428.0477713011	755.4836855811042	-10.56358435347272	111.58931439293366	570755.5991792086	577.0493708582238	-0.2221403144891383	332985.976407872	0.0493463193213332	578.8314098875139	737.5352310309173	1.653719	41.785652	0.1077244898961588	0.0614579423766461	0.0753652947	-0.1116807032	0.0780664062	0.0290345098	0.1322734738	-0.0906130079	-0.2647896345	0.0568426595	-0.0913700029	0.0751604467	-0.1126666721	-0.1000038141	0.1331877841	0.048529736	0.0391993964	0.0486719446	-0.0121187562	-0.005806143	-0.035815973	0.005629166	0.132096666	0.0006076875	0.0166376457	0.1936588112	-0.0070354431	0.02010585	-0.2045357703	0.1288779605	0.0665865289	0.2488468351	-0.1556802122	0.0597831132	0.0724543656	0.0791750742	0.1153239632	0.1462165762	0.0701013066	-0.0386589296	-0.0266881093	0.0292197909	0.0142005123	-0.1459158998	-0.0154286375	0.1258126086	0.0733783017	-0.0543012412	-0.0415559066	0.0878179735	-0.0186389466	0.0769163075	0.0859178949	0.2980005296	0.1033702375	-0.1730974433	0.0545322018	-0.0750780332	0.0383846123	0.0699724187	0.0010002454	-0.0612064636	-0.0574912833	0.0519615583	0.0050999758	0.0002254723	0.0057178199	-0.0648950456	-0.1049066679	-0.1500066443	0.0519406565	0.0070940293	0.0193008474	0.031452355	-0.0440211756	0.1242383713	0.1219627663	0.1182009157	0.1129986616	0.027837711041144	0.0015409204221156	0.0007749381560102	2.37443574729322e-06	0.1761697517929263	0.0274122580897824	0.0310357814467812	0.0007514318935808	-0.4300962253254283	0.0324191061657757	0.0010509984445878	0.1849827630391816	0.0093787976531942	-0.0006245197403391	8.796184541956102e-05	3.9002490607321843e-07	-0.0018149300650542	0.0002168743159643	4.7034468924983033e-08	3.293971141037643e-06	-0.0009360109317538	-8.565004806630001e-05	8.761164643626169e-07	7.335930733759503e-09	0.0	0.0	0.0	1.0	0.0
793.0560632775661	5.383512168095763	28.98220326403514	628937.9195013109	779.3013441962165	23.81765861511235	567.2808619060355	607310.5850660299	579.6557499718074	2.606379113583557	336000.7884753785	6.79321208372461	581.9737470350731	744.2520047681552	1.500217	37.907005	0.1739590118666936	0.0952392270454758	0.0496851122	-0.0385053952	-0.1271441327	0.0107867497	0.035250351	-0.1852226308	0.1967309296	0.0024449271	-0.1052311504	0.0923710561	-0.1180140441	-0.0623740784	0.0965572929	0.0239045362	0.0938498055	-0.2038786644	0.0054047614	0.1276181872	0.0176634031	-0.0787046363	0.0071722415	-0.0156029861	0.0125686187	-0.0912981072	0.0499003465	-8.38995e-05	0.2880233149	0.0379661129	0.2004860492	-0.1337494068	0.0960620082	0.1274983447	0.0575237737	0.0891009382	0.0934754025	0.1312274896	0.0150490931	-0.0211150282	0.2057362003	0.091783238	0.1570784647	0.0250945353	-0.0078087255	-0.0962881709	-0.0382490075	0.0632428935	0.116001439	-0.0975871446	-0.10914244	0.0600387236	-0.1683512825	0.1676203586	0.0537759558	-0.0486359445	0.0321499734	0.0649917925	0.1402930635	-0.0885061916	0.0609475874	-0.0834330197	0.0459352445	-0.2833051448	-0.0359362864	-0.1472305107	0.0939790048	-0.1982103461	0.0494655956	-0.0668813472	-0.0489959657	-0.0639293289	-0.1371552447	0.0425515726	0.0144355686	0.1238628294	0.1204720082	0.1148892315	0.1072160763	0.0162600198536324	-0.0115776911875115	0.0002643882456405	0.0001340429332333	0.1453740092822215	-0.0307957425107048	0.0211336025747874	0.0009483777567856	-0.4863897187994155	-0.0562934934739872	0.0031689574075058	0.2365749585537745	0.0103193986548891	0.0009406010016949	0.0001064899885985	8.847302443894501e-07	-0.0020371563010772	-0.000222226236023	4.9384499976950124e-08	4.15000579501854e-06	-0.0012790253879257	-0.0003430144561719	1.6359059429584877e-06	1.1765891714290436e-07	0.0	0.0	0.0	0.0	1.0
792.3052504210899	-0.7508128564761591	0.5637199454498896	627747.609844826	775.5731813173036	-3.72816287891294	13.89919845170442	601513.759578643	579.2150062738463	-0.4407436979611248	335490.0234928118	0.1942550072924471	581.5292558486916	749.5588016516773	1.365297	34.497898	0.2443812758135176	0.1512332910580678	0.0706284589	-0.0924606815	-0.1532232019	-0.1364891009	0.1116920736	-0.1492393264	-0.2254653132	-0.0996416464	-0.1513438691	0.0355448715	-0.1093842196	-0.1278312121	-0.1683873424	-0.0636892838	0.027759983	-0.1922244858	0.1075718115	-0.1108937679	-0.0377033057	0.0307984186	-0.0619566531	0.0902085432	0.0228941741	-0.0760666299	0.0726570188	-0.0148461335	-0.1553893905	0.1086318461	0.1356570315	0.2988353156	0.0430406509	0.0946106041	0.0490042697	0.1414245066	0.0099905015	-0.1444885176	-0.0947475996	-0.036945079	0.1924786869	-0.1222684857	-0.0163229953	0.0595755581	-0.0212181063	-0.0420210237	-0.0760181861	-0.0967384145	0.0124271858	-0.0338435443	0.10411048	0.0784102381	0.0477869163	0.2916406636	0.144712465	-0.0839047508	0.016451449	-0.0294090297	-0.1021675012	0.0892607536	0.0604234785	-0.0362681436	-0.0349722798	0.0755657022	0.0470895365	0.0929790217	0.0169415272	0.1214499787	0.0495248804	0.0752037201	-0.0082080414	0.020823856	-0.0034140707	0.1188316689	0.0750648115	0.1234126773	0.1186910226	0.1109549526	0.1004009414	0.0212016641747823	0.0049416443211498	0.0004495105637802	2.4419848596753025e-05	0.1545875026043717	0.0092134933221502	0.0238972959614566	8.488845919730655e-05	-0.408164501115408	0.0782252176840075	0.0061191846817103	0.1665982599707898	0.0083250776386318	-0.0019943210162572	6.930691768924723e-05	3.977316315885548e-06	-0.0016227259164622	0.000414430384615	1.7175254369213698e-07	2.633239399958087e-06	-0.0006477583790738	0.0006312670088519	4.195909176603168e-07	3.9849803646482484e-07	0.0	0.0	0.0	0.0	0.0
790.232006132035	-2.0732442890548555	4.2983418820985735	624466.6235154606	772.1415942630252	-3.4315870542783387	11.775789711090686	596202.6415910462	577.5307935089136	-1.6842127649326812	333541.8174510354	2.836572637562187	579.9215916558946	748.0226269458202	1.169786	29.557779	0.1287203180980543	0.0724503496350652	0.0560075565	-0.0563056648	-0.0539593194	-0.0300090971	0.0524194439	-0.2008002762	-0.0922998662	-0.1317873198	-0.0012874999	0.0187168385	-0.1242487955	-0.0508585436	0.0359809232	0.2003685338	-0.013890245	0.0538942309	0.0409441769	-0.0984266453	-0.0264612593	0.0372197317	-0.0757386353	-0.045438528	-0.0297321256	0.0909836376	0.0921205155	-0.2633346426	0.1150407739	0.0541092788	0.1963498041	0.1314116662	0.0625397969	-0.052120957	0.0429834822	0.1364818355	0.0035123012	0.0103703453	0.2067741859	0.015510488	0.0321953756	-0.1083075381	-0.0700103666	-0.022918103	-0.0237782471	0.0083488171	0.1078258002	0.0560694623	-0.0746721114	-0.0146958102	0.1907001801	0.0634493228	-0.1244658264	0.1927872127	0.0648865061	-0.0355451025	0.0265821877	-0.0162220657	-0.0650817596	0.0328372543	0.0052225599	-0.0335101489	0.0720742839	-0.1562579974	-0.0571876149	-0.1655225961	-0.0781414932	-0.014325043	0.1410135292	0.1568418453	-0.2494986132	0.0350364669	-0.3026961904	-0.0980558663	-0.0497080932	0.1228881859	0.1166240999	0.1064193991	0.0926188907	0.0263910758341552	0.0051894116593729	0.0006964888836841	2.692999337043541e-05	0.1324243992341536	-0.022163103370218	0.0175362215125265	0.0004912031509989	-0.4409247491403363	-0.0327602480249283	0.0010732338506548	0.1944146344044685	0.0092424948912112	0.0009174172525794	8.542371181406514e-05	8.416544153303353e-07	-0.0014201898573971	0.000202536059065	4.1020855221621655e-08	2.0169392310535954e-06	-0.0008999561683	-0.0002521977892261	8.099211048612179e-07	6.360372489058276e-08	0.0	0.0	0.0	0.0	0.0
791.6916765364763	1.4596704044412263	2.1306376896016133	626775.7106971366	767.9504093067067	-4.19118495631858	17.566031338071173	589747.8311543383	578.0652385182445	0.5344450093309661	334159.419983155	0.2856314679987764	580.245584702034	749.6460057576497	1.41055	35.641331	0.4297292274396399	0.2656869294273291	0.078653526	-0.0936731026	-0.0414263528	0.0525517848	0.0836937519	-0.1302760492	0.0875449731	0.0889692215	-0.1162097688	-0.0636375907	0.2223655933	-0.0257924705	0.1692650331	-0.0821044248	-0.0421293496	0.0301613914	0.1030045531	0.0495361398	0.1069843145	-0.0004875045	0.01766377	-0.0248287052	-0.1487853803	0.0063505853	-0.1655253756	0.0235166144	0.0152145367	0.0818323067	0.1256242405	-0.0639703431	-0.025403883	0.1309734927	-0.0785490229	-0.2512172604	0.1357023262	0.093793982	-0.0138928916	-0.0051050381	-0.0548486129	-0.0473086742	0.0637551915	0.0424263035	0.0973818138	-0.03973949	-0.0973230878	0.1292493567	-0.1149721876	0.0953703206	-0.0103422749	0.0815183439	0.0956133752	0.1520855869	-0.0566154127	0.1038491156	-0.1486877298	0.0258849402	0.1498187059	-0.2071059442	-0.0159731275	0.0553837865	0.0588504495	-0.045804079	0.1258899263	-0.007271345	-0.0069619617	-0.0661372758	0.1163889043	0.2142462444	-0.0297072362	-0.0160311286	0.344116662	-0.1594593334	0.1447730135	0.1222896713	0.1142762195	0.1013071498	0.0839448694	0.0259937583336551	-0.0003973175005001	0.0006756754723084	1.578611962036477e-07	0.0776778206901127	-0.0547465785440409	0.0060338438271653	0.0029971878622788	-0.2870546460113274	0.1538701031290089	0.0236760086369318	0.0824003697966884	0.0057292822592439	-0.0035132126319673	3.282467520608689e-05	1.2342662997414606e-05	-0.0007020596982936	0.0007181301591035	5.157109254140182e-07	4.928878199681007e-07	-0.000716994394049	0.0001829617742509	5.140809610976927e-07	3.3475010837073875e-08	0.0	0.0	0.0	0.0	0.0
790.686243580044	-1.005432956432287	1.0108954298801691	625184.7357867206	765.5134938214276	-2.436915485279087	5.938557082393008	586010.9092226889	577.9544983154884	-0.1107402027561192	334031.4021231079	0.0122633925064664	580.08228144371	746.3953275423523	1.097894	27.741222	0.0645938821879198	0.0343694792030465	0.0659322282	-0.0592980923	0.003973278	0.1160431114	0.041745481	-0.1457498748	0.1237885268	0.0534437211	0.0164109612	-0.1163434433	0.2299379572	-0.0865982755	0.052400803	-0.1546788901	-0.006190618	0.1533824893	-0.1516001034	0.2164548615	0.1014754935	-0.0285564195	-0.0504273321	0.1406702059	0.0024028041	-0.0719645492	-0.1090556625	-0.2311795761	0.0709891725	0.0427022073	0.1430482531	-0.1289681538	-0.0377747693	-0.0029191087	-0.1166743217	-0.1916167566	0.1542120582	-0.0233048602	-0.0547471801	-0.1162408038	-0.2583984556	0.121184807	0.0751946923	0.1251285087	0.0864568125	-0.0551043515	-0.0856500177	-0.11312576	0.0752456455	0.0645729413	0.2262447098	0.0706341042	-0.0202990154	0.0251090691	-0.1925021461	0.1713690117	-0.0855039941	-0.0138641882	0.2333762914	-0.0647877944	-0.0591407971	0.1345207357	0.0526663135	-0.1186027165	0.0469576892	-0.0342554041	-0.1044288281	-0.0226517802	0.0498036879	0.1071795415	-0.131231023	0.0663852418	-0.0581234591	-0.1303143043	0.0793524416	0.121617494	0.1116530376	0.0956459082	0.0744624131	0.0199374835032557	-0.0060562748303993	0.0003975032484425	3.667846482132927e-05	0.0760754023067704	-0.0016024183833422	0.0057874668361369	2.56774467527334e-06	-0.2580044522899243	0.0290501937214031	0.000843913755251	0.0665662974014238	0.005809380802096	8.009854285209988e-05	3.3748905303761565e-05	6.41577656702968e-09	-0.0003504516284511	0.0003516080698425	1.2362823477836838e-07	1.2281634388402786e-07	-0.0008429876864099	-0.0001259932923608	7.106282394387158e-07	1.587430971993921e-08	0.0	0.0	0.0	0.0	0.0
