global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33
783.5334061831315	n/a	n/a	613924.5986049402	768.8878258405413	n/a	591188.4887257945	n/a	585.7386454068698	n/a	n/a	343089.7607230747	589.4779729236134	719.7685648035555	n/a	n/a	n/a	n/a	-0.0239128055	-0.0210213115	0.0095133742	0.008745513	-0.034967264	0.0540628515	-0.0025859458	0.0529070109	-0.0576772411	-0.0107825904	0.0007060867	-0.0013493754	0.0127366651	-0.023811827	0.0012429577	-0.0008926819	0.002441084	-0.0232470229	-0.0196358246	0.0276455028	-0.0206607051	0.0619010626	-0.0227277741	0.0529356838	-0.0531516757	0.001865241	-0.0502847805	0.018390431	-0.0018763416	0.0120853421	-0.0031891674	0.0007866107	-0.0109428885	0.0182286161	-0.0137024859	0.003348665	-0.0066225416	0.0347959291	0.0339455575	-0.0311383397	0.006698394	-0.0579672768	0.0673873285	-0.0431389829	0.0065418443	-0.0569340166	0.0085276813	-0.0042234303	0.0071696439	-0.0068821262	0.0266342093	-0.012479589	0.0063302305	-0.0062471155	0.003405168	-0.0046084232	0.0046813686	-0.0038117565	0.0234073151	-0.002062164	0.0009277598	-0.0059009306	0.0206285609	-0.0170120195	0.0112602269	-0.0071014797	0.0098604883	-0.0005654334	0.0287342552	-0.0325265824	0.0118061954	0.0132698663	0.1132219634	0.1132047441	0.1131760472	0.1131358755	0.1130842333	0.0276987902632726	n/a	n/a	0.0007672229820487	0.0569577574805322	n/a	n/a	0.0032441861372111	-0.0092702500817978	n/a	n/a	8.593753657907212e-05	-0.0013630005830047	n/a	n/a	1.857770589271152e-06	0.0002040000968261	n/a	n/a	4.161603950505818e-08	1.3902614710815334e-07	n/a	1.932826957973789e-14	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780.869563972936	-2.6638422101955257	7.096055320819383	609757.2759392832	767.2464861188616	-1.6413397216796284	588667.1704617406	2.69399608196336	585.9993930798685	0.2607476729987183	0.0679893489742465	343395.2886899742	589.9562489537909	697.5929108149063	0.676521	24.942612	0.1388641303187787	0.0749207054793049	0.009276446	-0.0105880271	-0.0116160462	0.0008971049	0.0254072685	-0.008626366	0.0262362861	-0.046057644	0.0060641785	-0.0100122999	0.0144264133	-0.009966585	-0.01908224	0.001274927	-0.0029338849	-0.0271100025	0.0012394192	0.0314660735	0.0057556432	-0.0283694837	0.0092825804	0.0322333557	-0.0058921048	0.0084679855	-0.0135980108	-0.0168017381	0.1165925788	-0.05490659	-0.0562183537	0.0102585845	-0.0150570451	-0.0089864319	0.0235189822	-0.0030024312	0.0078554238	-0.0189513498	-0.0062706398	-0.0243705885	-0.0348138121	0.0173067398	0.0036489439	-0.0229114093	0.0071491931	0.0033523343	0.0283072456	0.0988532728	-0.0847284024	0.0053201268	0.0012607093	-0.0034205638	0.0102127865	0.011732736	0.012570954	0.0018199642	0.0080451874	-0.0041848765	-0.0160422747	0.0071705073	0.0134734452	0.0143817938	0.028187017	-0.0082366644	0.0138585904	-0.0371424792	0.0078434111	-0.0038534344	0.0496584229	0.0097521746	0.0507419931	0.0053956764	0.0391990675	0.0351033675	0.1131760472	0.1130211256	0.1127630801	0.112402146	0.1119386527	0.0318037458425521	0.0041049555792795	1.6850660307857894e-05	0.0010114782496176	0.0491557238515412	-0.007802033628991	6.087172874790655e-05	0.0024162851873689	-0.0504351504547315	-0.0411649003729337	0.0016945490227135	0.0025437044013914	-0.0004869569007084	0.0008760436822962	7.674525332912605e-07	2.371270231475305e-07	-0.0004400471916368	-0.0006440472884629	4.14796909776414e-07	1.936415308674346e-07	0.0001958928701394	0.0001957538439922	3.837401657145183e-08	3.831956743775853e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
781.6187473872416	0.7491834143055485	0.561275788270519	610927.8662672006	772.7756922694615	5.529206150599862	597182.2705625455	30.57212065583134	585.9926254985097	-0.0067675813587584	4.580015744741466e-05	343387.35713863664	589.9337106297344	703.7576414293214	0.602953	22.230263	0.1312684637798979	0.0760872203298806	-0.0092717646	-0.0189974359	-0.0042497688	0.0336958019	0.0135985131	-0.0007584946	-0.0150910176	0.0138387105	0.0339280848	-0.0154782531	0.0009626465	-0.0235397706	-0.0009124961	0.0026015994	-0.0216422567	-0.0197623495	0.0098210473	0.0182660211	0.029097878	-0.0176256695	-0.0296558311	-0.0357634249	-0.0383340293	-0.0706822995	0.0718993022	-0.0291930535	0.0199360055	-0.0127829512	0.0178887901	0.01429312	0.0017896282	-0.0239566461	0.0097856261	0.0058027249	0.0334443843	-0.0112004866	0.0007813437	-0.0222503301	-0.0285402015	0.0073349469	-0.0532886163	0.035887118	-0.0276410272	0.087860218	-0.0119859079	0.0074791935	-0.0019475948	0.0115504045	0.0027087033	-0.0043155105	0.0151456773	-0.0039454917	0.0092863434	-0.0128782461	0.0121228213	-0.0017213336	-0.0104284375	0.0040608217	0.0140547638	0.0017316517	0.0208797015	-0.0060769386	0.0189965157	-0.0320156604	0.009861486	0.0003445968	0.0039543876	0.0183321684	0.0027116591	-0.0038409288	0.0097064776	0.0376895358	0.1130842333	0.1126541864	0.1119386527	0.1109394454	0.1096590966	0.0333065902354974	0.0015028443929453	2.2585412694071405e-06	0.0011093289531153	0.0426620392050836	-0.0064936846464575	4.21679402876391e-05	0.001820049589136	0.0071384444417361	0.0575735948964676	0.0033147188293025	5.095738904775302e-05	-0.0011369995534317	-0.0006500426527233	4.225554503595449e-07	1.2927679845038851e-06	2.8000000376726675e-05	0.0004680471920135	2.190681739517471e-07	7.840000210966938e-10	1.5917995677106576e-08	-0.0001958769521437	2.5338258637638367e-16	3.83677803811143e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
778.9557704163666	-2.662976970874979	7.091446347410479	606772.0922649552	768.0813360159738	-4.69435625348774	589948.9387360832	22.03698063465945	585.46830654294	-0.5243189555696972	0.2749103671696981	342773.137966258	589.6731787011175	695.2196395090106	0.548315	20.215801	0.054378261203392	0.0299039889692686	0.0069878343	-0.0100698517	-0.0105928431	0.0250860246	-0.0038585435	0.023253821	-0.0360611945	0.0151017087	-0.021108641	-0.0096773713	-0.0084860306	-0.0061028317	-0.0128045202	-0.0081173106	-0.0025016407	-0.046419252	0.0155301297	-0.0239272453	0.0245176382	0.0233977557	-0.0108815347	-0.0036854495	-0.0257342857	0.0142597185	-0.0010560643	-0.0304941705	-0.0551949503	-0.003348908	-0.0328316414	0.0071266296	0.0086061627	-0.0029782169	0.0187062913	0.0201038856	0.0251190942	-0.0444475866	0.0076603323	0.0217676865	0.0006495367	-0.0319489019	-0.0207783138	-0.0102687859	-0.0104455085	0.0104049208	-0.0188887578	-0.0583017315	-0.0026130515	0.0243867461	0.0022635947	-0.0044113599	0.0125797193	0.0101907925	0.0112682791	-0.005874231	0.024206378	-0.0039010219	-0.0154805918	-0.0026237401	0.0150959284	0.0068891346	0.0208386904	-0.0140405071	0.0186718038	-0.0302078617	0.0060198233	0.002959399	-0.021830797	0.0041592993	-0.014098829	-0.010284551	-0.0057021881	0.0224135564	0.112946559	0.1121045217	0.1107057733	0.1087572599	0.1062686577	0.0284866748901322	-0.0048199153453652	2.323158393648696e-05	0.000811490646296	0.0256030503083763	-0.0170589888967073	0.0002910091021779	0.0006555161850932	0.018525802545426	0.0113873581036899	0.0001296719245816	0.0003432053599521	-0.0011369996412376	-8.780589992075927e-11	7.709876060894393e-21	1.2927681841744311e-06	-0.0003939999820281	-0.0004219999824048	1.7808398514967405e-07	1.5523598583814318e-07	-2.239889461882203e-07	-2.3990694186532685e-07	5.017104801450945e-14	5.755534075517333e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
778.275092337533	-0.68067807883358	0.4633226470045734	605712.1193529955	765.7403789629255	-2.340957053048214	586358.3279742849	5.48007992421618	585.1304387821694	-0.337867760770564	0.114154623768115	342377.63038941415	589.3395723048835	693.1577415348997	0.511979	18.876152	0.0910436916022775	0.0491069773317379	0.0018598062	-0.002942587	0.0038989831	0.0173680354	-0.0415067997	0.0181631896	-0.0680714367	0.0327692496	-0.0720783021	-0.0222576751	-0.0085015875	-0.013490827	-0.012626894	0.0172171448	-0.0129442956	-0.0383844933	0.0048195537	-0.0223651924	0.0110656683	0.013278071	0.0220214294	0.0267011794	-0.0615396226	0.1126087037	-0.0614196167	0.0469219122	-0.0146193249	0.1099695369	-0.0576615071	0.0206238218	0.008795234	-0.0063299729	0.0138372568	-0.007288113	0.032306501	-0.0330399883	-0.0084809362	0.0273864629	0.0226032118	-0.0424303408	0.0122437912	-0.0849091608	-0.0190013685	-0.0876265849	0.0315418889	-0.0331261786	0.0360436117	-0.0558715445	-0.0013501241	-0.0025520099	0.0116283911	0.0069746985	0.0114863049	-0.0116317182	0.0179242206	0.0003685778	-0.008142587	0.0037707532	0.0127491655	0.0003858169	0.029782068	-0.016379964	0.011652461	-0.0413004421	0.0154375923	-0.0132967703	0.0111575118	0.0191314508	0.0069225247	0.0095130612	0.004627081	0.0097813532	0.1127630801	0.1113730231	0.1090689406	0.1058697418	0.1018016823	0.0383225378809726	0.0098358629908403	9.67442007745838e-05	0.0014686169096385	0.0557966205755207	0.0301935702671444	0.0009116516854769	0.0031132628676486	0.0183731071580126	-0.0001526953874134	2.3315881337328704e-08	0.0003375710666398	-0.0005419999414505	0.0005949996997871	3.540246427467392e-07	2.9376393653234537e-07	2.8000000376726675e-05	0.0004219999824048	1.7808398514967405e-07	7.840000210966938e-10	7.587999472410522e-09	2.3157694566063082e-07	5.757773599330236e-17	5.3627881761506766e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.8885374477685	-1.3865548897645112	1.922534462329876	603555.7996177328	761.4095492989676	-4.330829663957957	579744.501763657	18.756085578218187	584.0179301191537	-1.112508663015774	1.2376755252851448	341076.9427006607	588.086066908344	685.5327892620899	0.549111	20.245171	0.0772184042482975	0.0336818626283008	0.0096160368	-0.000266461	-0.0027893215	-0.0403795681	0.0243502134	-0.0452829672	-0.0168987042	-0.0602758284	0.0052346478	-0.0337657854	-0.0069692255	-0.0222875124	0.0009286526	0.0007492391	-0.0112281094	-0.0409165623	0.0013392202	0.0086900987	0.0359773698	-0.0638176433	-0.0019507154	-0.0129850565	0.0053842479	-0.0504542774	0.0090955518	-0.0235536694	0.1332757804	-0.0137227167	-0.0361973753	0.03462314	0.0079265025	-0.0207433913	0.0071824474	0.0085493303	0.0259929421	-0.0223151307	-0.0003542652	-0.0004315808	-0.0730504166	0.0523110055	-0.0038243705	0.0148568354	-0.0256460283	0.0261356572	0.0369332187	0.1051192283	-0.0893598504	-0.0166147469	0.0005989004	-0.0022860893	0.0099083971	0.0084187531	0.0151363072	-0.0123755073	0.0193645881	0.0019625	-0.0122665554	0.0059275124	0.0118077191	0.001689865	0.0228250176	-0.016988664	0.0214826516	-0.032669418	-0.0015222635	-0.0010220729	0.002249641	0.005926639	-0.0157707386	0.0106897985	-0.0020265977	0.0341004435	0.112533871	0.110460877	0.1070341271	0.1022956179	0.0963034222	0.0244323473671101	-0.0138901905138624	0.0001929373925113	0.0005969395978671	0.03746131204106	-0.0183353085344607	0.0003361835390538	0.0014033498998376	0.0248702157197442	0.0064971085617316	4.221241966292606e-05	0.0006185276299466	-0.0008649804077953	-0.0003229804663448	1.0431638164030455e-07	7.481911058697235e-07	-0.0002750619162363	-0.000303061916613	9.184652530116113e-08	7.565905776358531e-08	0.0001438811378065	0.000143873549807	2.070178181649304e-08	2.0699598334075245e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
777.326178365521	0.4376409177524465	0.1915295728912036	604235.9875723456	768.5476930672781	7.138143768310556	590665.5565190351	50.95309645707082	583.9842448691184	-0.0336852500353188	0.0011346960699419	341037.5982553544	588.2272867987821	690.2967361348066	0.598209	22.055344	0.0572300148591335	0.0296403855686484	0.0018064393	-0.0074650961	-0.0005854948	0.0139562245	-0.0036071993	0.0080046126	-0.0823576039	0.0121158264	0.0053899418	-0.0312780145	-0.0051448427	-0.0248624246	0.0039968581	0.0060674975	-0.0185621138	-0.0519342602	0.0372126059	0.0192746575	-0.006830425	-0.0212193569	-0.0395490161	-0.03964465	-0.016257921	-0.0129750458	0.0412996141	-0.0838275462	0.0517528639	0.0606037038	-0.0052515753	0.0293570634	0.0089814347	-0.0257692615	0.0046033247	0.0134504722	0.0514337424	-0.0448636403	0.0226574071	-0.0320116781	0.0011590193	0.0304525823	-0.0332071829	0.0436110881	-0.0357883186	0.0319419776	-0.0459280425	-0.014817117	-0.0427167914	-0.0435631909	-0.0021909868	-0.0039115557	0.0091020178	0.0014680617	0.0155905321	-0.0118832077	0.0150487734	-0.0041364521	-0.0107707679	0.0025074587	0.0116092848	-0.0013264534	0.0171227103	-0.0172971499	0.0244048389	-0.0145278663	-0.0036638562	-0.0002918605	-0.027344145	0.015589698	-0.0266488089	0.0028228644	-0.0088193149	0.0391283235	0.1122590247	0.109369563	0.1046087577	0.0980580676	0.0898295767	0.0261042610401887	0.0016719136730786	2.795295330227177e-06	0.0006814324444543	0.0132899698452604	-0.0241713421957995	0.0005842537835464	0.0001766232984879	0.0370546065954755	0.0121843908757313	0.0001484593810126	0.0013730438699454	-0.0009340003051036	-6.901989730829995e-05	4.763746224448271e-09	8.723565699336178e-07	-0.0004459999613435	-0.0001709380451072	2.9219815265071152e-08	1.989159655184035e-07	-2.082820684816043e-07	-0.0001440894198749	4.33814200509757e-14	2.076176091990874e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
777.3491029758412	0.022924610320274	0.0005255377583364	604271.627897345	759.3817973981585	-9.165895669119664	576660.7142196578	84.0136434171866	585.0242594145531	1.0400145454347012	1.081630254715748	342253.38410354627	588.8639820751746	684.3157468752992	0.587438	21.658218	0.0520082039315305	0.0376528469569028	0.0153075865	0.0037503473	-0.0051728774	-0.0199881065	0.0148625385	-0.0071718992	-0.045236773	-0.0012522097	-0.011386079	-0.0109198009	0.0065309788	-0.012696161	0.0090256523	-0.0041452841	-0.0060613038	-0.0151002068	-0.0051687825	0.0029137845	-0.025598362	0.0094024185	-0.040112676	0.0207166784	-0.0008389733	0.0760321601	6.4007e-06	-0.0231793507	-0.0911268926	0.1288836175	0.0553621924	0.0125157218	-0.0057138361	-0.0135847441	-0.0024140286	0.0137169831	0.0138348067	-0.0115583567	-0.0094274491	-0.0094694631	0.0312362657	6.03766e-05	-0.0167553768	-0.0237633759	0.020626553	-0.0517117012	-0.069642633	-0.1123364018	0.0348641703	-0.0788784168	0.0002719034	-0.002448726	0.0065752364	0.0067776257	0.0048207472	-0.0138383657	0.020143236	-0.002947131	-0.0062790441	0.0022537542	0.0099858957	0.0054562114	0.0157482108	-0.0239802733	0.0199001777	-0.0109791172	-0.0039147859	-0.0155111423	-0.0291017718	0.0220503683	-0.03505603	0.0042593235	-0.0306018845	0.001914224	0.1119386527	0.1081008511	0.1018016823	0.0931845731	0.082445728	0.0259459927696781	-0.0001582682705105	2.5048845450416346e-08	0.0006731945408041	0.017514013387327	0.0042240435420665	1.7842543845274536e-05	0.0003067406649314	0.0665514388253996	0.0294968322299241	0.0008700631116002	0.0044290940097309	-0.0012960006895939	-0.0003620003844903	1.310442783711251e-07	1.6796177874278643e-06	-0.0004460000486219	-8.727840000201381e-11	7.617519106911523e-21	1.9891604337073722e-07	-7.890080803671677e-07	-5.807260118855634e-07	6.225337508846829e-13	3.3724270088051163e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779.8029339831326	2.453831007291342	6.021286612344442	608092.6158487018	760.7878997802734	1.4061023821149092	578798.2284520793	1.9771239089892223	585.5912185800693	0.5669591655162094	0.3214426953628365	342917.0752780905	589.2563938966398	688.5581595728607	0.53959	19.894114	0.0559824819985446	0.0337505991956475	0.0066836737	-0.0038861888	0.0020933799	-0.0666832642	0.042990823	-0.0454690743	0.0303155971	-0.0433823965	0.0152462279	-0.0084199429	0.0081020523	-0.0138871815	-0.006517685	-0.0032281578	-0.0045044088	-0.0027392627	-0.0355078114	0.0084159555	0.0096458549	-0.0389579504	0.0313421394	-0.0275023107	0.0787767374	-0.0339940336	0.0306788157	-0.0103717396	0.0571156113	0.0266191542	0.0017294376	0.009423576	-0.006301681	-0.0132934814	0.0042241635	-0.0049798742	-0.000726667	0.0158885808	-0.0302820475	-0.0005586996	-0.057194584	0.0443292869	0.0512400174	0.0614233754	-0.0031990727	-0.0092573796	0.0049407015	0.0557298481	-0.0337034334	-0.0863627507	0.0006123	0.000123714	0.0084181282	-0.0021720427	0.0113208351	-0.0083488948	0.0052867603	-0.0009552966	-0.0073391948	0.0102660922	-0.0016814349	-0.0036938167	0.0132357443	-0.0172553325	0.0130511759	-0.0172222717	0.0070518405	-0.0051942431	-0.0118631919	0.0078736277	-0.0125025651	0.018063567	-0.0095932987	0.0130987683	0.1115728848	0.1066567993	0.0986231436	0.0877067409	0.0742266768	0.0230930684602128	-0.0028529243094653	8.13917711553806e-06	0.000533289810908	0.0099400310851081	-0.0075739823022188	5.73652079143251e-05	9.880421797291532e-05	0.0374489458991433	-0.0291024929262563	0.0008469550945227	0.0014024235489569	-0.0011370003447555	0.0001590003448384	2.5281109658730143e-08	1.2927697839741257e-06	-0.000616000165251	-0.000170000116629	2.8900039653907586e-08	3.794562035892593e-07	-8.501958249499449e-07	-6.118774458277725e-08	7.228329407623175e-13	3.743940087127187e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
782.0338167491366	2.230882766004015	4.976837915653725	611576.8905392222	771.2449758039202	10.457076023646778	594818.8127027894	109.3504389643283	586.0653065751823	0.4740879951129955	0.2247594271102596	343472.5435710624	589.9692380276563	697.7093500187015	0.534066	19.690454	0.0390481393620721	0.0188120616412426	0.0021042065	-0.0084747842	-0.0071462699	0.0149227877	-0.0071406183	0.0078020212	0.02498823	0.0189832689	0.0244178926	-0.0004732723	-0.0027340734	-0.0068708448	-0.0069313937	0.0115080985	-0.0068094136	-0.0011772507	-0.0080780803	0.0084728589	-0.0045899897	0.0340730568	0.0193775665	-0.0286129133	0.0297091268	-0.0312533031	0.003298248	0.0086231287	-0.0851475879	-0.0053910038	-0.0018597332	-0.0027123642	0.0050557792	-0.0065774446	0.0069751717	-0.0114708181	0.0133911017	-0.0034986979	-0.007135594	-0.0124532219	0.008758824	-0.0274504828	0.0203163827	0.0518217299	-0.0125477196	0.0306652634	-0.0228150265	-0.0599255799	0.0597187468	0.0385539083	0.0008043529	0.0013799865	0.0070414183	-0.0005179961	0.0121981467	-0.0028078221	0.0052723258	-0.0016102655	-0.0042558631	0.0011381763	0.0045674236	-0.0005142248	0.0023362249	-0.0071377551	0.0146095678	-0.0020383634	-0.0012658684	-0.0067956622	-0.0193394186	0.0125903798	-0.0157808074	-0.0051882206	-0.0203101817	0.0008026144	0.1111618695	0.1050397497	0.0950847397	0.0816600968	0.0652556849	0.0156122347442817	-0.0074808337159311	5.596287308541152e-05	0.0002437418737105	-0.0048935258444657	-0.0148335569295738	0.0002200344111829	2.394659519045374e-05	0.0422280600750468	0.0047791141759035	2.28399323063218e-05	0.0017832090577017	-0.0009970003326755	0.0001400000120799	1.960000338240012e-08	9.940096633550575e-07	-0.0005169999578784	9.900020737259992e-05	9.801041059817784e-09	2.6728895644626744e-07	-7.57724464273829e-07	9.247136067611593e-08	5.741463637590611e-13	8.550952545292319e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
