global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
929.225014445338	n/a	n/a	863459.1274709387	1027.437126663813	n/a	n/a	1055627.049247192	651.8519046083371	n/a	424910.9055415167	n/a	657.3473848919535	908.5679068634475	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0155392964956462	n/a	n/a	0.0002414697355796	0.0215357261706259	n/a	n/a	0.0004637875016961	-0.0167213897197058	n/a	n/a	0.0002796048741582	0.0006529339199731	n/a	n/a	4.263227038514386e-07	0.0005940722021173	n/a	3.529217813284981e-07	n/a	0.0002218060967742	n/a	n/a	4.9197944566205775e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.2633216093254	-10.961692836012617	120.15870983109032	843207.5278129914	1008.978871080844	-18.458255582968945	340.70719916620425	1018038.3622875744	652.5017231287582	0.6498185204210358	425758.49868599855	0.4222641094821842	657.4433040828584	848.4826400107231	1.970284	48.586441	0.4904817494730144	0.283711202392763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0860790625507377	-0.1016183590463839	0.0103262908952797	0.0074096050096138	-0.0001441371063464	-0.0216798632769723	0.0004700164717082	2.0775505425913426e-08	-0.0451390616856741	-0.0284176719659683	0.0008075640799653	0.002037534889863	-0.0010712071568612	-0.0017241410768343	2.9726624528273395e-06	1.1474847729106556e-06	-0.0043082153681206	-0.0049022875702378	1.8560719658110517e-05	2.4032423421309008e-05	0.0003706945533758	0.0001488884566016	2.216777250920653e-08	1.3741445190248386e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919.8213919679698	1.558070358644386	2.4275832424862456	846071.3931218935	1000.283734258576	-8.695136822267955	75.60540435796007	1000567.5490222815	651.5308783456181	-0.9708447831400236	424492.48543781263	0.9425395929501992	656.0982859641755	828.8186948814254	1.268804	31.28821	0.2121925639690452	0.1032323913543046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0961189767433268	-0.010039914192589	0.0001007998769945	0.0092388576901841	-0.0476001229034324	-0.047455985797086	0.0022520705879732	0.0022657717004218	0.0335500993747075	0.0786891610603816	0.0061919840683866	0.0011256091680527	-0.0015380286650891	-0.0004668215082278	2.179223205441713e-07	2.365532174635759e-06	-0.0049830173444627	-0.0006748019763421	2.4830461855216097e-05	4.553577072752042e-07	-7.83202043397064e-06	-0.0003785265738097	1.4328236708016376e-07	6.134054407813364e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
929.9611193081486	10.139727340178752	102.81407053316846	864827.6834248645	1005.4129016556928	5.129167397116817	26.3083581876461	1010855.10281572	651.6938849317	0.1630065860819058	424704.9196573719	0.0265711471060777	655.9702666671785	867.160623600172	1.295689	31.951183	0.1290201230785607	0.0846259916240385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.095886772686299	0.0002322040570277	5.391872410016928e-08	0.0091942731761939	-0.051435568385429	-0.0038354454819966	1.4710642045368148e-05	0.0026456176951321	-0.0416158235267118	-0.0751659229014193	0.0056499159656221	0.0017318767678064	-0.0011190257769776	0.0004190028881115	1.7556342024577827e-07	1.2522186895403212e-06	-0.0055580232518317	-0.000575005907369	3.089162246790183e-05	3.3063179350924725e-07	-6.109803152129457e-06	1.7222172818411822e-06	2.9660323658724297e-12	3.732969455777105e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
934.4380097559992	4.476890447850678	20.042548082056648	873174.394076753	1013.288474851768	7.875573196075152	62.02465316673738	1026753.533267422	652.3578537215901	0.6639687898900775	425570.76931223954	0.4408545539480938	656.2922787978836	885.4802343354709	1.033294	25.480616	0.1135713697810963	0.0548068915751022	-0.0014839872	-0.1490431926	0.0968713076	-0.0459433829	0.1309118629	0.0307303088	-0.0568376893	0.1889146583	-0.0319775289	0.0163364396	-0.1025647011	0.1355828112	-0.0254365689	-0.003073509	0.0082793399	-0.0385472331	0.1026173499	-0.1228186074	0.0046270396	-0.0325393829	0.047962657	-0.1694214425	0.0303243454	-0.1365069934	0.0702233793	-0.0833113979	0.0072488531	-0.0289313713	0.0080056534	-0.0074106408	0.1697281917	-0.0151941875	0.1324273232	-0.0503798828	0.0136890572	-0.0957196348	0.0695991891	-0.0821634163	0.0335412463	-0.0496880782	0.0314431162	-0.1364982016	0.0701383023	0.0003221137	0.0039022067	0.1888609526	-0.1063045589	0.002114565	0.0385475714	-0.0107694646	-0.1267046915	0.0903759236	-0.0927863405	-0.0859407406	-0.030315242	-0.0186092468	0.0024359442	-0.0329759933	0.1466600169	-0.1051566247	0.0153819482	-0.0387043906	0.0327238551	-0.1782446344	0.0378279343	-0.1196240925	0.0913131591	-0.071799054	-0.0492025985	0.096585068	-0.0286526198	0.1288546337	-0.0212196719	0.0470605439	-0.0246452093	0.0448851614	-0.0847533906	0.0132642268	-0.0069854279	0.0195858049	-0.0748356584	0.0345520086	-0.1606245193	0.0259000661	0.0210923877	-0.0408708787	-0.1220833977	0.1151494387	-0.1663894139	-0.0520901105	0.0347592404	0.0366234525	-0.1097953046	-0.0242970047	0.1958189896	-0.0108752716	-0.0764343671	0.0374377373	-0.0929909028	0.0816284154	-0.0214077068	0.0707845981	-0.009414549	0.0237085276	-0.0721439133	0.1079158897	-0.0611303624	0.0339295008	-0.028480545	0.1891577785	-0.2063707484	0.055605548	-0.1379465168	0.0516492858	-0.039165535	0.0746179524	-0.0239786815	-0.0335796864	0.0758442246	0.1147017419	0.1146833673	0.1146527451	0.1146098787	0.0	0.0	0.0	0.0	-0.0839057058067993	0.0119810668794996	0.000143545963571	0.0070401674669371	-0.078394002351402	-0.0269584339659729	0.0007267571618977	0.0061456196046716	-0.011438361647194	0.0301774618795178	0.0009106792054897	0.0001308361171719	-0.0013420349564417	-0.000223009179464	4.9733094125251155e-08	1.8010578243114753e-06	-0.0062220369065619	-0.0006640136547301	3.871374326661837e-05	4.409141336681566e-07	-8.175110079948e-06	-2.065306927818544e-06	4.265492706095271e-12	6.683242481926741e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
940.1408273438852	5.702817587885988	32.52212844070176	883864.775238845	1027.5264041749392	14.237929323171215	202.71863141161876	1055810.5112766805	654.7386836505561	2.380829928966022	428682.74386846303	5.6683511506603566	658.3397834245549	907.400740036066	1.086193	26.785089	0.166741764699578	0.0918426061322402	0.0210088431	-0.0328233099	0.0083524801	0.0095979398	0.0068500574	-0.0289127152	-0.0167030765	0.000342728	0.0455182363	0.0108777591	-0.0495955556	-0.008478153	-0.010579254	0.0064017167	-0.0119653916	-0.0087485924	0.0088421549	-0.071468431	0.0324974805	0.019963531	-0.1471913204	-0.0614732228	0.0353856212	-0.1212959144	0.0046895995	-0.0104503419	-0.1694440349	-0.0243111242	-0.0782950168	-0.0367930206	0.1066662451	-0.0234272227	-0.0569121091	0.1539359	0.0183244116	0.1917431926	0.0282007726	-0.0920402396	-0.0784414137	0.1914688645	0.0287857452	-0.0181961945	-0.1153343939	0.0333474976	-0.0916729573	-0.0685888995	-0.0132878732	-0.2218056971	-0.0494819897	-0.0390915689	-0.1058781852	-0.0270599915	0.0815392659	0.0631053419	-0.0104800537	0.0088229109	0.01167406	0.0222285284	0.0320802641	-0.0796036335	0.0403385295	-0.0041714078	-0.1393123606	-0.0270282208	0.0203945797	-0.1161770575	0.1041466092	0.0159975744	-0.0550995936	-0.1153032401	-0.1609592031	0.1379977723	-0.0236877088	-0.0221660133	0.0101460087	-0.1819123857	0.0738208467	0.0201856092	0.0111130507	0.0366300863	0.1064197293	0.1808795014	0.1588117013	-0.0756418004	0.0049167876	-0.0640216088	-0.0285382595	-0.1206083586	-0.0898900766	0.0571323953	-0.0275296503	0.1728038419	0.0245622863	-0.0287134715	-0.0059955546	-0.0100038872	-0.0817635495	-0.0099818648	0.0224849017	0.081582815	0.0795787714	0.0074535003	-0.0098983088	0.0567443943	-0.1303435805	0.0016645556	0.0307423923	0.0188502834	-0.0578295081	0.0695075295	-0.1350377831	-0.0160642211	-0.1620457014	0.0634640356	-0.0383048478	0.0336800854	0.0087960725	-0.016791395	0.0198508485	0.1146527451	0.1144874327	0.1142120884	0.113826977	0.0	0.0	0.0	0.0	-0.0748279584007178	0.0090777474060814	8.240549796861938e-05	0.0055992233584195	-0.1011817893510027	-0.0227877869996006	0.0005192832363391	0.0102377544962706	-0.0144681431778224	-0.0030297815306283	9.179576123336966e-06	0.0002093271670139	-0.0017514566629386	-0.0004094217064969	1.6762613375083385e-07	3.0676004421520168e-06	-0.0077791689060138	-0.0015571319994519	6.051546886829194e-05	2.424660063717073e-06	0.0006622001592366	0.0006703752693165	4.494030017112342e-07	4.385090508929784e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
941.9339050994612	1.7930777555759505	3.215127837541288	887239.4815759207	1019.4667372514498	-8.05966692348943	64.95823091758959	1039312.4283621166	655.0967241637269	0.3580405131707493	429151.71801004605	0.1281930090715735	658.9114444111668	926.3089832969334	0.959182	23.653063	0.1359400471724062	0.0753302239007295	-0.002843115	-0.001745365	-0.0313616529	0.0568243093	-0.08535952	0.0225102683	0.1042820286	0.044427751	0.0338986267	-0.1048163631	-0.032234837	0.1534508765	0.0001702588	-0.0709525597	-0.0413445968	-0.0085080928	-0.1137637601	-0.043275193	0.0849966037	0.0061428379	-0.0884414718	-0.084050492	0.0802247515	-0.0893884119	-0.0936112605	-0.0686413226	0.0531672983	0.0814720851	0.1061330677	0.003315403	0.0800828408	-0.034172439	0.1264786256	0.0344349618	0.0552558636	0.0291803667	0.0113698694	0.0033283206	-0.044833706	-0.1729301768	0.0103087676	0.073500028	0.0325533129	0.0691535817	-0.0933934113	-0.0798416738	0.0452520553	-0.0164809427	-0.016662053	0.1480220642	-0.0427741781	0.0095231652	-0.0379559163	-0.063356701	0.0017646155	-0.0463994435	0.0478247046	0.0135460938	-0.1120563417	-0.0661348985	0.0620007103	-0.0140790519	-0.0719347358	-0.0741058055	-0.1087670976	-0.1061451272	0.0854678745	0.0181993408	-0.1209009791	0.1052076151	0.0475598859	0.0272787122	-0.0391617831	0.0995906078	-0.0235738238	-0.0473838415	-0.0463393086	0.1069126027	-0.0185658096	0.0447413195	-0.0282379508	-0.0844389712	-0.0311628764	0.0077918989	-0.0339689358	-0.0255157417	0.1230481531	-0.0630868366	-0.0943536632	0.0032582885	0.1115235156	-0.0519994758	-0.056667336	0.0667169024	-0.0675820197	-0.0011141561	-0.0901835265	0.064947366	-0.0095823064	0.0156713621	0.0311132123	0.0008814079	-0.0663336445	0.0296279318	0.0269730299	0.0875995917	-0.0007341455	0.055515539	0.0466363093	0.0194961538	-0.1679198319	-0.0596068655	-0.0417082227	0.0536815507	-0.0679815918	0.0578986659	-0.0358431096	-0.0288566708	0.0109590812	0.1145547726	0.1140958982	0.1133324686	0.1122665217	0.0	0.0	0.0	0.0	-0.0776417308222932	-0.0028137724215753	7.917315240418244e-06	0.0060282383650814	-0.0416825924944674	0.0594991968565352	0.0035401544265727	0.0017374385170598	-0.0527418106938029	-0.0382736675159805	0.0014648736251238	0.0027816985952609	-0.0014649297648191	0.0002865268981195	8.209766334598238e-08	2.146019215852944e-06	-0.0078167886429587	-3.761973694490009e-05	6.110218468868812e-05	1.4152446078034804e-09	0.0002792785867347	-0.0003829215725019	1.4662893068732784e-07	7.799652900853136e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
940.841839817404	-1.092065282057206	1.1926065802746846	885183.3675509976	1031.4806836838238	12.01394643237404	144.33490887995296	1063952.4008128487	654.7560482239455	-0.340675939781363	428705.48268583766	0.1160600959459148	659.226046649699	929.2690823997276	0.903518	22.280405	0.1693934798803692	0.0977282425688132	0.0065045227	0.0117215801	0.0274050564	0.03700796	-0.0716327341	-0.0341697806	0.0446516164	-0.0010983947	-0.136208972	-0.0013585056	0.0729369031	0.1352585197	0.0038320058	-0.0281951002	-0.0164371319	0.0089661093	-0.0774401823	0.0552146321	0.0847611554	-0.0737558718	-0.0455803513	-0.0163800151	-0.0134078098	0.0128320524	0.0183098403	-0.1108619736	-0.0177732001	0.0433206121	0.0828279559	0.1075283786	0.0817453526	-0.0629493276	-0.1019184133	-0.002750112	0.0276963954	-0.0985600455	-0.085360986	-0.0408860744	0.0061545279	0.1523106596	-0.1004048723	-0.0225907876	-0.0189854129	0.0865114928	0.1896870231	0.2294996703	-0.0753491072	0.0064263336	0.1460697305	-0.1101299125	-0.0122567774	-0.0389329267	-0.0485989548	-0.061920668	0.0011054901	-0.0214921508	0.0148743096	-0.0092121318	-0.0952876679	0.0651207601	0.0381520329	-0.0940176211	-0.0215040941	-0.0116541976	0.003154325	-0.0076017039	0.013258543	-0.0841628184	-0.1196772615	0.0359567241	0.0340797414	0.0379798392	-0.0993425384	-0.01149803	0.098046535	0.0233248227	0.01662624	-0.0912416701	0.0708061919	-0.0489399182	0.1657242358	0.0277921223	-0.1403584349	0.0549575058	-0.0321485193	0.1655561806	-0.2069017068	0.1030529505	0.0530754006	0.0105890705	0.0566164094	0.067973609	-0.0447675232	-0.0160020528	0.028879558	-0.0137031416	-0.0818389323	-0.0233855981	-0.01805359	-0.0038589744	0.0177483498	0.0382051898	-0.0425451208	0.007101651	-0.0755205835	0.0485234612	0.0162169304	0.0360069469	0.0182126097	0.0312916384	-0.1411698349	-0.1026589715	-0.0642779485	-0.0319744395	-0.030835574	0.1186147599	0.0820232376	-0.0696839086	-0.0361141916	0.1144078661	0.1135094328	0.1120172664	0.1099391721	0.0	0.0	0.0	0.0	-0.0855665380548487	-0.0079248072325555	6.28025696731641e-05	0.0073216324346918	-0.1277666544235529	-0.0860840619290854	0.0074104657182106	0.0163243179825875	-0.0153132988443047	0.0374285118494982	0.001400893499268	0.0002344971214949	-0.0017689168004957	-0.0003039870356766	9.240811785944652e-08	3.129066647075944e-06	-0.0078891694106897	-7.238076773100066e-05	6.223899399056208e-05	5.238975537329066e-09	0.0006620327607117	0.000382754173977	1.465007576968156e-07	4.382873762555551e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
937.2197518662058	-3.622087951198182	13.119521126215044	878380.8632881524	1032.5141540729005	1.0334703890766832	1.068061045098311	1066085.4783608774	653.1936560641514	-1.5623921597941717	426661.95232245285	2.4410692609862963	657.471976895161	911.936065187316	0.94969	23.418989	0.1812363171796356	0.0889600320610906	0.031985547	-0.0610431174	-0.0140049642	0.0058060261	-0.0186488907	-0.0672115342	0.024643416	0.0087034591	-0.0330628249	0.1091665011	-0.0021388649	0.0109165863	-0.0099482572	0.0272121556	-0.0237245063	0.0363383455	0.0363534876	-0.0009204222	0.0527682522	-0.1722486076	-0.0488787347	0.025043484	0.0261341673	-0.037375448	0.1002475122	-0.0490558396	0.0689769162	0.04058234	-0.1091208695	0.1477161176	0.0758329931	-0.0001327461	0.0018018258	-0.0030089376	-0.0222266487	0.0590168784	0.1567715358	-0.0449551854	-0.0524317828	0.0990640185	-0.1484043579	-0.0970945661	-0.1003679441	0.0291884262	-0.0704502329	-0.135812835	-0.0303376912	0.0065701014	0.1167137405	0.0172435565	0.1077413187	-0.0626744538	0.0200509493	0.1814068758	-0.0079625195	0.0162193322	0.0081148648	0.0284766004	0.0381052656	0.0484458104	0.0158085331	-0.1785503319	-0.0286259269	0.0484624124	0.0467529037	-0.0698736162	0.0084868935	-0.0525932197	0.1008713931	-0.0248116484	0.0532906279	0.1259184371	-0.1299713424	0.0244226665	-0.0546416796	-0.0072014722	0.0833747897	0.0502454639	-0.120817917	0.0182232148	0.1598813998	0.1594760276	-0.0016070216	0.0572016618	0.0528526589	-0.0326405924	-0.0613249094	-0.1072466234	-0.0281254241	-0.2114934678	-0.0122056558	-0.0160936444	0.0770296667	-0.0958547683	-0.0780327147	-0.0095894496	-0.063332085	0.022157801	0.0026451319	0.1382303782	0.0833951591	0.0539353407	0.0101432588	-0.0110245976	-0.0866973451	0.0296588098	0.0029686226	-0.0112698285	0.0387165861	0.0531320643	-0.0758292975	-0.0696964496	-0.0954180404	0.0608929581	-0.01205523	0.1174376097	-0.0901420074	-0.1723423556	-0.0447846468	0.1142120884	0.1127290384	0.1102715368	0.1068608266	0.0	0.0	0.0	0.0	-0.0819937539464632	0.0035727841083855	1.2764786285132004e-05	0.0067229756862331	-0.1075577679419836	0.0202088864815692	0.0004083990928249	0.0115686734446615	0.0097962674011711	0.0251095662454758	0.0006304903170359	9.596685499524758e-05	-0.0013609326319054	0.0004079841685903	1.6645108182031836e-07	1.852137628584959e-06	-0.0066642001073631	0.0012249693033266	4.441156307097835e-05	1.5005497940924584e-06	0.0016759808956789	0.0010139481349672	1.028090820403463e-06	2.808911962680648e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
937.9344294450076	0.7146775788017976	0.5107640416419996	879720.993938332	1019.3296438544858	-13.184510218414744	173.8313096994828	1039032.9228405128	652.100578508127	-1.0930775560243546	425235.1644906339	1.194818543484176	656.1340936414787	910.20208841545	0.922572	22.750271	0.1279014974663667	0.0625836010327713	0.0059528547	-0.0662113035	0.0253759039	0.0654491841	-0.0047133141	0.027908309	0.0573591981	0.1028182858	0.0101982857	-0.0408068178	0.0049990686	0.1327858983	0.0174567423	0.0071705187	-0.0605960162	0.0254383585	0.1405405638	-0.0614796101	-0.0164386799	-0.0257046742	-0.0424283474	-0.1153392447	0.058195466	0.0242330332	-0.0235535838	0.0434118643	0.0007406994	-0.0292722115	0.1016476119	0.0257841457	0.0997956163	0.1167937612	0.0340729158	-0.0809215979	0.021755443	0.045794113	-0.0463631693	-0.1146021533	-0.1530110237	-0.12012487	0.0516206917	0.0713627496	-0.0126947712	0.0282053364	0.0838271266	-0.1012975644	0.0249495379	0.0068377978	-0.1181202732	-0.0437558501	-0.054513852	0.1096685385	0.1320500398	0.0106951682	0.0196188151	-0.014014821	0.0619851693	0.0213313958	0.1468132594	-0.0195902957	0.0088629847	-0.0227781895	-0.0662208566	-0.0989444313	-0.0343982648	-0.0349772505	-0.053599305	0.0494531914	-0.0385167991	0.0997572717	-0.0122423606	0.0222361011	-0.0584003326	-0.0519979497	-0.1081055096	0.1127804224	-0.0242896615	-0.0052154123	-0.0083135307	0.2030067021	0.0196069099	-0.048704955	-0.0035629908	-0.0417498271	-0.0580815872	0.0191102282	0.0272334501	-0.0104960544	0.0103078799	0.1543734234	-0.031090273	-0.0914810236	-0.0039792769	0.1241607772	0.0447759893	-0.0056453028	-0.064964624	0.0694265214	-0.0602089001	0.044851333	-0.0039924482	0.0318305881	-0.0691560464	-0.0125844101	-0.0222141596	0.1173137391	-0.0557451231	-0.0225886121	0.0461390067	0.0989945445	-0.1247820944	-0.0149973344	-0.0446521122	0.0440554027	-0.1084617518	0.049311976	-0.0112537606	-0.0850979823	-0.0406302277	0.1139675232	0.1117560484	0.1081019891	0.1030525132	0.0	0.0	0.0	0.0	-0.0762154794787193	0.0057782744677438	3.338845582458104e-05	0.005808799312171	-0.0853453096778906	0.022212458264093	0.000493393302134	0.007283821884015	-0.0323582974146887	-0.0421545648158598	0.0017770073348145	0.0010470594115774	-0.0012501235193004	0.000110809112605	1.2278659436307592e-08	1.562808813508017e-06	-0.0070021703759517	-0.0003379702685886	4.9030389973855566e-05	1.142239024498505e-07	0.0009696362784991	-0.0007063446171798	4.989227182188782e-07	9.401945125815844e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
