global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
810.2734107801938	n/a	656543.0002173687	n/a	674.1662323996425	n/a	n/a	454500.1089079288	603.2702946244164	n/a	n/a	363935.0483762301	602.4046420992156	718.3406083118098	n/a	n/a	n/a	n/a	-0.0608011607	0.0605099215	-0.0364318515	0.1422330981	-0.0787397388	0.1704214415	-0.1505624006	0.1060714589	-0.1052181945	0.0687676054	0.1040283921	-0.0068222193	0.0853682041	0.073140428	-0.0309599188	0.0424829761	-0.1636789497	0.0729057836	-0.0563635219	0.0401471907	-0.1119470328	0.0182145038	-0.1371915738	0.043782888	-0.0225490272	0.1239203099	-0.0463503207	0.1239174852	-0.0164874296	0.003746408	-0.0398174116	0.1170475504	-0.136048731	0.0734688771	-0.04501126	0.0691484131	-0.1073965965	0.0497496309	-0.0900599194	-0.0044015842	-0.0560437489	0.0501316	0.0319641309	0.2002425319	-0.115803038	0.0430948235	0.0805626749	-0.1006246885	0.1256014472	-0.0978765534	0.034013768	0.1440761601	-0.0033114292	0.0997536067	-0.1122336169	0.0310882488	-0.0448301852	0.0792811232	-0.0238726993	0.0535599158	-0.0186205193	0.1435622926	-0.001686112	0.0282528349	-0.0141956941	0.0713533043	-0.1166267265	0.0499859927	-0.079618721	0.1188215548	-0.1273530037	0.0778573973	-0.0476367872	0.0842250007	-0.064942023	-0.0100777225	0.0622672503	0.005556989	-0.0806121813	0.0730637736	0.1269865591	-0.0053769594	-0.1511925191	0.1005680587	-0.0605040914	-0.0066935237	0.0332477612	-0.1636785824	0.068594232	-0.0668504977	0.0228683871	-0.0263867568	0.0160103105	-0.1240568476	0.0966173434	-0.1068585402	0.0193378942	-0.1017143671	0.0660818993	-0.1628299465	0.076160116	-0.0951336869	-0.0138102256	0.0535086002	-0.0355118252	0.2002604014	-0.0152547888	0.1043102023	0.1249905877	0.1249623523	0.1249152981	0.124849432	4.591592717417825e-05	n/a	n/a	2.108272368264441e-09	0.0319024160351943	n/a	n/a	0.0010177641488826	-0.0494601964352483	n/a	n/a	0.0024463110314133	0.0004670000109871	n/a	n/a	2.180890102619515e-07	-0.000411999970646	n/a	n/a	1.6974397581230486e-07	9.620199841592609e-08	n/a	9.254824499217844e-15	n/a	0.0	0.0	0.0	0.0
808.8756150445546	-1.3977957356391926	654279.7606137064	1.953832918571112	675.5645433813334	1.3983109816908836	1.9552736015173229	456387.45227402943	603.0639663310435	-0.2063282933728487	0.0425713646461523	363686.14748693	602.41600942023	719.6134055180892	1.103632	23.128164	0.0507472399067042	0.0297798075895912	-0.0272236215	0.0530028987	-0.0955598504	-0.0817168204	-0.0577340532	-0.0475321718	-0.1748682696	0.0929172087	0.1103712218	-0.0131399849	0.0659633794	0.010839214	-0.0342639539	0.0711297645	-0.0005539114	0.0955557068	-0.0797362409	-0.0351145744	0.1136220286	-0.0138764713	-0.0244387426	0.1695966769	-0.0286184877	-0.0036173406	-0.0986798018	0.0136380479	-0.0234173318	-0.0018992384	-0.0920136313	0.0626611015	-0.0311656139	0.0395707035	0.0188590151	0.0338767236	-0.0302859452	-0.1709110415	0.0663772248	-0.0475735414	0.0044108095	0.0826521108	-0.0654212052	-0.0174088137	0.0190591015	0.0809607225	0.0665038571	-0.0479230385	-0.0468041482	-0.0583706978	0.0067916543	-0.0120196529	-0.0813991655	0.1138915663	0.005488193	0.0927334423	0.0619213796	-0.0997012565	0.0116564344	-0.0298582139	-0.0466423466	0.146738215	-0.0570290551	0.0291330772	-0.0034176661	0.0119024333	0.0587546523	0.1053217648	-0.0594170666	0.0225205794	0.0090566082	0.0212164524	0.0590266821	0.061847652	-0.1024607411	-0.0682705939	0.0061037137	0.108678876	0.0036758347	0.0071449382	-0.0474630323	0.071252115	0.0028527648	0.016059393	0.136555659	-0.0957567967	-0.060086794	0.0389790915	0.1394046124	-0.0500904188	0.0051248378	-0.0658525014	0.1170994582	-0.0497429701	-0.0120758836	-0.1333699587	0.0763997325	-0.0757936888	-0.0283658125	-0.0651656524	-0.0821325184	-0.0441897565	-0.1197673132	-0.0295788592	-0.0747251227	0.1944864429	-0.0755490625	0.1229453496	0.0779875648	0.1673388807	0.1249152981	0.1246613071	0.1242383713	0.1236470637	1.2295904738834906e-05	-3.3620022435343344e-05	1.1303059085529898e-09	1.5118927334650269e-10	0.0547298137996676	0.0228273977644732	0.0005210900886974	0.0029953525185462	-0.0314245999418716	0.0180355964933767	0.0003252827408719	0.0009875054815066	0.000553999996064	8.699998507689997e-05	7.568997403380818e-09	3.06915995638912e-07	-0.0003019999911932	0.0001099999794528	1.2099995479616424e-08	9.120399468069289e-08	8.365399973886456e-08	-1.2547998677061526e-08	6.9979916723099524e-15	1.574522707995378e-16	0.0	0.0	0.0	0.0
807.3948778656489	-1.480737178905656	651886.4888036861	2.192582592993481	675.1312440186739	-0.4332993626594543	0.1877483376810893	455802.1966502022	602.9026692427711	-0.161297088272363	0.0260167506851424	363491.6285800583	602.3910496794148	706.9278246273816	0.976247	20.458628	0.0424050086356786	0.0224622375093039	-0.0499527591	0.0633649699	-0.0405961747	-0.0287687597	-0.0373202907	-0.0597224519	-0.0785851711	0.0721071769	0.0354667955	-0.0622938805	0.0631183359	0.044243258	-0.0394369504	0.0378808852	-0.0377439201	0.0350508316	-0.0292425421	-0.0296154935	0.0294121188	-0.2010336921	0.0686186705	-0.071430966	-0.01102177	-0.0172985381	0.0640393811	-0.0586746041	-0.0241013789	-0.057164657	-0.0873182972	0.04219122	-0.1404788371	0.0733924025	-0.1195437007	0.0638718525	-0.1497638501	0.088907207	0.1420784352	0.0364191675	0.045346032	0.134131807	0.1653779287	0.0053316683	0.0786281369	0.0468151801	-0.1382442928	-0.0225860161	-0.1103861851	-0.0636946191	-0.0447942503	-0.0062733175	-0.0234117773	0.0453667152	0.0324208525	0.078054591	0.0074247947	-0.1139282446	-0.1659272763	-0.0929644973	0.0856653609	0.0095991212	0.0948132684	-0.0385200137	-0.0099990478	-0.0083243374	-0.0829984497	-0.1661574189	-0.0767340051	0.1031447826	0.0907663963	0.135085172	-0.1017527922	-0.0368216377	-0.0215559715	0.0400947063	0.1477105028	0.026740035	-0.0135604383	-0.019273486	-0.0366100412	-0.0077156721	0.0007071969	0.0512375729	-0.0254070971	0.1644289261	-0.0670318611	0.0957698512	0.1292078695	0.0394907346	-0.1081768292	-0.0437838267	0.03881539	-0.050751529	0.0918789533	-0.1059991157	0.0736691682	-0.0856185144	-0.1455821264	-0.1430994152	-0.0737801371	-0.0430928931	-0.0977898076	-0.0064714782	-0.0381154258	0.2537211727	0.0209148378	0.006264485	0.0848954696	-0.0813357018	0.1247647641	0.1240599418	0.1228881859	0.1212539066	6.433206024780702e-06	-5.862698714054204e-06	3.437123621177282e-11	4.1386139757274725e-11	0.0480623320350446	-0.006667481764623	4.4455313081580233e-05	0.0023099877606468	-0.0493576667468005	-0.0179330668049289	0.00032159488503	0.0024361792666882	0.0003300057618534	-0.0002239942342105	5.017341695959311e-08	1.0890380285644297e-07	-0.0004029948613795	-0.0001009948701863	1.0199963803947588e-08	1.6240485829828246e-07	3.1066496951093425e-05	3.098284295135456e-05	9.65127232812297e-10	9.59936557348301e-10	0.0	0.0	0.0	0.0
811.5341626448095	4.139284779160562	658587.6971396122	17.1336784829903	688.2174834012985	13.086239382624626	171.24966117935577	473643.3044592166	602.5079724121093	-0.3946968306618146	0.1557855881344811	363015.8568201511	602.137873367027	717.8717114854445	1.155239	24.209654	0.0388845593370685	0.019716722759819	-0.0341629466	0.0715730368	0.1975663182	0.0289676984	0.1818369629	0.0258492736	-0.1056044055	0.0318417146	0.0033994154	-0.0558067361	0.0616944085	-0.0074504649	0.0453649934	0.0553368445	-0.0011271229	-0.1055231489	-0.0045917468	0.0346935913	0.065119886	-0.0389881631	0.0741030989	0.0023787991	-0.0254081003	-0.0514142021	0.0090185114	-0.0081407947	-0.0090375853	0.1611150459	-0.030492163	0.1313351391	-0.0345892065	-0.0515228406	-0.0320860649	0.035424082	-0.139661646	0.0486338823	0.0794764004	0.0595793159	0.0080680503	0.0176394935	-0.082367754	0.1141192171	-0.0370630831	0.0227354903	0.0355095864	0.1156547451	-0.0404181498	-0.0707558357	0.0401210742	-0.0489913912	0.0912713049	-0.0515002365	-0.0328697925	0.062283889	0.0230428492	-0.0584039882	-0.0026670827	-0.1120044739	0.0844700159	0.0528431354	0.0715342976	0.0417620721	-0.0023294575	-0.0330818417	-0.0788579211	0.0385050434	-0.0967701842	0.091133565	0.0230601908	0.0183686948	-0.0327908241	-0.1045121585	-0.1012921342	0.1228573006	0.0365053658	0.025446468	-0.0825058989	-0.0106033963	-0.0350750347	0.0649107807	0.0275142016	-0.1780661902	-0.0257970204	0.1230204528	-0.072892767	0.0987176382	-0.0332156733	-0.0204054399	-0.1768593354	0.0582896493	0.0161555609	-0.0745861828	0.1774431333	-0.1083505266	0.0104440671	-0.126103909	0.0451388652	-0.0852244696	-0.0025411016	-0.1034998507	0.0119776386	-0.0429586706	-0.0490665919	0.0695440706	0.0142158948	0.0677469729	-0.0076957239	-0.0401218758	0.1245390765	0.1231597053	0.1208720589	0.1176930081	0.0077594205384343	0.0077529873324095	6.010881257650248e-05	6.020860709227605e-05	0.0497950649595395	0.0017327329244949	3.002363387628666e-06	0.0024795484943247	-0.0612582982271732	-0.0119006314803727	0.0001416250296316	0.0037525791016892	0.0003090068976924	-2.099886416100002e-05	4.4095229605213104e-10	9.548526282148137e-08	-0.000140984862158	0.0002620099992215	6.864923969205044e-08	1.9876731357710262e-08	9.80217855644226e-05	6.695528861332917e-05	9.608270445237648e-09	4.483010673294207e-09	0.0	0.0	0.0	0.0
809.1968590136595	-2.3373036311500077	654799.5566375724	5.462988264187009	682.8273053616285	-5.390178039669991	29.054019299340624	466253.1289474227	602.3337150065104	-0.1742574055989507	0.0303656434060772	362805.9042335441	602.157976232929	715.8920812730184	1.055909	22.128061	0.0537922164748113	0.0311870900587164	-0.0427907587	0.0807746766	0.0602894254	-0.1062310122	0.1086561031	-0.0421843962	-0.06935673	-0.0127470303	0.0034128788	-0.0234690851	0.0675725292	0.0032656091	-0.0130159928	0.0456826692	-0.010100711	-0.1249589787	0.0649010936	0.0302148161	0.0566790504	-0.1464603388	0.0516966308	-0.0254901831	-0.0077017964	0.1205048655	-0.1224349621	0.0397238737	-0.0586485627	-0.131288263	-0.0758032964	0.0281161573	-0.0087444212	-0.1144193963	0.0105909065	0.0023565821	0.0366562054	-0.0130242385	0.0736146212	0.1019904527	-0.0303989633	0.0115231544	-0.1394108335	-0.2082689179	-0.0368685868	0.0816993816	0.2753968239	0.0004774499	-0.0487460445	-0.0685431714	-0.0670383592	0.0117133332	0.0492139898	-0.110579408	-0.0361501522	0.0231353488	-0.0473912397	-0.1105949001	-0.1296430446	-0.0456062337	0.1014674282	0.0269917372	-0.1218396862	-0.0310159864	-0.1052239442	0.0146621976	0.1504652954	-0.0672612105	0.0033898977	0.0036695759	0.0105250014	0.1293083777	0.0667390035	0.0126834775	-0.0248923771	0.0607046824	0.0816887206	0.2158501631	0.0064991616	-0.0426012971	0.0718692519	0.1741893227	-0.0149847944	-0.0810467716	0.0288631695	-0.1375333273	-0.0791033018	0.1220017011	-0.0361899936	0.0923926301	-0.0471403516	0.026656653	0.1008644146	-0.0637773235	0.056741579	-0.1340521053	-0.0650392257	-0.0434145185	0.0671591608	0.0575590033	-0.049861987	-0.0995130941	-0.1263199158	-0.0610646132	-0.0986479873	0.0744304064	0.0224898454	-0.0345094208	-0.1429041775	0.0785748289	0.1242383713	0.1219627663	0.1182009157	0.1129986616	0.0099772134877866	0.0022177929493522	4.918605566196772e-06	9.954478898087084e-05	0.047481692338323	-0.0023133726212165	5.351692884594113e-06	0.0022545111073111	-0.0327969773026524	0.0284613209245208	0.0008100467887685	0.0010756417201906	0.0002699965939588	-3.901030373359998e-05	1.5218037973877244e-09	7.289816074935311e-08	-0.0004030017766047	-0.0002620169144467	6.865286345616932e-08	1.624104319465445e-07	-1.6945595849712677e-05	-0.0001149673814141	2.871532187017995e-10	1.3217498789223256e-08	0.0	0.0	0.0	0.0
806.7992357468983	-2.3976232667612294	650925.0068017791	5.748597329314789	677.3962254375219	-5.431079924106598	29.49662914203373	458865.6462370021	602.8054192062904	0.4717041997799924	0.222504852090083	363374.3734244715	602.46927209548	707.2210574477024	1.032079	21.628662	0.0909262361547447	0.0520075618590306	-0.0372299944	0.0498935015	0.113439538	-0.0979103566	0.0676582531	-0.0878626037	0.0307282186	-0.0045442442	-0.0311809409	0.002024646	0.0623147355	0.0773744956	-0.0522185933	-0.0269503591	-0.0271344616	-0.0285444472	0.113184925	0.0711894486	-0.0028064607	-0.0947248988	0.0477682518	-0.0062294387	0.0318228417	0.1016882249	-0.0452455939	-0.0061465086	-0.1022742513	-0.0553235618	-0.0009647232	0.0010841396	-0.0070972868	-0.0769953191	0.038620747	-0.0330801653	-0.0255968089	0.0957510976	0.0677835993	0.012156654	0.0263253663	0.0721965944	-0.003142062	0.048946967	-0.104100348	-0.0206402744	0.160487905	-0.0362093304	-0.1245853332	-0.05972689	-0.1207833688	0.0076162319	-0.0253783343	-0.0701977538	0.0359550444	-0.0326320774	-0.0737156109	-0.0583483324	-0.0630590569	-0.0532553484	0.0635774205	0.0467144007	-0.0347221116	-0.0991711591	-0.1372823746	-0.0157943285	-0.0127680746	-0.0638013636	0.0322494893	0.0250096102	-0.0272835204	0.0105780117	0.0559455416	-0.1150249726	-0.0609222247	-0.0063889215	0.1376160728	-0.0209124541	-0.0296545574	0.0078831169	0.0842753642	0.0202710975	-0.1194704738	-0.1734779672	0.0221434041	-0.0711899761	-0.0721522761	0.0392250857	-0.1204617458	0.0332726538	-0.0436448449	0.0271069502	0.0538501136	-0.0294935002	0.102013092	-0.0577984616	0.0224362725	0.0067601741	-0.126115118	0.051925168	0.0196763542	0.0283776743	-0.0760810503	-0.0968285386	0.128694654	0.0200546685	0.1075286746	0.10587504	-0.0748916111	-0.0536751773	0.1238628294	0.1204720082	0.1148892315	0.1072160763	0.0100745964129487	9.738292516209972e-05	9.483434113127115e-09	0.0001014974928837	0.0078554526109826	-0.0396262397273404	0.0015702388749286	6.170813572339335e-05	-0.016398140492754	0.0163988368098984	0.0002689218487176	0.00026889901162	0.0003620054992146	9.20089052558e-05	8.465638646370777e-09	1.3104798146161176e-07	0.0001379855221936	0.0005409872987983	2.9266725746108105e-07	1.904000433504048e-08	-8.002492564249008e-05	-6.307932979277741e-05	6.403988724086067e-09	3.9790018471059765e-09	0.0	0.0	0.0	0.0
810.6074014687204	3.808165721822093	657084.3593158711	14.50212616486078	679.6501154899597	2.2538900524377823	5.080020368477989	461924.2794855156	602.9894733437725	0.1840541374821214	0.0338759255242876	363596.3049634001	602.227515079357	713.3362955041567	1.206893	25.292143	0.0733182350451029	0.0442799064383911	-0.0741325148	0.1063982623	0.0962034816	0.14447412	0.0726888395	0.1216758342	-0.1091791422	0.0767376157	-0.0601937348	0.2001361693	0.0986149562	-0.0679942395	0.123427117	0.0159422227	0.0080480288	0.0016360763	-0.0539104002	0.0615151382	-0.0835435817	-0.009169817	0.0462626199	-0.0083520848	-0.1845796573	0.0168017105	0.1150518189	0.006856994	-0.0074615177	-0.0356436607	0.1535249872	-0.0258663524	0.0021761939	0.0630792807	-0.1181270755	0.021121314	0.1007300134	0.0274785077	0.0049913549	-0.1338834236	0.1880364521	-0.0466495476	0.0667458967	0.0034165774	0.1083977192	-0.0271964862	0.0066113605	-0.1097740731	-0.0603876956	-0.0987416297	0.1755921506	-0.0715679274	0.0370119467	0.0511434422	0.0008429962	-0.0082135972	-0.0984165726	0.0550224707	-0.0742545582	0.0215333696	0.1033735851	0.0168774882	0.1170893143	0.1069000049	0.0170412612	0.0152506737	-0.0660996125	0.0285599071	0.1684377639	-0.0409543013	-0.0394264036	0.0551247689	-0.1300525069	0.013485034	0.1661098808	-0.1084738701	0.0633630518	-0.039683328	0.0136229668	-0.1332259687	-0.0102479884	-0.1544491388	0.0172155402	-0.0052240182	0.0308906485	-0.0289444097	-0.0703756762	0.0568449861	-0.0679254082	-0.1472348814	0.0310603002	-0.020178839	-0.0930431126	-0.0422513399	0.1194519984	-0.0444193357	0.156897054	-0.0543256417	-0.047603316	-0.0921683517	0.0762165441	-0.0450751115	0.154383092	0.0099393262	0.0945158697	-0.1165501785	-0.0122473928	0.0033504057	0.0804030174	-0.0766359533	0.1234126773	0.1186910226	0.1109549526	0.1004009414	0.0100969764736902	2.2380060741501034e-05	5.008671187932759e-10	0.0001019489339102	0.0077331100284112	-0.0001223425825714	1.4967707510239847e-08	5.9800990711513874e-05	-0.0494213801565166	-0.0330232396637625	0.0010905343578903	0.0024424728165749	-0.0001400065173991	-0.0005020120166137	2.520160648245538e-07	1.960182491422449e-08	-0.0001629944028029	-0.0003009799249965	9.058891525089877e-08	2.656717534507401e-08	-8.00114124921405e-05	1.3513150349579404e-08	6.4018261289874585e-09	1.8260523237033796e-16	0.0	0.0	0.0	0.0
812.7007678425937	2.093366373873323	660482.5380519413	4.382182775263545	686.8758972287178	7.225781738758087	52.21192173616984	471798.4981937561	604.2914640159169	1.3019906721443704	1.6951797103509494	365168.1734825001	603.64082490662	731.2923859562942	1.136883	23.824986	0.0592551505167232	0.0302990375050386	-0.0659943976	0.0730424738	-0.008578317	0.1033967437	0.049127404	0.2543769607	-0.1742437502	-0.0821899256	-0.0048957551	0.053700697	0.120796459	0.000477098	0.1338010423	-0.0612803994	-0.0308853898	-0.0207886704	-0.1382654837	0.0285429161	-0.1106933254	0.1271727284	0.0053789473	-0.034819214	-0.0499177637	0.0353804503	0.0100522379	0.1716682583	-0.0799677984	-0.0138263089	0.1213534281	-0.0136943256	0.0138398129	-0.0443068488	0.0073187903	-0.0386262672	0.0744319312	0.0066219157	0.0534964867	0.0936594371	-0.0551414844	-0.0683142294	0.0581400464	-0.0094305428	-0.02146544	-0.0523859725	-0.0162361075	-0.1677333982	0.0826209626	-0.1210709166	0.1087995762	-0.0905945344	0.0975753943	0.0909140888	0.0173745994	-0.031941695	-0.0820661491	0.1172331135	0.0543285506	0.0655540525	-0.0181175646	-0.0865005255	0.0165680102	0.0604622192	-0.1423562605	0.1065522667	0.0336300068	0.076665702	0.1101846098	-0.1102466894	-0.0007193432	0.0466266011	0.0418020608	0.0049120068	0.0169841522	0.0518418682	0.0162839827	-0.128497555	-0.019295021	0.1315655841	-0.064632629	-0.0700901163	0.0754523981	0.0171476137	0.0021927501	-0.089974914	-0.0595646843	0.0360152408	-0.0309536766	-0.1272952427	0.0911629921	-0.0539288631	-0.0035731595	-0.0571458351	-0.0030868186	-0.1039963957	0.0989049755	-0.0148684441	0.1781447242	0.1180558115	0.091618707	-0.0709372216	-0.0064429536	0.0781246904	0.0118316685	-0.3249243395	0.0695918469	0.0774015006	0.0838466569	0.0129039218	0.1228881859	0.1166240999	0.1064193991	0.0926188907	-0.0021520311359921	-0.0122490076096823	0.000150038187422	4.631238010279448e-06	0.0156977576095584	0.0079646475811472	6.343561109187394e-05	0.0002464195939684	-0.0493764441876294	4.4935968887202526e-05	2.019241299831633e-09	0.002438033240614	6.992305492947124e-05	0.0002099295723285	4.407042533805682e-08	4.8892336106698515e-09	-0.0003000179456986	-0.0001370235428957	1.877545130768975e-08	9.00107677412081e-08	-0.000512989484408	-0.0004329780719158	2.631582111131857e-07	1.874700107599752e-07	0.0	0.0	0.0	0.0
805.3002334127266	-7.400534429867093	648508.465934592	54.76790984764826	679.7618185281754	-7.11407870054245	50.61011575751175	462076.129928732	602.6991699920303	-1.5922940238865522	2.535400258504828	363246.2895090823	602.5736783934228	713.2109753737012	1.301066	27.265665	0.058297632716937	0.0359526549373422	-0.0744812868	0.0356354958	0.0339133675	0.1822402146	0.1142056075	0.1388686577	0.1633836887	0.0189831634	0.016824354	0.0579671788	0.0981132217	0.0205048522	0.0696469989	-0.0451753706	-0.0547066439	-0.0750378712	-0.093582015	0.0323075525	-0.077852473	0.101144611	-0.0932054253	-0.0670741959	0.1207475734	-0.0070155386	-0.0396660208	-0.1366300676	-0.0662667552	0.0067484208	0.04389063	-0.0979955188	-0.0428075931	0.0754315027	0.0636186793	-0.0674424598	0.1136890447	-0.1100415706	-0.1570787253	0.0867758624	0.0765187558	-0.0057596826	-0.0173808646	0.0142239927	-0.1748015993	-0.0011091387	-0.1203360501	-0.0428367726	0.0219023941	-0.0950181789	0.0011871382	-0.0405615585	0.1350730885	0.0352384708	0.0102912106	-0.0112432634	-0.0454611183	0.0930080343	0.084800846	0.0295774742	-0.1144544112	-0.1179164056	-0.124325442	-0.0342320919	-0.0415901749	-0.1213049442	-0.0563422641	0.0019428169	-0.019857198	-0.1815748826	0.0037871286	-0.0464047398	0.0075068856	0.1028929264	-0.1142743984	-0.1709928337	-0.0108988936	-0.0986395745	0.0995262359	-0.0106068983	0.0526023841	0.0511670051	-0.0338717605	0.0197259002	-0.2012681006	-0.0863830424	-0.0501856222	-0.0062626536	-0.0620877345	-0.1633969405	-0.0009875602	0.0389241562	-0.1178723449	-0.0213281114	-0.0841507158	-0.045735214	0.1449228755	0.0914647732	0.1334669269	0.1781408887	0.0311556667	0.1464802709	-0.0359211865	0.1320483085	-0.0336462361	-0.0723473418	-0.0259071924	-0.016733526	-0.024202048	-0.1254762962	0.1222896713	0.1142762195	0.1013071498	0.0839448694	0.0023172959762973	0.0044693271122894	1.9974884836645112e-05	5.369860641763657e-06	0.0181905315032935	0.0024927738937351	6.2139216852872514e-06	0.0003308954363723	-0.0159142699024243	0.033462174285205	0.0011197171078934	0.0002532639865272	4.444272726032167e-05	-2.5480327669149565e-05	6.492470981272289e-10	1.975156006335339e-09	-0.0004030062243622	-0.0001029882786635	1.0606585542091326e-08	1.624140168746759e-07	-0.0002839909422266	0.0002289985421814	8.065085526675205e-08	5.2440332321206426e-08	0.0	0.0	0.0	0.0
805.9948152747785	0.6945818620519049	649627.6422498242	0.4824439630914914	657.0926472134888	-22.669171314686537	513.8913280946069	431770.74702203047	602.4675596039871	-0.2316103880432365	0.0536433718495386	362967.1603751837	602.1165577276254	691.6348544255882	1.25513	26.303011	0.0157932125734116	0.0090405798165192	-0.046373763	0.0173273301	-0.1221805079	0.0127582229	-0.1494763107	-0.017213117	0.1549219059	0.0871872096	0.146608386	0.0625803407	0.0749211672	-0.0180777405	0.085184946	0.0280185672	-0.0305520306	0.0443832811	-0.0650494781	-0.0842095192	-0.0173235762	0.1280195221	-0.0942865934	-0.0669954474	0.0842859128	0.0458581171	0.0024252692	0.1019419091	-0.070590543	0.0411130265	0.1387252471	-0.190359063	-0.0876640215	-0.1353141442	0.0567393499	0.1290250167	-0.0904422305	-0.0851128533	-0.0741426711	0.0016485817	-0.0999684447	0.112400217	0.0491059776	-0.0244265929	0.0353330819	0.0536508584	0.0110433718	0.0947067735	-0.0064651233	-0.0764799558	0.0493386394	-0.0488874621	-0.0157624808	0.0536885691	0.0293999461	0.0173797684	0.0692083439	0.0479664858	0.0330222475	0.1282226756	-0.0626816075	-0.0973920405	-0.0958258604	-0.0341846297	-0.0221570618	0.0096790761	-0.0889279459	-0.0573324808	-0.0101316736	-0.0584874548	-0.2238538119	0.124966935	0.1169018088	-0.0544373319	-0.0776321007	0.0250513623	-0.1822817353	-0.0453373927	0.0951357286	0.0231955248	-0.0559966916	0.0240498513	-0.0740735008	0.050715935	0.0837509416	0.0613970259	-0.0351400752	0.011257954	0.0742267136	-0.076316244	0.0626974132	-0.0216585405	-0.0023228463	-0.005486164	-0.1485632315	0.0334921106	0.0498201815	0.0230138076	-0.1354551534	0.0195337806	0.0131915744	0.16206076	0.0563307499	0.1547603032	0.0075440695	-0.1595078398	0.0090231705	-0.0484049451	-0.168253772	0.0302461994	0.121617494	0.1116530376	0.0956459082	0.0744624131	0.0001844519316165	-0.0021328440446808	4.549023718930354e-06	3.4022515077058e-08	0.0190301767839997	0.0008396452807062	7.050041974121956e-07	0.0003621476284302	-0.0238087024990107	-0.0078944325965863	6.232206602204587e-05	0.0005668543146863	1.9314901924559274e-06	-4.251123706786575e-05	1.8072052770402823e-09	3.730654363553435e-12	-0.0004030003163699	5.9079923000245754e-09	3.4904373017149666e-17	1.624092549942395e-07	-0.0003399996101952	-5.60086679686e-05	1.1559973493288793e-07	3.136970887616879e-09	0.0	0.0	0.0	0.0
