global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
741.0553756653592	n/a	549163.0698025266	n/a	828.6906807309106	n/a	n/a	686728.24433026	550.617273788499	n/a	303179.3821942789	n/a	560.047100538308	784.902380465044	n/a	n/a	n/a	n/a	-0.1696554166	-0.0576107162	-0.0241120092	-0.0180379628	0.0150372195	0.0690293056	-0.0093640555	0.1447022384	-0.034090644	0.0889248692	-0.1367138477	0.0171679463	-0.148899953	-0.0319698964	0.2482302291	-0.0642601353	0.0225566583	-0.1408119116	0.1778716403	-0.0798103896	0.0319594332	-0.0824330769	0.0851180056	-0.0711068302	0.0281527831	-0.0411660512	0.1056388781	-0.0093426501	0.0892629909	-0.0109051449	0.0578948459	-0.0899950163	0.166958864	-0.037624099	0.1713277395	-0.1483184827	0.0342585784	-0.1272969102	0.0087765656	-0.1003528602	0.1167196245	-0.0844283893	-0.0041792007	0.0957265151	-0.0478661678	-0.0117111429	0.0426012114	0.0073381174	-0.1150172854	-0.1447869522	-0.1446687357	0.0588884076	-0.1449446339	0.1502343302	-0.0150935433	0.1845217227	0.16208401	-0.0235634323	0.1044037499	-0.0314926733	0.0654402459	-0.0588156228	0.0112298565	-0.0215894368	-0.0371628391	0.1061315116	-0.0827181607	0.1661334223	-0.0937955352	0.1023100966	-0.0393458362	0.0738862283	-0.1328985349	0.0961323632	-0.1156646361	0.2241630891	-0.0846493907	0.0551208807	-0.0103546938	-0.1114169194	0.076630956	-0.1285146204	-0.0015810878	0.0199921303	0.0002811963	-0.1233038908	0.0283710081	-0.0845664401	0.2171269029	-0.1547970366	0.0690668305	-0.0849880161	-0.0204267333	0.0718816692	-0.0924573385	0.0459676821	-0.038585527	0.051363423	-0.2032871265	0.0155026153	-0.1416777741	0.0759338724	-0.0608326879	0.0450865282	0.1290682459	-0.1394757621	0.0859100416	-0.1782957173	-0.1434987738	0.1132219634	0.1132047441	0.1131760472	0.1131358755	0.1130842333	0.0137010623190718	n/a	0.000187719108671	n/a	0.1492679432028438	n/a	n/a	0.0222809188680074	0.0806684666515025	n/a	0.0065074015119045	n/a	-0.0034548992143463	n/a	1.193632858129068e-05	n/a	-0.0005661598490624	n/a	n/a	3.205369746903596e-07	0.0003810224347053	n/a	n/a	1.451780957487546e-07	0.0	0.0	0.0
741.5329033413286	0.4775276759694407	549871.0467378203	0.2280326813167751	826.1056048240497	-2.5850759068608795	6.682617444232599	682450.4703217089	550.4403109705617	-0.1769628179373512	302984.5359413686	0.0313158389323281	560.3176598048641	783.7683363934497	1.160348	24.833893	0.0440365275909824	0.0253516541549853	-0.1490040818	0.0121700939	0.031901196	-0.1251603104	0.0528531215	0.0094698087	0.0267999308	0.1295315931	-0.0487364351	0.1098053367	-0.1285791868	0.0282432707	-0.1429251871	-0.0135788606	0.2405377099	-0.104851397	0.1522370808	-0.2211156295	0.0701940816	-0.0729575992	-0.0334980215	0.0004056997	-0.0204649438	-0.1578400695	-0.1246170738	-0.0264244614	0.0048239205	0.03597555	0.0259408363	-0.0042617701	0.0268293718	-0.0113235731	-3.71987e-05	0.009114252	0.1122812467	-0.0363015265	0.0085999566	0.0131096564	0.012129171	0.0873110934	0.07003469	-0.0324665952	0.0966398794	0.026526127	-0.0892319752	-0.0032938856	0.0571277902	0.0480065909	-0.0211298671	-0.1365207541	-0.1681463932	0.0460934843	-0.212769121	0.0221843966	-0.1348509361	0.2274556899	0.1211002849	-0.0459700401	0.0128538839	0.0235474688	0.1155245136	0.0127030388	-0.1697662264	-0.0113087229	-0.0062428791	0.0151909006	-0.0268030076	-0.0029976542	-0.0222840783	0.0326174016	-0.015904112	-0.0234290783	-0.063902931	0.0782476344	0.0222619793	-0.0055733754	-0.0228485454	-0.086510948	-0.1156068563	-0.0234441222	0.0614521248	0.0514130193	-0.0836850518	-0.0191063408	-0.0534699138	-0.1348078725	0.0366423416	-0.0629368306	0.3116930399	-0.0883192257	-0.0125041964	-0.0923550498	0.0642466571	0.1051833388	-0.1226856391	0.0313740945	0.0115341992	0.0470148882	-0.125467756	0.1619594249	-0.0437175292	0.0468723228	-0.0542488612	0.0706669069	0.0960440187	0.0334379175	0.040671401	-0.0549542617	-0.0326235742	0.1131760472	0.1130211256	0.1127630801	0.112402146	0.1119386527	0.017764227206058	0.0040631648869862	0.0003155677682284	1.6509308898837587e-05	0.1364492590904831	-0.0128186841123607	0.0001643186623724	0.0186184003063417	0.1014699580206581	0.0208014913691556	0.0102961523807141	0.000432702043181	-0.0033548903519367	0.0001000088624095	1.1255289273517954e-05	1.0001772560462272e-08	-0.0005661860620556	-2.6212993199984345e-08	6.871210125024256e-16	3.205666568660277e-07	0.0004080511037521	2.7028669046800017e-05	7.305489504414452e-10	1.665057032733071e-07	0.0	0.0	0.0
740.2251656440177	-1.3077376973109267	547933.2958527134	1.7101778849680849	827.6647404592275	1.5591356351777677	2.430903928881181	685028.9225994403	549.6644344809891	-0.7758764895725108	302130.9905333056	0.6019843270713624	559.1152697028424	778.6023189397959	1.024565	21.927858	0.0672009380278796	0.0350676341510574	-0.130533191	-0.0043484963	0.0733695668	-0.0923789931	0.029979871	-0.022864632	0.0942605658	0.0584286458	-0.0442728541	0.079959178	-0.1233851384	-0.0361824624	-0.1426602609	-0.0475752683	0.1879292396	-0.1268307363	0.1649544853	-0.1205791011	0.0549965971	-0.050248847	0.0245353978	-0.0236919744	0.0282066913	0.0016871256	-0.1175056003	-0.0438030218	-0.021267556	0.0549307291	-0.0323355487	0.1365484325	-0.0969233908	0.0697884232	-0.0812610132	0.0075119844	-0.0920726225	-0.0569837926	-0.0166802605	-0.0338205978	0.0087201364	0.0542091426	-0.2117540407	0.0597124123	-0.087778348	-0.0867865215	0.1074510724	0.0057139262	-0.1074326143	-0.1222674919	0.060777732	-0.1396745615	-0.079123271	0.0545349731	-0.2359250389	-0.040894509	-0.0653767697	0.1663771759	0.088162684	-0.0172919706	0.0237215181	-0.0564845572	-0.0204583656	-0.0715186704	-0.1337697273	0.0060483119	0.0196422431	-0.0263795622	0.010785081	-0.0762681548	0.0820311296	0.0105273212	0.174119395	-0.0650972283	0.0834009169	-0.1003394909	0.0038190847	-0.0050803583	-0.073192077	0.0286799447	0.0856006815	0.0903651788	-0.1664007218	0.0575194447	0.126431027	0.0317479339	0.0836063155	-0.1222826702	0.0485565412	-0.0541748752	0.2589681238	-0.079410003	-0.0610879478	-0.1271929545	0.0800181932	0.1085420961	-0.0958281242	0.0048978647	0.0865799927	-0.0808566383	-0.0780443472	0.058765873	0.0148454861	-0.019198886	-0.0833823349	0.0129800642	0.0945430943	0.0086754473	0.0511832953	-0.0115233915	0.0322875337	0.1130842333	0.1126541864	0.1119386527	0.1109394454	0.1096590966	0.0255957678300546	0.0078315406239965	0.00065514333081	6.133302854530904e-05	0.113389594679262	-0.0230596644112211	0.0005317481227581	0.0128572001815273	0.1242758245574151	0.0228058665367569	0.0154444805694254	0.0005201075484923	-0.0035638753557649	-0.0002089850038281	1.2701207551428392e-05	4.367473182507276e-08	-0.0005663376880429	-1.516259872999656e-07	2.2990440024689328e-14	3.207383768977771e-07	0.0004689918030547	6.094069930259998e-05	3.7137688314899103e-09	2.199533113324985e-07	0.0	0.0	0.0
740.6517211780751	0.4265555340574565	548564.9720840452	0.1819496236350419	828.4095853995451	0.7448449403176483	0.554793985116801	686262.4411818462	549.8083252177933	0.14389073680411	302289.1944787947	0.0207045441380296	559.241147710125	786.5765159393524	0.932275	19.952654	0.0402018988315693	0.0204064856322015	-0.1015494342	0.0063441806	0.0846836361	-0.0598966428	0.0147736367	-0.0653314221	0.1283559498	0.004604357	-0.0195911501	0.0373563567	-0.1507973154	0.0077066025	-0.1227726845	-0.0635014548	0.1261269733	-0.1771305148	0.1698585091	-0.1174694658	-0.0299075145	-0.0751823678	-0.0236282456	-0.0288670279	0.0751506863	0.0177965726	0.0659108729	0.0280777626	0.0929964766	-0.0495941788	0.0008160438	0.081589248	0.0227520025	-0.0050412886	0.0100229943	-0.1072761683	-0.0166204757	0.0530562522	0.0391085347	0.1423982663	-0.0306311323	-0.0618178596	-0.0025438975	-0.0975647683	0.0172976093	-0.1389765485	-0.1028235167	0.1236209431	-0.1150333886	0.0621819637	0.0387477946	-0.122257157	-0.0151127231	0.0714977735	-0.2435040651	-0.0600321138	-0.0763990343	0.0950573162	0.0700610873	-0.0314733844	0.0336609676	-0.07250232	-0.0342507655	-0.1078688369	0.0366062897	0.019195607	0.0034188863	0.062302228	0.0367557987	0.0364399459	0.0405114202	-0.0272547624	-0.014465406	0.0138973586	-0.0953061279	0.0531681964	0.0993085146	-0.1249381861	0.0525643392	-0.1287027244	0.1346564389	0.0268708529	0.1561071116	0.0134680855	0.0752373446	-0.0894971951	0.0238655975	-0.1142879816	0.0422287471	-0.0437335608	0.2170449153	-0.0746998105	-0.0834769432	-0.0978422362	0.0599280055	0.0898976429	-0.0692014386	-0.0011016114	0.0923520766	-0.1117099235	-0.0291854282	-0.002355363	0.028014735	-0.0111187797	-0.0690117643	-0.023602088	0.0655140901	0.0612028555	0.0536969813	0.0993715808	0.0108022423	0.112946559	0.1121045217	0.1107057733	0.1087572599	0.1062686577	0.0175651401484344	-0.0080306276816202	0.0003085341484341	6.449098096080463e-05	0.1121928445194981	-0.0011967501597639	1.4322109448949366e-06	0.0125872343613762	0.1117352673501699	-0.0125405572072451	0.0124847699698139	0.0001572655750681	-0.0033308799260156	0.0002329954297493	1.1094761081533688e-05	5.428687028406104e-08	-0.0004798643979906	8.647329005229999e-05	7.477629892469204e-09	2.3026984045888093e-07	0.0005182023589119	4.9210555857200056e-05	2.4216788077746068e-09	2.685336847818577e-07	0.0	0.0	0.0
740.5605700384045	-0.0911511396706146	548429.9578956066	0.0083085302632518	827.5111022552886	-0.8984831442564882	0.8072719605130254	684774.6243557627	550.2802481279555	0.4719229101622204	302808.3514797643	0.2227112331359791	559.7848792418645	796.0651154964954	1.200835	25.700401	0.0764145837064553	0.0395772625875198	-0.021087215	0.0031244048	0.0148258825	-0.0602350999	0.0411985445	-0.0106900988	0.131017155	-0.0523032854	-0.0095708433	-0.0327484777	-0.1672125616	-0.1120660357	-0.0389464433	-0.0374824062	-0.0584008374	-0.0752238044	0.0773666889	-0.0446638619	-0.0318661481	-0.0328041463	-0.0438329982	-0.0127982789	-0.0490359487	-0.0286556795	0.0810165064	-0.1085001703	-0.1254658209	-0.0147319282	0.032518167	-0.0065856075	0.0839206729	-0.109034806	0.0210215263	-0.0744038554	-0.0205381798	0.138243811	0.1428148589	0.1332821215	-0.0050881886	0.0225074045	0.0139804403	0.0081678412	0.0132871744	0.0512191977	0.1911899994	-0.0871811768	0.0033370296	-0.0826909295	0.0954582365	-0.0407972802	0.061308392	0.0276184785	-0.0683268476	-0.0716727214	-0.0460408712	-0.0161658964	0.024914237	-0.0343109072	0.0580099322	0.0703423184	0.0437972423	0.0779792314	0.101449193	-0.1536269105	0.0952522835	0.0165251874	-0.066979405	0.006260096	-0.0680439932	-0.1508949034	-0.0990340295	-0.0058860194	-0.0269328291	-0.0201932736	0.0829177703	-0.2482475507	0.0161166969	0.1147943149	0.0106547662	-0.0069036204	-0.0316773249	-0.0294429011	0.0495867217	0.1136909439	-0.0088284515	-0.0639949187	-0.0009998323	-0.0174119182	0.0945130836	-0.0645251272	-0.0910466758	-0.0554506808	-0.0054502786	-0.015003614	0.0215987576	0.0147630188	0.1008919213	-0.0238587747	0.0541079168	-0.1286132234	0.1038327208	-0.0065268426	0.1131345086	-0.0701219191	-0.0694192976	-0.0283327217	-0.1763343039	0.2112214765	-0.0769768842	0.1127630801	0.1113730231	0.1090689406	0.1058697418	0.1018016823	0.0171373661499245	-0.0004277739985098	0.0002936893185565	1.8299059380114722e-07	0.1032855968352777	-0.0089072476842203	7.93390613080496e-05	0.0106679145136195	0.0931002405731931	-0.0186350267769768	0.0086676547947864	0.0003472642229786	-0.0028609837131065	0.000469896212909	8.185227806660656e-06	2.20802450906314e-07	-0.0003991433273948	8.07210705958e-05	6.515891238132127e-09	1.593153958037925e-07	9.992893748183456e-05	-0.00041827342143	1.7495265507481316e-07	9.9857925462484e-09	0.0	0.0	0.0
740.1805393434973	-0.380030694907191	547867.2308228306	0.1444233290716425	829.6842373604383	2.1731351051496404	4.722516185233738	688375.9337243721	550.1675900247948	-0.1126581031606974	302684.37711369066	0.0126918482077663	559.5909730896469	789.6174709200026	1.093287	23.398663	0.0328194723221504	0.016859234041734	-0.0358581854	-0.016364125	-0.0311688802	0.025234804	-0.0114772751	0.1570092204	0.1110264209	-0.0836917383	-0.0239937441	-0.033234531	-0.0112265313	0.0128215435	-0.034097613	-0.0217270559	-0.0895356582	-0.0691631604	0.0267397599	-0.0653525096	0.0500127111	0.0109351696	-0.1049236049	0.1470287003	-0.0370960099	0.0502893479	0.0608169486	-0.0562661692	-0.086474912	-0.0172650726	-0.0138417066	-0.0293952487	0.0446489396	0.0627376726	0.0802583471	0.2385753921	-0.0462605195	0.0219219609	-0.0002985352	-0.0108512162	0.082428662	-0.0677851448	-0.0821289238	-0.0213312188	0.0211412645	0.0757363901	0.0103199559	-0.1285064898	-0.0761098203	-0.0623336906	-0.0041695713	-0.0373634649	0.1164146274	0.0150387857	-0.0201384603	-0.0051325033	-0.0289494887	0.0548714578	0.030070474	-0.0947690896	-0.1175583413	0.0601239367	-0.0067182983	0.0741152858	0.1121023108	-0.0220508929	0.1568089458	-0.1107644598	-0.0129352145	-0.0316070174	0.0640488825	0.0908310259	-0.0953497117	-0.0098433116	0.0791271889	-0.0835071807	-0.056921039	-0.0241016006	-0.1848438076	-0.0331382997	-0.002835306	-0.0339725151	-0.0547463365	-0.062373568	-0.0349968606	0.0662968155	0.1632846889	-0.060623266	-0.0307658861	-0.0024079165	0.0101935527	-0.1162809851	-0.0343338483	-0.0450250121	-0.0306858561	-0.0038348161	0.0490351611	-0.0222648352	0.0444440476	-0.0005158908	0.1113819489	-0.056728633	0.0341256189	-0.1079505231	0.1455319634	-0.0305023282	-0.0257917423	0.0877310058	-0.1763187771	0.1666407211	-0.0146115123	0.112533871	0.110460877	0.1070341271	0.1022956179	0.0963034222	0.0210848837291166	0.003947517579192	0.0004445723218703	1.5582895038030643e-05	0.0991987180621976	-0.0040868787730801	1.670257810585272e-05	0.0098403856651833	0.0791171729899531	-0.01398306758324	0.0062595270619221	0.0001955261790374	-0.0028049603344747	5.6023378631800055e-05	7.867802477976421e-06	3.138618953322031e-09	-0.0004767571657102	-7.761383831540004e-05	6.023907898049059e-09	2.2729739505602319e-07	0.0001823318882674	8.240295078556543e-05	6.790246298168319e-09	3.3244917479155634e-08	0.0	0.0	0.0
739.8104386225465	-0.3701007209508589	547319.4850948846	0.1369745436483455	829.9306677450866	0.2464303846483062	0.0607279344779121	688784.9132638053	550.3679252610461	0.2003352362513624	302904.85315614846	0.0401342068838891	559.9062088702692	784.7531266986073	1.119328	23.955984	0.0256216532636643	0.0123170062115716	-0.0298956253	-0.0310404732	-0.0566305499	0.0345434884	-0.0115502404	0.1556552426	-0.0124504995	0.0779995919	-0.0072024785	-0.1136382599	-0.0465605012	0.0113670799	-0.0251618957	-0.0518773447	-0.0748777424	0.0566475239	-0.0234264942	-0.0620130053	0.0686324915	0.0403767434	-0.0719206883	0.1702851471	0.0190295929	0.0450429072	-0.0469432088	-0.040662495	-0.0860914407	-0.0598459423	-0.0610382931	0.1014936828	0.1509950234	0.1362807247	-0.079515253	0.0147880209	-0.1354763915	0.0922999773	-0.0336217533	0.084770201	-0.1232321981	-0.1066207638	0.0084237095	0.1273388839	0.0131549802	-0.118047692	0.0674705138	-0.0532081998	0.1568636074	0.0451094402	-0.14945879	-0.0278644298	0.0613304313	0.0552453293	0.0990128494	0.0364912424	-0.0012304906	0.0569527328	0.0229861861	-0.0497709364	-0.1493371308	-0.025006543	0.0602166605	0.0115123184	0.024937742	-0.0356636735	0.133644693	-0.0443137925	0.0908723452	0.0301711126	0.1438630642	-0.0402697348	-0.0917810644	-0.1153620078	0.1039548692	-0.1553516586	0.0857889099	-0.030838695	0.1813706479	0.0572698049	0.0300269365	0.0032242752	-0.1014124224	-0.0277797809	0.0921998867	-0.0166155329	-0.0682179604	-0.0445063066	-0.0461812422	-0.0160582584	-0.0522405801	-0.059627454	0.0773190589	-0.0071154731	-0.0592905572	0.023528054	0.108046266	-0.1136174072	-0.0002333177	-0.1115082291	0.0581684141	-0.210271327	-0.0511329134	-0.0756763923	0.1023146467	-0.0085964006	-0.0727865206	0.0187281152	-0.0673855181	0.0066717577	0.159707743	0.1122590247	0.109369563	0.1046087577	0.0980580676	0.0898295767	0.026161550098962	0.0050766663698454	0.0006844267035804	2.577254143071929e-05	0.0894299835200627	-0.0097687345421348	9.542817455469944e-05	0.0079977219523986	0.076567204510809	-0.002549968479144	0.0058625368066	6.50233924462847e-06	-0.0027959702371944	8.990097280300088e-06	7.81744956727691e-06	8.082184910925903e-11	-0.0005681665501588	-9.140938444859994e-05	8.355675565271945e-09	3.228132287193522e-07	0.0001182056925455	-6.412619572189999e-05	4.112168977763425e-09	1.3972585750161277e-08	0.0	0.0	0.0
741.4218174122846	1.611378789738069	549706.311334935	2.596541604017724	828.9842413699988	-0.9464263750877536	0.8957228834617451	687214.8724397925	551.4650559492679	1.097130688221796	304113.7079331292	1.2036957470380316	561.2236937648566	792.972047613384	1.085727	23.236843	0.0685275359345894	0.0375442359469266	-0.0058838855	-0.0262294921	-0.0608182573	-0.0092765632	0.0007266628	0.0509204563	-0.0079128333	0.1221481227	0.0240268786	-0.1141914221	-0.0127899123	0.0381124416	0.0183971671	-0.0224381075	-0.0271481932	0.1294030042	-0.1376945238	0.0049835899	-0.0458923396	0.0084489322	0.0437077616	0.0876516938	-0.112248703	0.1326059728	-0.0157080884	-0.0862313508	0.091891565	0.1047725761	-0.0584140291	-0.0108931275	0.0681792976	-0.056640337	-0.0781974162	0.0346672583	0.0319953427	-0.014737649	0.0446669221	0.0336728309	0.2062908908	-0.1571338979	0.0238864839	0.0975916781	-0.0599799115	-0.0205667747	0.0348620497	-0.0066754448	0.0905939828	0.1044457584	0.0845058253	0.0158362143	-0.0350348999	0.0235717058	0.160361163	0.0698338912	-0.0108849	-0.0470681085	-0.0342661135	-0.0170935268	-0.0733240792	0.0522106069	-0.1376115637	-0.0542921575	0.0138799892	-0.1481646268	-0.0879521384	0.0159042593	0.0278228382	0.0882968614	-0.0222335332	0.0303521379	-0.0730968872	-0.097837733	0.0345502839	-0.1089393311	-0.2344806066	-0.1257177645	0.0542447639	-0.0403117824	-0.0718629365	0.0582336057	-0.0549871526	-0.0302486721	-0.0171719973	-0.0072598919	-0.0937494579	-0.0144360044	-0.0242785276	-0.0199149689	-0.0188918989	0.0382972029	0.1105491591	0.0767251969	-0.0795502568	-0.0589256724	0.0683937684	-0.0370975604	-0.0205330783	-0.0250895762	0.0347606018	-0.1282556149	0.0567454923	-0.0521305514	0.08529402	0.0730165522	-0.1858881482	-0.0656733006	-0.0900420144	-0.1856411357	-0.0081009907	0.1119386527	0.1081008511	0.1018016823	0.0931845731	0.082445728	0.0289081612696833	0.0027466111707213	0.000835681787994	7.543872923131037e-06	0.077224487882006	-0.0122054956380567	0.0001489741237706	0.005963621528638	0.0563147193064139	-0.0202524852043951	0.0031713476105601	0.0004101631569542	-0.0023010052467367	0.0004949649904576	5.294625145509823e-06	2.4499034177879094e-07	-0.0005279857854054	4.018076475339994e-05	1.614493856168067e-09	2.787689895901571e-07	-1.3107430671727711e-05	-0.0001313131232172	1.7243136329062832e-08	1.7180473881414836e-10	0.0	0.0	0.0
742.0037805307649	0.5819631184803029	550569.6103219475	0.3386810712713191	828.8940693743817	-0.0901719956170836	0.0081309887935673	687065.3782440224	551.2211363472186	-0.2439196020493454	303844.7411559189	0.059496772263911	561.0797723972212	794.8255122008023	1.091313	23.356411	0.1369704937501939	0.0746993167501098	-0.005467574	-0.0535163442	-0.0108450489	-0.0417879465	0.0057911969	-0.0282358907	0.0330947271	0.0870271812	0.0813850962	-0.0575178404	0.0777975393	0.0219709443	0.0063412347	-0.028196396	0.067416613	0.1178966908	0.0119562128	0.0427061711	-0.1242164097	0.090269649	-0.0119016308	-0.0663314106	-0.0993392121	0.0075234893	-0.0514898737	0.0982776632	0.0594890441	-0.0002442706	-0.0844161227	-0.0482393284	-0.0562286856	-0.068619244	-0.1357054739	0.058760654	0.0125133655	-0.0359060956	-0.0209511881	-0.0003629095	-0.1128696375	0.0686293707	-0.0120865604	0.0192374347	-0.0571167072	-0.0254256256	-0.1241376029	-0.1675807383	0.1751875281	0.121890584	0.1077893994	0.0108654549	-0.1274327731	0.0242917345	0.0505608671	-0.0610882223	0.0142135818	-0.0260130949	-0.092498886	-0.0264132695	-0.012198827	0.0984765297	-0.0152402805	0.0540188961	-0.0717136743	0.0267686823	-0.1276981785	0.0171972093	0.1256420805	0.0277366429	-0.0898686184	-0.1077923503	0.0023828676	-0.1055692132	0.0646639292	-0.0359611366	0.0242314083	0.048627068	0.0244557263	0.0113769998	0.012076435	0.106958013	-0.0001067977	0.0552915411	-0.1878034457	-0.1669601524	-0.0778928222	-0.0198744656	-0.0197932909	-0.0168267597	0.0229502999	0.0544615645	0.0237920672	0.0819681834	-0.0897874682	-0.0658653987	0.0539470954	0.0355272645	-0.1075069447	-0.0583732494	0.1009092052	0.0340134838	0.0479414789	-0.0691743101	-0.0153848889	0.0659569223	-0.289842541	0.1259730015	-0.0930911777	-0.0979877238	0.0141810996	0.1115728848	0.1066567993	0.0986231436	0.0877067409	0.0742266768	0.0330389949119478	0.0041308336422644	0.0010915751847917	1.7063786580064157e-05	0.051282827690855	-0.025941660191151	0.0006729697334731	0.0026299284159699	0.097133980739315	0.0408192614329011	0.0094350102142656	0.0016662121039275	-0.0033740261225422	-0.0010730208758054	1.1384052275597152e-05	1.1513737999144015e-06	-0.0007339089679767	-0.0002059231825712	4.2404357120292944e-08	5.386223732766248e-07	-5.573814197247376e-05	-4.263071130074605e-05	1.817377546007557e-09	3.106740470543641e-09	0.0	0.0	0.0
743.5802493135127	1.5764687827478383	552911.5871691457	2.485253822978451	830.6962442769633	1.8021749025815552	3.247834379494838	690056.2502558522	551.9797089765817	0.7585726293631296	304681.59912187187	0.575432434018892	561.715407717998	796.562491333568	0.983283	21.04434	0.1392723068955743	0.0818379344491952	0.0235309271	-0.0006981787	-0.018950598	-0.0226793647	-0.0313214193	-0.1293156409	0.0820792003	0.0742862271	0.179441405	0.0072897728	0.0636787744	0.1176626928	0.0319988735	0.0074710108	0.0225570073	0.0649339486	0.013161357	0.012685518	-0.1516321133	0.1177922925	0.0386156074	-0.0017508605	-0.0900185394	0.1328542349	0.0115767892	0.0416717582	0.0571585295	0.0564651994	-0.0386983431	-0.0529628145	-0.0456367789	-0.0101302433	0.0344555124	0.0174103821	-0.1343179731	0.0110869461	0.0044038529	0.0309794964	-0.0408115267	0.0060801812	0.0367518279	-0.071453516	0.0868621688	-0.0442292054	0.0187961414	0.0484562363	-0.0513821825	0.0342077066	-0.1361513669	0.0298542678	-0.0537131158	-0.0141069994	0.0179830998	-0.0914143675	0.0072623095	-0.0133304599	-0.1723996004	0.0353942065	-0.0627562179	0.0340959913	-0.1623050839	-0.0153426191	0.0060338558	-0.0232704974	-0.1414201038	0.008445557	-0.0043532646	-0.028037013	-0.0411972027	-0.0127184383	-0.0228936109	0.0819902383	0.0665826316	-0.0271213957	0.0723125119	-0.0005228277	-0.0503981107	-0.0045110078	0.0187915277	-0.0140985372	0.1174256951	0.0160762429	0.0326486016	-0.0168789716	0.0563054285	0.0041793834	-0.0259665299	0.0070538524	0.0039536057	0.0636885261	-0.0245980266	0.0893848236	-0.0344840331	-0.0616182846	0.0612402622	0.0602499886	-0.1201453029	-0.0342628279	0.0852931381	0.0060431364	0.0853332031	0.0072810733	-0.0519266764	0.059425103	-0.2636957095	0.0825895459	0.008918522	-0.0791785565	0.1113540923	0.1111618695	0.1050397497	0.0950847397	0.0816600968	0.0652556849	0.027280284270688	-0.0057587106412597	0.0007442139098895	3.31627482497588e-05	0.0715867915347843	0.0203039638439292	0.0004122509477755	0.0051246687222446	0.0509995203261155	-0.0461344604131995	0.0026009510734938	0.002128388437617	-0.0021670093872573	0.0012070167352848	4.695929684461259e-06	1.456889399257818e-06	-0.0006319756459134	0.0001019333220632	1.0390402146860438e-08	3.993932170276592e-07	-2.31847593769592e-05	3.255338259551457e-05	1.0597227184099507e-09	5.375330673674974e-10	0.0	0.0	0.0
