global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
794.8252421503438	n/a	n/a	631747.1655593526	838.633290017298	n/a	n/a	703305.7951252374	583.8671135383344	n/a	340900.8062715862	n/a	585.3647173925324	724.0246837621306	n/a	n/a	n/a	n/a	-0.049798931	-0.0073588465	0.0705087455	-0.0831565113	0.0331963538	-0.0341398742	0.0665738072	-0.0397309766	0.0165899433	-0.0112267477	0.18611303	-0.0205817914	0.0056944356	-0.0420222212	0.0026240749	-0.0250526833	0.0047746553	-0.045201791	0.0860888178	-0.0744079094	0.0828585823	-0.0119869906	0.0615710581	-0.0081412976	0.0483872276	0.0226976948	-0.0253493906	0.1069314328	-0.1439146742	0.1073035057	-0.0042852742	0.0180335426	-0.1176352422	0.0742188115	-0.1070117653	0.0673381893	-0.0029627854	0.102514599	-0.0204420426	0.0296804466	-0.0687131789	-0.0104325431	0.0426168001	-0.0007725257	0.0770792	0.0874781998	-0.0979162885	0.0079704812	-0.0015003218	0.0812799685	-0.0605699347	0.0719909447	-0.0372386409	0.0776569243	-0.0806760802	0.0040627753	-0.0117325841	0.1953652536	-0.0876997235	0.0392317829	-0.0025055036	0.0360378619	-0.0583149732	0.0516438	-0.0205784866	0.0503517304	-0.0821740045	0.0733656823	-0.0545515058	0.02608247	-0.0694840097	0.0765567837	-0.0340674904	-0.1523857616	0.0185994293	-0.0834533729	0.081320947	-0.0606439722	0.1111210432	-0.0665576527	0.0645570029	-0.0152159128	0.1142296268	-0.0378898154	0.2220138188	-0.1399502289	0.0129563496	0.0019377459	-0.0076181285	0.0111946295	-0.0152219642	0.0009578756	0.1249905877	0.1249623523	0.1249152981	0.124849432	-0.0174610464773508	n/a	n/a	0.0003048881440842	0.089419082151906	n/a	n/a	0.0079957722528893	0.1560664142812982	n/a	0.0243567256666217	n/a	0.0007570006634947	n/a	n/a	5.730500045314161e-07	-0.0011879996301185	n/a	1.4113431211616928e-06	n/a	9.496581230750058e-07	n/a	n/a	9.018505507223428e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.4032942301292	-1.4219479202146204	2.0219358878026843	629488.7872952209	840.2859762324844	1.6526862151863495	2.7313717258669814	706080.5218529793	582.9997292404046	-0.8673842979297888	339888.684294385	0.7523555202951526	584.841620398907	724.248575751643	0.923081	23.635977	0.1571412375227682	0.0853635394281747	-0.027899535	-0.032706565	0.0442210441	-0.0129907361	-0.0150689151	-0.0745949457	0.1010699895	-0.0141181637	0.0036890877	0.0432901797	0.1370429309	-0.0849933131	0.0103710404	-0.0568152903	0.026455304	-0.0238010711	0.0447639689	-0.0474304037	0.0209441581	-0.0549861925	0.0491557478	0.0686804037	0.0373202724	0.0185388123	0.05759261	-0.0031119089	-0.1106250275	-0.0259973267	-0.1035522383	-0.1294610741	-0.0730413381	0.1124624984	-0.1121117785	-0.0858542211	-0.1118690236	-0.1551122296	-0.1618108209	0.0152088052	0.1078307075	-0.0326078014	0.0681501088	-0.0204744432	0.0479842165	0.0164798	0.0601752375	0.0704740892	-0.0531258738	0.0426183608	-0.0662555796	0.0210680593	0.0501340829	0.0728530537	-0.0364317786	-0.0082614431	0.0229911352	-0.0304892067	0.072220561	0.032411258	-0.1941650967	0.0487544182	0.0509064246	-0.0934357464	0.0241892388	-0.0337986224	-0.161324268	0.0187852736	0.1176490736	-0.0032699647	-0.0483115271	0.0263081956	-0.0582852819	0.0557676283	-0.036056637	-0.1517218777	-0.0034863982	0.0732719943	0.0856750855	-0.0055188881	0.0910417819	-0.1285335345	0.0594108287	-0.1032041585	0.0607606731	0.0170671027	0.2249482068	-0.1560201762	-0.0073844105	-0.0551397949	0.0882333604	0.0458036591	-0.0684710634	0.0199138952	0.1249152981	0.1246613071	0.1242383713	0.1236470637	-0.0118892397563854	0.0055718067209653	3.104503013579519e-05	0.0001413540219848	0.1136607864650898	0.0242417043131838	0.0005876602280078	0.0129187743798627	0.0989520232460421	-0.057114391035256	0.0097915029044852	0.0032620536633281	0.0017780014393127	0.001021000775818	1.0424425842209575e-06	3.1612891181980323e-06	-0.0008049996837458	0.0003829999463727	6.480244908308381e-07	1.466889589214911e-07	1.215644999633396e-06	2.659868765583901e-07	7.074901850128825e-14	1.4777927651336793e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
792.849375054243	-0.5539191758862216	0.3068264534144709	628610.1315239036	838.2218457599018	-2.06413047258252	4.260634607843735	702615.8627091367	582.8528619326244	-0.1468673077802123	339717.4586630509	0.0215700060946076	584.280806988305	718.008052095823	0.863612	22.113232	0.1780029575126392	0.1006503355943063	-0.0218126161	-0.0402195921	0.0393974668	0.0204846416	0.0168512101	-0.0204104817	0.0127182943	-0.0068929778	0.0250047324	0.125512314	0.0477892661	-0.0719514603	0.0275513265	-0.0545245961	0.0150702267	-0.0608559248	0.103831377	-0.0108469027	-0.0197686771	0.0607815452	0.0696874184	-0.0110883386	0.0128835988	-0.0569896348	0.0442570651	0.0897129225	0.039472652	-0.036464493	-0.1980861951	-0.0564336046	0.0349527748	0.0346703809	-0.0676782026	0.0405529247	-0.0213328476	-0.0269108777	-0.0427346461	0.312179714	-0.0605798952	0.0646549515	-0.0599336355	-0.0312937123	0.0417391412	0.0337803968	0.0146750405	0.0691472509	0.0301656194	0.1236902311	0.0291077823	-0.0156710791	0.0174296622	0.0242315446	-0.0573038399	0.0193256622	-0.0742600098	0.0445916672	0.1528838452	0.1171710973	-0.0891292405	-0.0161816992	0.0599448651	-0.0292294464	-0.0187207381	0.1131398129	-0.1059280283	-0.0839539957	-0.0349896074	0.1301934862	-0.0322076467	0.0291711441	-0.0521017298	0.0558472531	-0.0518920309	-0.0797022849	-0.0219995121	0.0776926281	-0.0164902293	-0.0192014155	0.0817406752	-0.1168658211	0.0286757154	-0.0527609573	0.0044231107	0.0247425775	0.2469559355	-0.1166426986	0.0505364024	-0.0991186581	0.0171188501	0.0071628856	-0.0129184079	-0.0199019327	0.1247647641	0.1240599418	0.1228881859	0.1212539066	-0.0125021570413537	-0.0006129172849683	3.7566759821291226e-07	0.0001563039306866	0.0766363451593861	-0.0370244413057037	0.0013708092539994	0.0058731293993885	0.133255971802896	0.0343039485568539	0.0177571540211342	0.0011767608865912	0.0001066058833311	-0.0016713955559816	2.793563104555041e-06	1.1364814360804104e-08	-0.0006699828178855	0.0001350168658603	4.48876976261795e-07	1.8229554066738267e-08	0.00031603623046	0.0003148205854603	9.9112001029608e-08	9.987889896336624e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.717199381928	0.8678243276850708	0.7531190637220451	629986.9925946913	834.3787355053332	-3.8431102545686144	14.76949642877044	696187.8742634788	582.6689457255975	-0.1839162070268685	339503.10031297925	0.0338251712071499	584.081382945346	716.1846646254842	0.967822	24.781601	0.0949057228594735	0.0509414866537451	-0.0264622205	-0.063118038	0.0001296705	0.0536975233	0.0900046229	0.0621254148	-0.1016612542	-0.026504589	-0.0409228733	0.0439978673	0.1284146975	-0.118096419	0.0202394758	-0.0749374405	0.0245553562	-0.0634080518	-0.028102997	-0.0933156555	-0.0659855917	0.1165373569	-0.0767672901	-0.0106095181	-0.0378192719	-0.0902156323	-0.0346729499	0.0669753393	0.0381705297	-0.0795771715	-0.1246327424	-0.0468891772	0.1548660637	0.1863998523	0.0641501374	-0.020627172	-0.0061198174	0.0979812567	0.1020661177	0.0408911324	-0.0506690631	-0.0016345863	0.2355647709	-0.026718328	0.072495572	0.0262964174	-0.0984375172	0.0426361667	-0.0527216583	0.0685998839	0.0317418039	-0.1570959739	-0.025320522	-0.0309690797	0.0134852293	0.0802805745	-0.011562245	0.0189329025	0.115159605	0.0632156659	0.0620139293	0.0139591502	0.1046048853	-0.2035884514	-0.1081692777	-0.0037037034	0.005092455	-0.0140635851	-0.0276631134	-0.0153885469	-0.0331164305	0.0227578242	-0.0413834696	0.0555134912	0.0210034961	-0.1128288803	-0.0497837088	0.024475581	-0.1357011348	0.1267437606	0.1336956479	-0.1499896661	0.0576586317	-0.0186666451	0.0184645323	0.0204357251	0.1510753322	-0.038175614	0.0148727497	-0.0127407529	0.0706894181	0.0884066365	-0.1159660605	0.0187029495	0.1245390765	0.1231597053	0.1208720589	0.1176930081	0.0002222891927345	0.0127244462340882	0.0001619115319642	4.9412485206555686e-08	0.072784555051939	-0.0038517901074471	1.4836287031827346e-05	0.0052975914541087	0.0900540292155227	-0.0432019425873732	0.0081097281779502	0.0018664078433226	0.0002590946589868	0.0001524887756556	2.32528267009744e-08	6.713004231548618e-08	-0.0003479295392441	0.0003220532786413	1.2105496427861174e-07	1.0371831428367519e-07	0.0005440450547742	0.0002280088243142	5.1988023965143724e-08	2.9598502162426226e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.013584410772	2.296385028843929	5.2733842006985325	633637.6265664852	836.2371127697849	1.858377264451633	3.4535660570307347	699292.5087735459	584.3545755471339	1.685629821536395	341470.269962871	2.841347895252819	585.8539098279581	733.379966183256	1.124439	28.791862	0.034675568679062	0.0218628966096292	-0.0268824417	-0.0981267669	0.0635285967	-0.0057977699	0.0320397506	0.0244203472	0.0532450391	-0.0552146617	-0.0061452425	-0.0571453066	0.0919904231	0.0505361837	0.0014652296	-0.0434940243	-0.0777327794	-0.0238560707	-0.0342993709	-0.0985491557	-0.0921041788	0.0260388887	0.0649175053	0.0249463984	0.0459782504	0.011390055	-0.131066065	-0.0800686785	0.0873546644	0.1781395466	-0.0311039369	-0.0356013745	-0.0111400575	0.0198797005	-0.0022180619	-0.0337347553	0.0169778814	0.1469167433	-0.1177222278	-0.05681858	-0.0159500062	-0.1047001505	-0.0751292189	-0.0096892655	0.0396812417	-0.0933528224	0.0030523697	0.0538371755	-0.0482662926	-0.0294255739	-0.043173149	-0.1272958705	-0.1178748054	0.0324949756	-0.1115982376	-0.0153674154	-0.1119211566	-0.0681437645	-0.1235755212	-0.0347363627	-0.050461842	0.029399931	-0.0853225627	-0.1142159169	-0.0973726569	0.0606188773	0.1525872237	0.0632028471	0.0068163256	-0.0248353833	-0.033767575	0.0259601042	-0.0256567065	0.0621133029	0.016724971	-0.0722965554	0.0213343481	-0.1439454088	-0.0225508933	-0.0188018612	0.106817204	0.0236875976	-0.0220192558	0.0193375491	0.1557217297	-0.0291638443	0.0969371125	0.0636195714	0.0697810617	0.0879717601	0.1088885343	0.1064651253	-0.2055596063	0.0648597848	0.1242383713	0.1219627663	0.1182009157	0.1129986616	0.0001143601007953	-0.0001079290919391	1.1648688886820284e-08	1.3078232653911177e-08	0.0752069720897026	0.0024224170377636	5.8681043048474126e-06	0.0056560886509013	0.0901155145805034	6.148536498069845e-05	0.0081208059681089	3.7804501068097e-09	-4.295075644637013e-05	-0.0003020454154331	9.123143298419632e-08	1.8447674793154046e-09	-0.0003940053570428	-4.6075817798699984e-05	1.5524022137842434e-07	2.1229809858189983e-09	0.0002504915443185	-0.0002935535104557	8.617366350086479e-08	6.274601377506705e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
794.862207141632	-1.1513772691399708	1.3256696158922168	631805.9283420667	838.4683551492617	2.2312423794768392	4.978442555973468	703029.1825867085	584.9798840363013	0.6253084891674234	342201.46472712455	0.3910107066248457	586.2111076443417	718.1687350803693	1.208717	30.949833	0.1110762485699355	0.0600435498686621	-0.0098308254	-0.0158744906	0.0552403335	-0.1116936634	0.0127935456	0.0040058465	0.13159205	-0.0081355713	0.0545067571	-0.0112338388	-0.0343473019	-0.0132504593	-0.0008991543	-0.0045297783	-0.1192254478	0.0337857956	0.0141084238	-0.0042188539	-0.048847621	-0.1558538432	0.0060067493	0.051490536	-0.0440179702	-0.0136806593	-0.0467952314	-0.0661660963	-0.0069830161	0.041358166	-0.0621199109	0.1263589677	-0.1307142174	-0.0282448576	-0.0618139318	0.1453157869	0.0819938927	-0.1616918562	0.0215428395	0.0530592078	0.0672201951	-0.0433827976	-0.1621395093	-0.0080139591	0.0031012384	-0.1295421295	0.1155824738	0.0258370851	0.0136310616	-0.0905272636	-0.1079462015	0.0095011988	-0.0832189509	-0.0458827431	0.011191582	-0.060318	-0.0617925398	0.0040481065	0.005193515	0.1123900594	-0.0808660903	-0.0237747324	-0.0637576599	0.1863745763	-0.0563112557	0.0400764537	-0.1000451582	-0.0134235996	0.109327579	0.0081184638	-0.0201374033	0.0206621522	-0.0595145613	-0.035996903	0.0811138762	-0.0670544886	-0.02865101	-0.009803477	0.0042533107	-0.0470983041	-0.0109742621	0.0517743981	0.0090909988	0.0520208807	0.0701131178	-0.0014226449	-0.1379210813	-0.0253987696	-0.0598280952	0.0428957459	-0.0829923706	-0.1097149279	0.1287957076	0.018412776	0.1238628294	0.1204720082	0.1148892315	0.1072160763	-0.0173910459793091	-0.0175054060801044	0.0003064392420293	0.0003024484802544	0.0852100710822298	0.0100030989925272	0.0001000619894542	0.0072607562138386	0.1130653379027109	0.0229498233222074	0.0127837706350541	0.0005266943905205	-0.0009909016999041	-0.0009479509434577	8.986109912024001e-07	9.81886178872835e-07	-0.0005511773379802	-0.0001571719809373	3.037964579029396e-07	2.470303159178641e-08	0.0003577270234253	0.0001072354791068	1.1499447979264948e-08	1.2796862328872514e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.0658452651325	1.2036381235004685	1.4487447323437286	633720.8299976898	839.7760646583498	1.307709509088113	1.7101041601594735	705223.8387730649	585.0076124919584	0.0277284556570975	342233.9066735413	0.0007688672531276	586.431267942853	721.6035603222269	0.93944	24.054871	0.11038709640303	0.0506321073390653	0.0083151334	-0.063360177	0.0502932138	-0.1332817313	0.0219006477	0.0075924015	0.0951788614	0.0011448013	0.0858765668	-0.0572815497	0.0347591287	0.047018954	-0.0341746423	0.0002904038	-0.1436615718	0.0367320906	-0.098742518	-0.0380165588	-0.0491198834	-0.0054959673	-0.0104268641	0.0671224496	-0.0373301434	-0.0494082791	0.0106332765	0.0895763516	0.0507936839	0.0155694675	0.0920794573	0.0397855764	0.0251735573	-0.0891322955	0.0526156021	-0.1259335164	0.0871011588	-0.1232733922	0.0790304841	0.0797776453	-0.0079987333	0.0461227967	-0.1109114586	0.0184884805	0.0023709176	-0.1325957233	0.0482170138	-0.0215882095	-0.0495311615	-0.0478164659	-0.0353983194	-0.0910480733	-0.0423797159	0.0663048432	-0.013783596	0.0416618749	-0.0180746745	0.0485107743	0.0601777616	-0.075453464	0.1717880556	0.0713936291	0.0448096575	0.087656474	0.1452192369	-0.0445713147	0.0141157305	-0.0684486519	-0.0931208733	0.0368730139	-0.0076134323	0.0102672725	-0.0741858732	-0.0344560501	0.1249739581	-0.0737805885	-0.0480677105	0.0371063315	0.0128032287	-0.0040946486	-0.0516758392	-0.0017420215	-0.0141072694	0.0520863806	0.0101118198	0.0426900755	-0.200908625	-0.0324001668	-0.0229709343	-0.0461954249	-0.1316750858	-0.07760271	0.111752322	-0.0558545518	0.1234126773	0.1186910226	0.1109549526	0.1004009414	-0.013759631435434	0.0036314145438751	1.3187171589467606e-05	0.0001893274572389	0.0715556788918974	-0.0136543921903324	0.0001864424260874	0.0051202151816803	0.0985875727430425	-0.0144777651596683	0.0097195094993646	0.0002096056840185	-0.0013810273272852	-0.0003901256273811	1.5219800513949695e-07	1.907236478708503e-06	5.5855718003483545e-05	0.0006070330559836	3.119861233684676e-09	3.684891310568898e-07	0.0009330388302436	0.0005753118068182	3.309836750645368e-07	8.705614587423453e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
794.4258101604896	-1.640035104642834	2.689715144460832	631112.3678491503	839.0978925394458	-0.6781721189040582	0.45991742285882	704085.2732641393	584.8811476568146	-0.1264648351437927	342085.9568843526	0.0159933545279466	586.0402774224045	715.0392899820235	0.962573	24.647202	0.0485595212295762	0.024477603104549	0.0109642992	-0.0479997382	-0.0321316804	-0.0761278335	0.0358553898	0.0592082702	-0.0532083441	0.0130505442	0.0458882079	0.0759180954	0.1010363497	-0.0032366784	-0.0280128404	0.018220824	-0.1011370914	0.0608737997	-0.0009962209	-0.0365061865	0.0270564167	0.1164331429	-0.0269223757	0.0925362003	-0.0292998369	-0.1433080719	0.0880136849	0.0876632988	-0.0332088937	-0.1531382313	0.001187903	0.0071835421	0.0666995332	0.0120297867	-0.0163272862	0.0404833199	-0.1248563679	-0.1018830221	0.0293470576	0.0631613094	-0.0093986495	-0.1183070577	-0.0628844138	0.0168657963	-0.0068711883	-0.0849819201	0.004458059	-0.0702872435	-0.0232073262	0.0540923839	0.0953302794	-0.1122813247	-0.0080964386	0.0163474783	0.021479645	0.0749522531	0.1111164468	0.047902081	0.1852440013	0.0221954261	0.0483136675	-0.0365834472	0.017222796	0.0371769511	-0.0140626582	-0.0701037652	-0.154809354	0.058717388	-0.0115118802	0.1167505937	-0.0008052776	0.0051224252	-0.0398749052	-0.0269504545	0.088261044	-0.0045369888	-0.0597721583	0.0673093736	-0.1138961663	-0.0221165992	-0.054273049	-0.0132558299	-0.017448422	0.0680592092	-0.0586670083	0.0560020647	-0.1177289165	-0.0258751194	-0.0010664589	-0.0625262052	-0.1068491761	-0.0766176562	0.0719234557	-0.0707993937	0.1228881859	0.1166240999	0.1064193991	0.0926188907	-0.0195217089624009	-0.0057620775269669	3.320153742677701e-05	0.0003810971208126	0.0586245396681732	-0.0129311392237242	0.0001672143616233	0.0034368366513052	0.1131683741028268	0.0145808013597843	0.0128070808970773	0.0002125997682934	-0.0013611513965141	1.987593077109988e-05	3.95052624017555e-10	1.852733124232285e-06	0.0003273747681611	0.0002715190501576	1.0717423882853399e-07	7.372259459849425e-08	0.0009187237487903	-1.431508145329993e-05	2.0492155701461162e-10	8.440533265913024e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
791.4953321034346	-2.930478057054984	8.587701642880752	626464.8607415262	836.6784069593563	-2.4194855800894857	5.853910472260955	700030.7566720461	583.7129611355803	-1.168186521234361	340720.82099766744	1.364659748393638	585.0817900124906	705.4270108184921	0.919876	23.553907	0.0136536338301609	0.0072998743672768	0.0132056706	-0.0557338173	0.0879370106	-0.0677893757	0.0361146506	0.0811327345	-0.0353849409	-0.0451107637	-0.0039494345	0.0365429064	0.1209923901	0.0039812272	0.0002717326	-0.0204080563	-0.0569637572	-0.0149549297	0.0238809667	-0.0520688179	-0.0845125218	0.0239456128	-0.0231574053	-0.0146353284	-0.006129996	-0.1417561691	-0.0264990761	0.0295913465	0.1189308436	0.0801760937	0.0371515922	0.1478962879	0.0212103509	0.0238116857	0.0118485646	-0.0490046652	-0.0524352755	0.026691942	0.0445079649	-0.1909686138	-0.0029428133	0.0003557836	0.0315514043	0.0002271101	0.0218711875	-0.0549992817	-0.0308084869	0.0061365023	0.0152994804	0.0431407741	0.0129756453	-0.1133169079	-0.0757273969	-0.0400737917	0.016490988	0.1258390018	-0.0472822766	0.0078852032	0.0402217963	0.0064384706	0.0267328561	0.0078322264	-0.1428129244	-0.0639340769	0.039897707	-0.1297948724	0.008340229	0.0428777874	0.0089882329	-0.0837485678	-0.0066694011	0.0012218141	-0.0634759701	-0.0511565675	0.1111266209	-0.0804520637	-0.0478917917	0.0097569159	-0.0892146525	0.0327938466	-0.0484282548	-0.0152629528	-0.0065398718	-0.0044548092	-0.0382813731	0.0669801852	-0.1747705234	0.0343603786	-0.0075456162	-0.0323464119	-0.0906581258	0.0366173557	0.0427474181	0.0354400727	0.1222896713	0.1142762195	0.1013071498	0.0839448694	-0.0143819169446715	0.0051397920177294	2.6417461985514858e-05	0.0002068395350034	0.0568436693698259	-0.0017808702983473	3.171499019535609e-06	0.003231202747426	0.1130831675925776	-8.520651024920833e-05	0.0127878027927709	7.2601493888484454e-09	-0.0012911234171051	7.002797940900015e-05	4.903917900107349e-09	1.66699967819715e-06	0.0002739012436365	-5.347352452460003e-05	7.502189126562132e-08	2.859417825083001e-09	0.0009281775449334	9.453796143099992e-06	8.937426151529229e-11	8.615135549185939e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
794.8236252149147	3.328293111480093	11.07753503592584	631744.5951997793	840.4977289539898	3.819321994633583	14.58722049869185	706436.4323768145	583.1993242103504	-0.5136369252298891	340121.45175940933	0.2638228909596147	584.8288384589349	723.0119296708584	1.035538	26.515499	0.0610640665452047	0.0404592424426304	-0.0053824889	-0.042778626	0.0668579672	0.0131244671	-0.0244699508	-0.0461590123	0.1055665966	-0.0126564155	0.034309998	-0.0347592505	0.0427520091	0.0107703743	0.0276963262	-0.038094338	0.0078849253	-0.0753351896	0.0340959197	-0.0270016627	-0.1773162964	-0.0912663382	0.0837411995	-0.0262832407	0.2074496845	0.0168984859	0.0062049358	0.0268014889	0.1214758239	-0.0611230044	0.1200828844	0.0155499027	-0.0623228504	0.106548612	0.0434462032	-0.1765332354	0.0905174137	-0.0566552844	0.0910954817	-0.032908266	0.1608817888	0.1500383535	0.0595622373	-0.0259735948	0.0192900472	0.0081571472	0.0216968677	0.0975577165	0.0832750228	0.0022532007	-0.1824233654	0.036048731	0.0551608442	0.0011388438	-0.1907788744	0.0391018752	-0.0675183573	0.0706350158	0.0550584879	-0.1561656803	-0.0159313211	0.1655631535	-0.0296820199	-0.0196964675	0.1265608497	-0.0231250877	0.0573202557	-0.0039760728	-0.0156364946	-0.1557315764	-0.0196699771	0.0029935499	-0.0466634767	-0.0272928883	0.0205586629	-0.0575961633	-0.0213590758	0.0775222973	0.0955192539	-0.0610008936	-0.0518923173	0.0220165752	-0.0937282036	-0.032770421	0.0279261372	0.0426718664	-0.130409363	0.0493646945	0.0716549227	-0.0423148634	-0.0665366521	0.0202538922	0.0205858516	0.0231641549	0.121617494	0.1116530376	0.0956459082	0.0744624131	-0.0171204652499312	-0.0027385483052596	7.499646820240764e-06	0.0002931103303741	0.0611616112656179	0.004317941895792	1.8644622215435828e-05	0.0037407426926065	0.1129974971437945	-8.567044878309005e-05	0.0127684343607618	7.3394257946960555e-09	-0.0005301539680087	0.0007609694490963	5.790745024580784e-07	2.810632297953697e-07	0.0004113014607769	0.0001374002171404	1.6916889163721182e-07	1.8878819670229082e-08	0.0007481090932628	-0.0001800684516706	3.242464728704722e-08	5.596672154224888e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
