global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
730.2067993273487	n/a	533201.9697838909	n/a	902.025047720568	n/a	n/a	813649.1867152929	540.6307898627388	n/a	n/a	292281.6509476088	598.3594114413074	646.7334209101738	n/a	n/a	n/a	n/a	-0.0085802721	-0.0452526143	0.0102362932	-0.0145720771	0.0687348566	-0.0223890291	0.0060968123	-0.0380580268	0.0719416727	-0.0539651987	0.0410961759	-0.0362182735	-0.0397151233	0.0102817428	-0.0099308184	0.0263308128	-0.0505589693	0.0315103069	0.0436276336	-0.0136851233	0.0962662204	-0.0786408604	0.0785231655	-0.0353223296	0.0171998033	-0.038549709	0.0616900889	-0.0682265172	0.0441070641	-0.0417756097	0.0545254436	-0.0717496434	0.0112950318	-0.0336893272	0.1247151902	-0.0508716959	0.0205245989	0.0270526676	-0.0094791643	0.0162244364	-0.0486762406	0.0005703591	-0.0473394128	0.0353458034	-0.0576107677	0.017982108	-0.1722484109	0.0462498132	-0.0069768841	0.0093181912	-0.0068915335	0.085531533	-0.0628328947	0.0789233308	-0.018122251	0.0043757395	0.0280679863	0.0490043999	-0.0082100125	0.0022158664	-0.0033450581	0.0034737485	-0.0252033676	0.0130546466	-0.0397437572	0.0661810495	-0.0619090232	-0.0328790591	0.0215582809	-0.0179851877	0.0123620375	-0.0303203197	0.0529832891	-0.025867211	0.0078020907	-0.0427328602	0.0106911736	-0.0588701443	0.0071373938	-0.0679675978	0.0201654211	-0.0639165307	0.0671403982	0.1132219634	0.1132047441	0.1131760472	0.1131358755	0.1130842333	-0.0001480517254606	n/a	2.1919313411860877e-08	n/a	0.0800191489525303	n/a	0.0064030641990872	n/a	0.0679859008814105	n/a	n/a	0.0046220827186569	0.0018440007923882	n/a	3.4003389223283094e-06	n/a	0.0003679994278893	n/a	n/a	1.354235789268521e-07	-8.392954593713616e-07	n/a	7.044168681213849e-13	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.2343648947391	3.027565567390411	537632.6338625913	9.166153264848022	903.7398577458554	1.71481002528742	2.9405734228262426	816745.7304784989	541.7853810889089	1.1545912261701687	1.3330808995491337	293531.3991616543	600.1955792983133	651.1126841998341	0.907615	30.672134	0.1417920331590641	0.085913767974114	-0.0143536261	-0.0069672013	-0.0035209616	-0.0048190238	0.0129808062	-0.030187887	0.0229494608	-0.0057280547	0.0060062931	-0.0113535338	-0.0488358299	0.1059098528	0.0043880588	-0.0185907039	-0.0390225293	-0.0014658324	-0.0023977164	-0.0210786874	0.0132462059	-0.0369275174	0.0088829059	-0.0016238041	-0.052724344	-0.0317511005	-0.0536584885	-0.0499860843	-0.0024220729	-0.0893256898	0.0431695927	-0.0948817161	-0.1065794738	-0.0404393843	-0.0013817041	0.1443681025	0.0092441446	-0.0253077482	-0.0133260304	-0.0057084	0.0006678411	-0.0443552193	-0.0476536165	0.0077898326	0.0326311876	0.0177816909	-0.0763708926	0.0084080707	0.0970382192	0.020307023	0.0133230555	0.0084042799	0.0365250189	0.0350928743	-0.0828209789	-0.0276707235	-0.048514994	-0.0219066443	-0.0059330623	0.0411455246	0.0961326191	-0.0098957092	0.0040564035	0.004513413	-0.034605851	0.0092281047	0.0117332838	-0.0012000163	-0.0482837199	-0.0168602688	0.0079919993	-0.0280160133	-0.0173722786	0.0047683179	0.0214784171	-0.0580833759	0.0316421436	-0.0502762502	0.0338737798	-0.0199655912	-0.0396654567	0.0846245166	0.0311938587	0.0002037769	-0.0180014684	0.1131760472	0.1130211256	0.1127630801	0.112402146	0.1119386527	-0.0066762908048048	-0.0065282390793441	4.457285891032112e-05	4.26179054770768e-05	0.1166201483251114	0.0366009993725811	0.0136002589953709	0.0013396331550716	-0.0076740700297648	-0.0756599709111753	0.0057244311982798	5.889135082173432e-05	0.0020559609255689	0.0002119601331807	4.2269753274661285e-06	4.4927098057980154e-08	0.0004261946960333	5.819526814400004e-05	3.3866892343520653e-09	1.81641918926917e-07	0.0001890617791352	0.0001899010745945	3.574435632976715e-08	3.606241813217296e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.7965587455218	-1.4378061492172949	535526.203391788	2.0672865227270654	901.9576708243349	-1.7821869215205195	3.176190223238787	813527.6399588592	540.5705214280349	-1.2148596608740263	1.4758839956189542	292216.4886369776	599.3520643574234	654.0228426814768	0.744247	25.151249	0.1112508893242014	0.0557522194615644	0.0087242249	0.0193837714	-0.0105923397	0.034504941	0.0293722307	0.0052871666	-0.0199409888	0.0007477418	-0.0163588603	0.0112390651	-0.0254063319	0.0078764279	-0.0084514773	0.0136216281	-0.0125014788	0.0307518763	0.0176934095	-0.0325622598	0.0714762617	-0.018611863	-0.044967995	-0.0277403201	0.0476743504	0.0523862988	-0.0394568714	-0.0196495799	0.0184028078	-0.0189748458	-0.0599712093	-0.0532137768	-0.1224025537	0.0361259634	0.0667263346	-0.0726512324	-0.0257558839	-0.0362804967	0.0389250745	0.0037876549	-0.0023670919	0.0212230255	-0.015458699	-0.0282806712	-0.0169979321	-0.019127358	-0.0084433086	0.0391791096	0.0475940563	0.0606766577	0.0115101986	0.0757101055	-0.0620483315	0.007998126	0.0176370527	-0.0121169636	0.0623909022	0.106826034	-0.0080399549	-0.0359588556	0.1642284748	-0.0162755456	0.008144852	0.0109833483	-0.0131902542	0.0025059258	-0.01662317	-0.0025794468	-0.0105860566	0.0016362397	-0.0095238893	-0.016804417	-0.0007735374	0.0167390539	0.0113601252	0.0110596306	0.0743939628	0.0114635564	-0.0339803051	-0.0364907189	-0.0251524305	0.0940848118	0.0440695428	-0.0078161046	-0.0884111294	0.1130842333	0.1126541864	0.1119386527	0.1109394454	0.1096590966	-0.000260002995077	0.0064162878097278	6.760155744901049e-08	4.116874925726157e-05	0.1417542321739944	0.025134083848883	0.0200942623392387	0.0006317221709226	-0.0366361804492072	-0.0289621104194423	0.0008388038399479	0.0013422097179068	0.0028169856373609	0.0007610247117919	7.935408081097595e-06	5.791586119580963e-07	0.0005560931139045	0.0001298984178711	1.6873598965440884e-08	3.092395513320032e-07	6.52167638754361e-05	-0.0001238450152597	4.253226290384387e-09	1.5337587804691162e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.522767789598	-1.2737909559238003	533663.5142589749	1.6225433993932696	901.113218511676	-0.8444523126588592	0.7130997083548958	812005.0325764716	540.3887085221771	-0.1818129058577824	0.0330559327364508	292019.95629826654	598.2775322260093	644.7547476374345	0.661302	22.348188	0.1113400757935833	0.0577702376020796	-0.0018853964	-0.0134018608	-0.0136388516	0.0084076565	0.0629887395	0.0222185414	0.0075805345	-0.0139315385	0.0035621247	-0.0079263351	0.0005919896	-0.0212114277	0.0083798009	-0.0047328628	-0.0118934131	0.0538281663	0.0008004998	-0.0231861828	-0.042801718	0.0118531768	0.0279795087	-0.0057007373	-0.093419016	-0.0492512358	0.0033612485	-0.0030635304	0.0101299497	0.053579963	-0.0542748636	0.0464407246	-0.0153343001	-0.1112821917	-0.0917051781	-0.0398439673	-0.0259155099	-0.0719683942	-0.0384757188	-0.0018388333	-0.0068170678	0.0263916851	-0.0224866637	0.0259931259	0.0221899089	-0.0276535623	-0.0360412277	-0.0010251747	0.0311023667	0.0211242775	0.0169197268	0.0327995972	-0.0210040113	0.0723486007	-0.001068575	0.092213047	-0.0312533181	-0.0689386506	-0.0762637489	-0.0617141312	-0.0362342094	-0.0031421648	-0.0106231594	0.0056968402	-0.0174799756	0.0088128127	-0.0110741698	-0.0062707778	-0.0355226233	0.0068989166	0.0215146033	-0.0010173691	0.0028602003	0.0033833608	0.0149915373	-0.0281261668	0.0186324029	-0.0250672296	-0.0104351439	-0.0873146049	-0.0128365594	-0.0114338975	0.070131654	-0.0060762804	-0.0533315936	0.112946559	0.1121045217	0.1107057733	0.1087572599	0.1062686577	-0.0063723182558277	-0.0061123152607507	4.060643995355498e-05	3.73603978468059e-05	0.1084596102834893	-0.0332946218905051	0.0117634870628463	0.0011085318468317	-0.0104146017582422	0.0262215786909649	0.0006875711890464	0.0001084639297827	0.0020489952209793	-0.0007679904163815	4.198381415596011e-06	5.898092796539831e-07	0.0004480280915946	-0.0001080650223098	1.167804904683918e-08	2.007291708578993e-07	2.7041003539685903e-05	-3.817576033575019e-05	7.312158724333054e-10	1.4573886772126375e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.1563165735262	1.6335487839281768	536052.8718985135	2.668481629473225	903.2934104381592	2.180191926483189	4.753236836302481	815938.9853410007	539.6715192224225	-0.7171892997546365	0.5143604916825458	291245.3486598375	597.5154909554565	651.7683986769936	0.8469379999999999	28.621597	0.0723128773509275	0.0481582570703437	0.0277555879	0.0040703362	-0.0254078198	0.0170246049	-0.0081781421	-0.020397353	-0.016293703	-0.018427609	-0.0179535823	-0.0174919595	-0.0785486803	-0.0748102507	-0.0093162491	0.0358204952	0.0296937386	0.0508273596	0.0316210659	-0.0286897826	-0.0117806987	-0.0396462842	0.0062433949	-0.0423513434	-0.1008336204	0.0032177304	-0.0663542031	0.0224677765	0.2185636215	-0.003261274	0.0818221974	0.0455709818	-0.0020219542	0.0465887536	-0.0420460861	-0.0443784692	0.0196317694	0.0879964296	-0.0002415845	0.0084632268	0.0085101656	0.0585660333	-0.0023953705	0.0049256129	-0.0401776684	-0.0430042443	0.0100359329	-0.0019619592	-0.0205964087	-0.1232921886	-0.0050223683	0.1105652537	0.0579969587	0.040471766	-0.0468763951	-0.1200038339	0.0377187628	-0.0983152344	-0.0192876258	-0.0135979739	-0.0072881185	-0.0176627271	0.0019917045	-0.0074839937	0.0040121611	-0.0083097662	-0.0223777238	0.0221631401	-0.0022553857	0.0028917833	0.0003516039	0.0214192766	0.0357929565	0.0466476656	0.0351418142	-0.0458990005	-0.0334040037	0.0079512792	-0.0235136348	-0.015314439	0.136999744	-0.0611097648	-0.1069455928	-0.0190491924	0.0383365823	0.1127630801	0.1113730231	0.1090689406	0.1058697418	0.1018016823	-0.0058264572983119	0.0005458609575158	3.3947604649052004e-05	2.9796418494006664e-07	0.0626688360091662	-0.0457907742743231	0.0039273830067437	0.002096795008642	-0.0064058859139493	0.0040087158442929	1.6069802720284945e-05	4.103537434253406e-05	0.0018899331585156	-0.0001590620624636	3.571847343656752e-06	2.5300739715205992e-08	0.0004532858195156	5.2577279210000005e-06	2.7643702891262988e-11	2.0546803417392912e-07	0.0003020717386509	0.0002750307351112	9.124733529157765e-08	7.564190525581481e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.629371614246	-0.526944959280172	535281.5374086564	0.2776709901107821	893.617745800367	-9.675664637792238	93.6184861830232	798552.6756093292	541.7819229517228	2.1104037293002875	4.453803900644561	293527.65203726647	597.0900133657311	656.4919850523072	0.886023	29.942427	0.2560604318516032	0.1361079702148413	0.0074215354	0.0056944005	0.0146934675	0.0527534837	0.0190301515	0.0565075949	-0.0213582318	0.0328811224	-0.0436227734	-0.0843426259	-0.0406860459	0.0086357746	0.0324886509	-0.0054629289	-0.0151851248	-0.0199254236	0.0696985896	-0.0122129235	-0.0941947887	0.0830297591	0.0598619508	0.0004704644	0.0618071053	-0.0611061942	0.0827437065	-0.1615718409	0.0666395105	0.0714316504	-0.0815722149	-0.0531493475	-0.0986058702	0.0380552724	0.118883872	0.0037290214	-0.0008247454	0.030845246	0.0512702359	-0.0139154587	0.0032519558	0.0165527087	0.0219384817	-0.0598923933	0.1279573188	-0.0214037067	-0.0565473961	-0.0646628769	0.0291665316	0.049419731	-0.0536953593	-0.0397343226	-0.1199376582	-0.13621201	-0.056009711	0.0242051704	0.1118340484	-0.0136155222	-0.003593105	0.0379805975	-0.0659781862	-0.0136516656	0.0157440867	0.0173180807	-0.0095679007	0.0068035117	0.0192491536	-0.0295840038	0.0086055138	-0.008646215	0.0082835746	-0.0014440723	-0.0149835266	0.004753278	0.0074465164	0.0086836134	0.1197638699	-0.0143886183	-0.0133972707	-0.0552245459	0.0061835522	0.1422238406	-0.0619906008	-0.0311614783	-0.0037506902	0.112533871	0.110460877	0.1070341271	0.1022956179	0.0963034222	-0.0003265870968363	0.0054998702014756	1.066591318199628e-07	3.0248572233079253e-05	0.1372558225079103	0.0745869864987441	0.0188391608123229	0.0055632185549638	-0.0798958788727475	-0.0734899929587982	0.0054007790650842	0.0063833514608487	0.0035800065981962	0.0016900734396806	1.2816447243128327e-05	2.856348231513815e-06	0.0004049842748434	-4.8301544672200026e-05	2.333039217720534e-09	1.6401226287043453e-07	-9.22492084800522e-06	-0.0003112966594989	8.509916465196134e-11	9.690561021517733e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.9181675290343	2.288795914788352	538635.8766291757	5.23858673955185	901.5985426043716	7.980796804004626	63.693117626810455	812879.9320263268	543.4996352236495	1.7177122719267572	2.950535449127782	295391.8534882401	601.0092647241322	658.9399511767605	0.7569129999999998	25.579269	0.0747521111190735	0.0424482093630902	0.001491291	0.0274551496	0.0051316129	0.0227522774	0.008444855	0.0286838732	-0.0210111862	0.0315511489	-0.0244316745	-0.0084213737	0.0008042742	0.0258805799	0.0437475862	-0.0295165289	-0.0062802228	-0.0596294664	-0.0387359521	-0.0322602252	-0.1185642486	0.0158327307	-0.0212241627	0.0265687949	0.0907151403	0.0382643005	-0.063175421	-0.0421597281	-0.0618692419	0.0184526529	-0.1982382702	-0.0210937669	-0.0452644137	-0.0032711283	0.0161799958	0.0714523536	0.0724107326	-0.0004217688	0.0943951754	-0.0418812651	0.0020369353	-0.0354216948	0.0327214368	0.03127101	0.0782790757	-0.0181745805	0.0224813165	0.0219398931	0.0247600899	0.0881015204	0.0274951779	-0.0584358749	-0.076049537	0.0316693301	0.0427737881	0.0763711255	0.0482351105	0.1047496974	-0.0673069345	-0.0698177441	-0.0310493819	-0.0149022782	0.0051435626	0.0128853953	-0.0097713943	-0.0003199849	-0.0054548622	-0.0237182591	-0.0003842928	0.0141906948	-0.0151489505	-0.0089102777	-0.003071473	0.0197886681	-0.0177626495	0.0459663405	0.0999748843	0.0246075248	-0.0285397937	-0.0558554854	-0.0421636882	-0.0216160816	0.0269582	-0.0156864381	-0.0779133971	0.1122590247	0.109369563	0.1046087577	0.0980580676	0.0898295767	-0.0046867352733528	-0.0043601481765165	2.1965487522489346e-05	1.901089212118016e-05	0.1549701585238239	0.0177143360159136	0.0240157500328991	0.0003137977004846	-0.0819199102940757	-0.0020240314213282	4.09670319452387e-06	0.0067108717025894	0.0028929697507727	-0.0006870368474235	8.369273978885859e-06	4.720196297176218e-07	0.0006056697442742	0.0002006854694307	4.0274657640660564e-08	3.668358391291748e-07	0.000116124672404	0.000125349593252	1.3484939540936318e-08	1.5712520528443152e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.4813508661213	0.5631833370869117	539462.8547701223	0.31717547117235	906.1395137976106	4.540971193238988	20.62041937782632	821088.8184653701	542.9519224248381	-0.5477127988114034	0.2999893099818209	294796.7900648274	600.6033277079418	662.8108345917883	0.732234	24.745268	0.1826099154135299	0.0952141950697196	-0.0128801348	0.0175747736	0.0018615357	-0.0260621923	-0.0024555669	-0.0299149592	-0.0013965592	-0.0240989338	0.0186671351	-0.0101991756	0.0007312216	-0.0403138993	0.0155044792	-0.0214626597	-0.0283482423	-0.0226277733	-0.0571607761	0.0061308079	0.0265561794	-0.0494119967	0.006088557	0.0795504115	-0.0634428893	0.0170540114	-0.0039813754	-0.0364257854	-0.0135876684	0.1095160504	0.0223981036	0.0215817535	-0.1176250242	-0.0598954488	-0.0953935881	0.0824216856	0.089981283	-0.0195986675	0.0442569912	-0.0238784217	0.0110274995	-0.03925595	-0.0129957953	0.024138025	-0.0232074585	0.0152494781	0.0391586003	0.0373280839	0.0036468918	-0.0562728796	-0.0390490903	-0.0805893651	0.0212074229	0.01467172	0.0184162599	-0.0620425007	-0.029269465	-0.085228104	-0.0730215697	0.0524019762	-0.0402409789	-0.0053700251	-0.0158138532	0.001307558	-0.0174678786	0.0040420618	-0.0020598036	-0.0235611508	-0.0266993964	0.0078551046	0.0132388219	-0.0007638993	0.0094875513	-0.008501227	-0.0148694655	0.0012707358	0.0279986892	-0.0046132003	0.021984864	-0.0203947642	0.037665335	-0.0714185718	-0.0299095038	-0.0260113336	-0.0273259873	0.1119386527	0.1081008511	0.1018016823	0.0931845731	0.082445728	0.0049278024171144	0.0096145376904672	2.428323666211852e-05	9.243933500141436e-05	0.0891293525902909	-0.065840805933533	0.0079440414931643	0.0043350117259771	-0.032379017301821	0.0495408929922547	0.00245430007847	0.0010484007614316	0.0019479238650335	-0.0009450458857392	3.794407383967049e-06	8.931117261525893e-07	0.0007102137650376	0.0001045440207634	1.0929452277378218e-08	5.044035920488833e-07	0.0002188083418469	0.0001026836694429	4.7877090461789864e-08	1.054393597025876e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.8010598718064	1.3197090056851266	541403.1997084736	1.7416318596864255	908.2571589816022	2.1176451839916126	4.484421125282871	824931.0668413313	541.5867150461572	-1.365207378680907	1.8637911868047927	293316.1699144875	600.9308882768061	669.3421092198763	0.8039269999999998	27.168087	0.1252161076720832	0.0662334945397863	0.002729575	0.0482018478	0.00192068	-0.0244449492	-0.0383059406	-0.0520071959	-8.71798e-05	-0.0160352242	-0.0212723768	-0.0102639465	-0.0955732473	0.0592537171	0.0133154224	0.0136182636	-0.0384776654	0.0372272466	0.0420353542	0.0068832614	-0.0166007191	-0.0135803096	0.0153201742	0.147303487	0.0443616019	-0.0769890286	8.61106e-05	-0.0150912502	0.0025542331	-0.0096646468	0.0467888539	-0.0304474905	0.039318188	-0.004825474	0.0255523201	0.0042794358	-0.028139981	0.0998468077	0.092805034	-0.0087478383	0.0205374345	-0.0100547579	-0.0430019789	-0.0124705243	0.0583638557	0.0127507909	-0.0825647441	-0.0038217871	0.1726656997	0.0201568372	-0.0261540289	-0.0451496932	0.0015592276	0.0145157134	0.0218167727	-0.0377086958	0.0322895942	0.0281116733	0.008463912	0.0980239321	0.0442920271	-0.0243740234	-0.0197280732	-0.0220029595	-0.0169244061	-0.0021577372	-0.0055151608	-0.0276138216	0.0351801541	0.0291338041	-0.0455648592	0.0195325154	0.0290814457	-0.0190318081	0.0143886479	-0.0044291205	0.0149744716	-0.0065333706	-0.0364654249	0.0607692383	-0.0416288298	0.1344022521	-0.027280436	0.0494766107	-0.0267873617	0.1115728848	0.1066567993	0.0986231436	0.0877067409	0.0742266768	5.099709908051864e-05	-0.0048768053180338	2.600704114628235e-09	2.3783230110003544e-05	0.094439459798167	0.0053101072078761	0.0089188115669696	2.8197238559137703e-05	-0.0820081517011743	-0.0496291343993533	0.002463050981229	0.0067253369454428	0.0012019831230048	-0.0007459407420287	1.444763427988372e-06	5.564275906183276e-07	0.000215091348219	-0.0004951224168186	2.451462076362915e-07	4.626428807866712e-08	0.0001518702857578	-6.69380560891e-05	2.3064583696155837e-08	4.480703352987498e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.3782788698272	-2.4227810019791605	537843.6999180701	5.869867783551145	903.3607269167588	-4.896432064843339	23.975046965626	816060.602935575	540.4585693881043	-1.128145658052972	1.2727126257837733	292095.4652250363	598.7056897212371	660.9138311423318	0.7567669999999999	25.574322	0.0840521794078592	0.0586995016738644	0.0070634729	0.0080322389	0.016159216	-0.0338443204	0.0230427548	-0.0031533995	0.0189609967	-0.0126646818	0.0200995339	-0.0348117619	-0.0258206294	0.0070621771	-0.0027564841	0.031281333	-0.0252571136	0.0532840823	0.0349595712	0.0109387271	-0.033414908	-0.0197374399	-0.087578319	-0.0027942651	0.0334102862	-0.0540390259	-0.0505584281	0.0382872743	0.0280341445	-0.0547298344	-0.0565137396	0.0382175139	0.0826061136	-0.0116507507	0.0545035261	0.0509241453	-0.1354397421	-0.073455423	-0.1962685453	0.0082205358	0.0201427554	0.0328151	-0.0300775851	-0.0003712935	0.0475627078	-0.0117420685	-0.0406700941	-0.031461356	0.079238876	0.0260664112	0.1101312384	0.0249080923	0.0200868062	0.0379573395	0.0361985396	0.0519793911	0.0389463343	0.0261959354	-0.0392968191	-0.0625360361	0.0977252562	-0.01172895	-0.0300349456	-0.0155680029	-0.0116086675	0.0126588036	-0.004891248	-0.0209267925	-0.0009343149	0.0125618079	-0.0047249044	0.0124005617	0.0187101081	-0.0347899898	0.0059849302	0.0040469772	-0.0062736922	-0.015767519	-0.0162251546	-0.0490284544	-0.0653079946	-0.0045245402	0.1407799444	0.0220226097	-0.0478667642	0.1111618695	0.1050397497	0.0950847397	0.0816600968	0.0652556849	2.991545703423526e-05	-2.1081642046283378e-05	8.949345695671758e-10	4.4443563136762314e-10	0.0749648729992173	-0.0194745867989497	0.0056197321837887	0.0003792595309898	-0.027202333683661	0.0548058180175133	0.0030036776885687	0.0007399669578372	0.001146967901918	-5.501522108679997e-05	1.3155353680301788e-06	3.026674551229479e-09	0.0002886255087044	7.353416048539997e-05	5.4072727582925586e-09	8.330468427487367e-08	0.0002183347631726	6.646447741479999e-05	4.7670068809635335e-08	4.4175267580224574e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
