global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
762.8065642507067	n/a	581873.8544639676	n/a	728.9638286130182	n/a	n/a	531388.2634261498	530.7097776684858	n/a	n/a	281652.86811293365	548.4539210824903	726.0792070916119	n/a	n/a	n/a	n/a	-0.0708551236	0.055749447	-0.0783864503	0.0498660304	0.2253777113	0.0816676587	-0.0862222624	0.0598573439	-0.1611890244	0.0831405278	-0.0456941863	-0.0135349383	0.0509887886	-0.0032119158	0.0832439391	-0.2044229541	-0.0513665659	0.0265951986	-0.0593852008	0.0338587702	-0.0858137871	0.0941038711	-0.0465661982	0.0529717917	-0.0633337683	0.0606535359	0.0556269653	-0.132218674	0.0014336436	-0.0771869746	0.0201002791	-0.0223669811	0.0043910684	-0.1285913794	0.0043574107	-0.031451298	0.0453363403	-0.0254777413	0.0458021743	-0.0275772674	0.1638684279	-0.0521175201	-0.1056372311	0.0707013082	-0.0691209866	0.0465981468	0.0227597882	0.0680328895	-0.0471407824	0.0327657561	-0.0452481475	0.0140736292	-0.0621701982	0.0239523256	-0.1748861262	0.1915476513	-0.1778580275	0.0547140297	-0.0685938757	0.0091903226	-0.0225858466	0.0552108112	-0.0224021566	0.0404859633	-0.0191603396	0.009916958	-0.1523151373	0.1408953288	-0.0575909936	0.0337751589	-0.1034563203	0.0955742952	-0.0835068105	0.0209053404	-0.053995967	0.0739891396	-0.0467628192	0.0598032312	-0.0651226188	0.1772028288	-0.0915123377	0.089002237	-0.0071494601	0.0426177189	-0.0144039382	0.2403490255	-0.056619434	0.0839628994	-0.0104327336	0.0481935797	-0.0891223725	0.0145364319	-0.0505650082	0.0285096341	-0.0532552771	0.1589037628	-0.057553606	0.0159266929	-0.0437706668	0.0090667844	-0.0235567576	0.0681134153	-0.0007846466	-0.0243361252	0.0070633717	-0.1963213814	0.1132219634	0.1132047441	0.1131760472	0.1131358755	0.1130842333	-0.0167121339391229	n/a	n/a	0.0002792954207991	0.150919729815655	n/a	0.0227767648476303	n/a	-0.1868386713156411	n/a	0.0349086890989941	n/a	0.0068770367307897	n/a	n/a	4.7293634196630686e-05	-0.0013521261230984	n/a	n/a	1.8282450527651093e-06	-3.1850649830553884e-05	n/a	n/a	1.014463894628562e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.569416819636	-2.2371474310707526	578465.8378013612	5.004828628346468	715.9887818632454	-12.975046749772789	168.35183815878935	512639.93575401406	530.5678069512305	-0.1419707172552762	0.0201556845579775	281502.19777303824	547.4589374550694	730.2336943906896	1.146993	31.371996	0.3587090777385116	0.2094913521563196	-0.1600936478	0.0997124885	-0.1533572416	0.0153514764	0.05143772	0.2017962718	0.0043420847	-0.0187850669	-0.0222365489	0.0148619247	-0.0620660609	-0.0026382825	0.0452559471	-0.0181187392	0.2054915658	-0.1311278186	-0.1871045782	0.1057265826	-0.0570855405	0.1227732916	-0.0956491622	0.1557898921	-0.0288122249	0.0128871787	0.0470751876	0.0414198839	0.071704546	0.0263460751	-0.0091983339	-0.0102911297	-0.1133514456	0.0962283941	0.069945885	-0.0667431715	-0.0285926109	-0.0273754163	0.0667439683	0.0691333006	0.1820822285	-0.1074831771	-0.0650849416	0.1779802106	0.0283183725	-0.0182461389	0.0826391574	0.0960402293	-0.0685213997	-0.1021450616	-0.064148207	-0.022511175	-0.0194332903	-0.0811683532	-0.0778419784	0.2054754607	-0.138794765	0.1907024172	-0.0853190132	-0.02058594	-0.1137605691	0.1275869606	-0.0787511635	0.017058907	0.0321583818	0.0785032181	-0.0444374132	0.0681339451	0.0167328144	-0.0981641583	-0.02744335	-0.0481722585	0.0145183391	0.1162332819	0.0456756754	-0.119579921	0.1777465232	0.0994691725	0.1614131786	0.0119249897	0.0976256508	0.0598066644	-0.0013674609	-0.1243619543	-0.0558936347	0.0299624824	-0.0999286437	0.3124829945	-0.1769897204	0.0694982087	0.022294472	0.0451911613	0.0652949436	0.131937274	-0.0493799865	-0.0926924084	0.011853869	0.0466299283	0.0636585297	0.1348826794	0.0229732766	-0.1813642838	-0.0858549302	0.0264928348	-0.0956817801	-0.0511948747	-0.1484426041	-0.0326324731	0.1131760472	0.1130211256	0.1127630801	0.112402146	0.1119386527	-0.0313184951075271	-0.0146063611684041	0.0002133457865818	0.0009808481358001	0.1803951798957541	0.0294754500800991	0.0325424209296214	0.0008688021574244	-0.2189080623830221	-0.0320693910673809	0.047920739776289	0.0010284458434326	0.0104369491590369	0.0035599124282471	1.267297649678887e-05	0.0001089299077483	-0.0029239642149507	-0.0015718380918523	2.47067498699788e-06	8.549566730312262e-06	-0.0005512576381836	-0.000519406988353	2.697836195499815e-07	3.0388498365576085e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.3447862040341	-2.224630615601882	575086.8147628421	4.948981375873208	709.3407064306325	-6.648075432612927	44.19690695771156	503164.2377995088	530.4329475492782	-0.1348594019523261	0.018187058294939	281359.1118458153	547.6736394032142	715.7432050682517	1.218294	33.322174	0.0967440429868962	0.0404523229921455	-0.1319370818	0.0258167973	-0.1915092906	0.119454886	0.1133069746	-0.008451547	0.0953950172	0.0949058083	0.0227436007	0.0870057801	-0.0245463718	-0.0510000198	0.0562486652	-0.0504195004	0.1230914581	-0.2496135943	-0.0430671544	0.1924211336	0.0460680678	0.1061748902	-0.0413745048	0.1664752207	-0.0916364408	0.0340247179	0.0364113716	-0.2328514696	-0.0061165312	-0.0690697492	0.0600241042	-0.0514681126	0.0931987237	-0.0940912737	-0.0893980918	-0.0185792791	-0.1575919648	-0.0593394779	-0.0782796368	-0.1139335263	-0.1237035524	-0.0719665207	0.033807795	-0.0124721528	-0.0177729163	-0.0583210803	-0.0444549431	0.0656503716	-0.00901035	0.0002457616	-0.0178718789	0.0744949615	-0.051327392	0.043922659	-0.0520213382	0.0279813408	-0.2032109445	0.265086158	-0.0291088663	-0.1105228148	-0.0293231775	0.1915956596	-0.0048110692	0.127947419	0.1712618526	-0.0549012114	0.102099754	0.0515383185	-0.0805224554	0.1669851868	-0.0043045646	0.0751206254	-0.1096482253	-0.0409133183	-0.1189949557	-0.0111817138	-0.0630890345	-0.1414960485	0.0714538306	-0.0200120524	0.0044981434	0.0090685506	0.0836485103	-0.0337843866	-0.0140337998	0.0671856112	-0.0276313354	0.3318807661	-0.1178260733	0.198229605	0.0247687537	-0.1067893467	-0.023324727	0.0335283603	0.0233403695	0.0062471156	-0.0546594348	0.0981628582	-0.0647029736	-0.0001556335	0.0034871026	-0.1434908993	-0.267438328	0.1186507489	-0.0861598863	-0.1390551729	0.0917648746	-0.0170807746	0.1130842333	0.1126541864	0.1119386527	0.1109394454	0.1096590966	-0.0503058482941014	-0.0189873531865743	0.0003605195810317	0.0025306783725891	0.1646198167477024	-0.0157753631480516	0.0270996840660471	0.0002488620824529	-0.2450918447806174	-0.0261837823975953	0.0600700123779662	0.0006855904606446	0.0102171407235679	-0.0002198084354689	4.831574830332935e-08	0.0001043899645651	-0.0032228955039628	-0.000298931289012	8.935991555043565e-08	1.0387055429463629e-05	-0.0003540464775712	0.0001972111606124	3.8892241870089855e-08	1.2534890828057421e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.0278117619607	0.6830255579266122	576123.2190281504	0.4665239127809599	717.0680398283333	7.727333397700818	59.71168143922247	514186.5737432482	529.8135795470603	-0.6193680022179251	0.3836167221714237	280702.4290724692	547.6548396818918	724.7754941663555	1.231319	33.678432	0.250274175471299	0.1555247494998738	-0.1316513055	0.1561194369	-0.1386312577	0.0238229829	0.1479992362	0.1025411815	0.0063871751	-0.0020242547	0.0654162738	0.0778897738	-0.0312844678	-0.0279757912	0.0474662653	-0.1211768687	0.2270186626	-0.0660100646	-0.0053858515	0.0423259045	-0.0132957728	0.1946877358	-0.0965158438	0.1062634664	0.0113067816	-0.0848284755	0.0880067197	-0.013528774	-0.0412734316	0.0632813885	-0.0288151712	-0.0189798363	-0.1084571023	-0.1373263861	-0.1917344362	-0.0342094698	-0.0990973208	0.0954966387	0.0171181795	-0.0364602983	0.0450442561	0.1207407301	0.1732904703	0.078973203	-0.0195632865	-0.0514859072	0.1449788276	-0.1444153052	0.0259812059	0.1328542507	-0.0321811171	0.0747576429	-0.0603922395	0.0605010795	-0.1607973745	0.1346312691	-0.1699716646	0.0189913612	-0.0293346275	-0.0344941393	-0.1589270336	0.1411350544	0.0237606583	0.0192799923	0.0959398452	0.0205175231	-0.0882917358	0.0132865746	0.0757672469	-0.0712160573	0.007947213	-0.1848438887	-0.1201303792	-0.0596215469	-0.0172982839	-0.0002019276	-0.1487679247	-0.039296207	0.0588930017	-0.1120301952	0.1774739762	0.1194337441	0.0609493461	0.0505550157	-0.0458665583	0.0205607436	-0.0660347976	0.3196119803	-0.0793750165	0.0215397449	0.0122318705	0.026105474	-0.0552345847	0.147227821	-0.0014043519	0.0197561719	-0.0455094441	-0.0602257979	0.0870602084	0.0486563423	-0.138031861	-0.0764889203	0.0511135541	-0.1150417928	0.0902935639	0.12167214	0.1181650714	-0.0372180991	0.112946559	0.1121045217	0.1107057733	0.1087572599	0.1062686577	-0.0333343037990232	0.0169715444950782	0.0002880333225484	0.0011111758097655	0.1760248705924851	0.0114050538447826	0.0309847550671011	0.0001300752532023	-0.2245886795868443	0.0205031651937731	0.0504400749985622	0.0004203797829631	0.0076324527577588	-0.0025846879658091	6.680611880598382e-06	5.825433509941991e-05	-0.0020398748879071	0.0011830206160556	1.3995377780128077e-06	4.161089558314004e-06	-0.0006142261344597	-0.0002601796568885	6.769345385861763e-08	3.7727374425330564e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.0616023173055	0.0337905553448081	576174.5161125152	0.0011418016305105	705.4700655937195	-11.597974234613844	134.51300634676656	497688.0134488069	530.3007920439987	0.4872124969384686	0.2373760171730172	281218.9300424924	546.9726621911161	715.4399532766903	1.427748	39.051056	0.561204057792404	0.3038904010936061	0.029343632	0.0266999281	0.0536290614	0.0432206342	-0.0473926038	-0.0447585822	0.0485681104	0.0210216559	-0.0387478152	-0.0474823305	0.0174973217	-0.0222248389	-0.026838862	-0.0661820077	0.0075537057	-0.0486276894	-0.0184061507	-0.0338947256	0.080524614	-0.0071117991	0.1335359812	-0.0798998803	0.0242944196	0.019523998	-0.1302553093	-0.0085712455	-0.0642501082	-0.0407693896	-0.0207330672	0.0494544148	0.0242718017	-0.0593006539	0.0843170271	-0.0715623533	0.0322894549	-0.2231092496	0.1105194549	0.1079367738	0.021914842	0.1243785991	-0.0494995637	-0.1018733337	0.1390465507	0.0646281733	-0.0758504006	-0.0254812997	-0.1850567389	0.0993118619	0.0165280565	0.0031663688	0.0145404783	0.0259032841	0.0259383133	0.0623441105	-0.0033396702	0.0585908628	0.0852340209	0.0040603424	0.1104862254	-0.0154501788	0.0638602711	-0.0737674676	-0.1385032683	-0.1562510626	0.0677529491	0.0212157443	-0.0059085002	0.1025980084	-0.0939889655	0.0020959675	-0.0683249107	0.0778927926	0.043370179	-0.0870777549	-0.0121894362	0.1624194378	-0.0165199381	0.1494979985	-0.1984996228	-0.109008977	-0.0397380963	0.0802294893	0.0031952684	0.0153950553	0.014410521	0.0159185541	0.0149680179	-0.0055817908	-0.0203521391	0.1205164322	0.0578805846	-0.1178814315	-0.0358409067	0.0442413924	0.0333370959	-0.0337013413	0.0621560231	-0.1339576282	0.0286572766	0.1379385002	-0.0264432339	-0.0410781215	-0.051315039	-0.0626061698	-0.0188432157	-0.0279643172	0.1127630801	0.1113730231	0.1090689406	0.1058697418	0.1018016823	-0.0025743843401784	0.0307599194588448	0.0009461726451146	6.627454730955776e-06	0.0941665442674377	-0.0818583263250473	0.0088673380592713	0.0067007855887379	0.0095495277549275	0.2341382073417718	9.119348034213065e-05	0.0548207001372185	0.0048681225698824	-0.0027643301878764	7.641521387604772e-06	2.369861735539842e-05	-0.0012891182017904	0.0007507566861166	5.63635601748929e-07	1.6618257381873149e-06	0.000159639084882	0.0007738652193417	5.988673777067776e-07	2.54846374219624e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0
759.0721682819169	0.0105659646113736	576190.5566602107	0.0001116396081687	717.4862440043482	12.016178410628754	144.38854359606057	514786.5103354671	531.5856882731119	1.2848962291132011	1.6509583195893238	282583.3439767981	549.1121343033277	715.3350874253815	1.281619	35.05423	0.3531207944964296	0.1837576801347238	-0.0661374875	0.1294139677	-0.0990797505	-0.0347030826	0.1314443042	0.0598948418	-0.0526764283	-0.0358141883	0.0511833377	0.0718139962	-0.0463079315	-0.0210306824	0.0255453425	0.0268857849	0.1574216809	-0.0673274397	0.0991162028	-0.0508049005	-0.1374291346	0.0093303975	-0.2544801876	0.0140853501	-0.0142354641	-0.008803674	0.0266048751	0.1882035127	-0.0693241309	0.167168573	-0.20457918	-0.0011121074	0.0070929489	-0.0429698841	0.0961956944	0.2042178011	0.134508187	0.0609095548	-0.0625290275	0.1595514795	-0.068765909	0.2003094022	-0.1934637887	0.0525428266	-0.0430574218	0.1479258937	0.0028236138	0.0639409188	0.1207902987	0.0389898573	-0.0522719268	0.0209475875	-0.0193514479	-0.0144245036	-0.1249284958	0.0192488082	-0.1708571357	-0.0476023224	-0.1209664485	0.0458211393	-0.1116411451	-0.141306937	-0.0838245554	0.0203707409	-0.0647021326	0.0265231273	-0.1292142578	0.0359579301	0.2580932107	-0.2680459776	-0.1617302889	-0.0186889276	0.12121883	-0.1063101909	0.0355043703	-0.0651814484	-0.1505985437	0.0337370138	-0.242180185	0.0065800161	-0.0048557089	-0.2121413472	0.0706230534	-0.1785611766	-0.0330609797	0.0045661589	-0.0362913324	0.1723550402	-0.0543199693	-0.1136467743	-0.0133317155	0.0415255023	-0.0645394614	-0.0089190509	0.0330556102	-0.0093113966	-0.126374119	-0.1012212662	0.0122129765	0.0793965246	-0.0342714249	0.1129483314	0.2788673316	-0.2222671531	0.2049791927	0.4013711336	-0.2234616663	0.3272761099	0.112533871	0.110460877	0.1070341271	0.1022956179	0.0963034222	0.0044261085295147	0.0070004928696931	4.900690041862394e-05	1.959043671504278e-05	0.1527087046234214	0.0585421603559837	0.0233199484677633	0.0034271845391457	-0.1085691161046753	-0.1181186438596028	0.0117872529717504	0.0139520140272316	0.0070878586149421	0.0022197360450597	4.927228109737278e-06	5.023773974540894e-05	-0.000752201778351	0.0005369164234394	2.882792457589572e-07	5.658075153544068e-07	0.0007921765646059	0.0006325374797239	4.001036632554632e-07	6.275437095108057e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.3984444223511	-1.6737238595658257	573652.4036133973	2.801351558079923	703.8785480301956	-13.607695974152648	185.1693897249702	495445.0103770964	531.0793117674473	-0.5063765056646616	0.2564171654891531	282045.2353873855	547.9433802839393	708.1954904477736	1.177761	32.213535	0.2694542292562517	0.1392433115822212	0.0061984897	0.0799879606	-0.0021122992	0.0025619831	-0.0710154067	0.1128238946	0.034457721	0.0095886937	0.0754357361	-0.0515926049	-0.0125248591	-0.0227332741	0.0464355524	-0.0107768272	0.0681481759	-0.0424361191	-0.0743404227	-0.0074464092	-0.0885368195	-0.1581552082	0.0008108261	0.0127235508	0.015592093	-0.043678558	0.0923739437	0.0045638951	-0.0280130232	0.0301805199	0.0211932265	0.1549368685	-0.1489306384	-0.0109885575	0.0854718002	-0.0252624842	0.1340402434	0.1031147748	0.0446855374	0.0218776575	0.0834009063	-0.1156706976	-0.0473044289	-0.0292005885	0.050014053	-0.1215360634	-0.1099279	-0.1018075312	-0.032151087	-0.0012050052	-0.011636029	0.0160208278	-0.0305697039	-0.0558201004	-0.0313724142	0.1063753757	-0.0246699459	0.023089433	-0.0356893086	-0.0292055396	0.0693710843	-0.125336975	0.0813722299	0.0904863435	-0.0119220792	0.0525582646	-0.0491911075	0.0164208863	0.0372620118	-0.0366774425	0.0245141169	-0.1655861087	0.1030507015	0.0520394075	0.1531491167	0.0506697527	0.2553911945	0.0603000937	-0.0107162468	-0.0534689807	0.0555539084	-0.0396985356	-0.0649156599	0.1347648124	0.0013500256	0.0213741215	-0.027909212	0.053207098	-0.033752226	-0.0124206746	-0.0238543025	0.0625665325	0.0925576073	0.0120809413	-0.1021526439	0.0241112028	0.097055526	0.0880575845	-0.0468693598	-0.0659355709	0.0707385405	0.1180197807	0.0042892954	0.0187528316	-0.0537883585	0.1366855974	-0.0515345793	0.0415325485	0.1122590247	0.109369563	0.1046087577	0.0980580676	0.0898295767	0.0042058888897997	-0.000220219639715	4.8496689716204583e-08	1.768950135334055e-05	0.1074871876911771	-0.0452215169322443	0.0115534955177583	0.0020449855936532	-0.0252562208653728	0.0833128952393025	0.0006378766924004	0.0069410385131549	0.0053210546366077	-0.0017668039783343	3.121596297858261e-06	2.8313622445764305e-05	-0.0002839337936164	0.0004682679847345	2.192749055274035e-07	8.061839915740046e-08	0.0002132565787751	-0.0005789199858308	3.351483499943337e-07	4.547836839086043e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755.1845225503171	-2.213921872034007	570303.6630995503	4.901450055470561	698.2417020962156	-5.636845933979998	31.77403208342684	487541.4745462202	529.7245760444404	-1.354735723006911	1.835308879191058	280608.1264654621	546.3258989084586	699.2892888110292	1.193191	32.635567	0.1334675393318588	0.0923590099897352	0.077449471	-0.0783657598	0.0332504515	-0.0006331108	-0.081190777	-0.0831562222	0.1267912376	-0.0045494204	0.0769498149	-0.008773925	-0.0142404337	0.022653696	-0.052544463	-0.0548207704	-0.0668912789	0.049784082	-0.0048180403	-0.0473209665	0.0822709523	-0.0709806475	0.0712759424	-0.004013591	-0.0736551716	-0.039579533	-0.0663952482	-0.1283823307	0.1979213374	-0.1358012148	0.0247549325	0.0527027417	0.1041189805	-0.0866592257	-0.039378489	0.2093288498	-0.008001005	0.0468603845	-0.1427688756	0.0966908416	-0.0830672388	-0.0505699863	-0.0877701409	-0.0865425208	-0.0773556361	0.0031790631	-0.0717189815	-0.1098045456	0.0241999408	0.0414865252	-0.0158573854	-0.0247285872	0.0433059439	0.0553938989	0.0507132751	0.0003935852	0.1093647251	-0.0027579087	0.0618247131	0.0133174766	0.1649195026	0.0314199823	-0.0423517064	-0.0119795473	0.0265754315	-0.1733873181	0.0196021205	0.0273470038	-0.1386721527	0.0569709476	0.0096726914	0.1081929765	0.1177856633	-0.1914106404	-0.0950539498	-0.0596927399	0.0897465516	-0.0287809961	-0.0451535142	-0.2321406979	-0.0436240432	-0.1478512478	0.0554319243	0.0450467248	-0.0223768422	-0.0041684974	0.0148287642	-0.0688337068	0.0298026115	0.0378284837	-0.073138627	-0.1449021811	0.0952263184	-0.1285512906	0.0274246242	-0.0268818087	0.0594492629	-0.03550702	0.0266461877	-0.0531186681	0.0012734472	0.1249330612	-0.0539054612	0.1377061834	0.0668867652	-0.0331770076	0.0869166774	0.1380434951	0.1119386527	0.1081008511	0.1018016823	0.0931845731	0.082445728	0.0031504482101354	-0.0010554406796642	1.1139550282902388e-06	9.925323924745346e-06	0.1105855954693311	0.0030984077781539	0.0122291739253065	9.600130759725187e-06	0.0461175487406677	0.0713737696060405	0.0021268283018478	0.0050942149877761	0.0043600337136902	-0.0009610209229175	9.235612142852038e-07	1.900989398451516e-05	-0.0003742715751258	-9.033778150939996e-05	8.160914768040086e-09	1.4007921194714736e-07	0.000105816857842	-0.0001074397209331	1.1543293634182409e-08	1.1197207403554037e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.237708951562	2.0531864012449432	573408.9478582105	4.215574398257161	705.1735911698177	6.931889073602065	48.051086128723696	497269.7936833371	530.571042485048	0.8464664406076281	0.7165054350749472	281505.6311236706	547.3439126701948	700.4733731913099	0.996293	27.250116	0.0770384554328918	0.0375010649507033	0.0581696829	-0.0474699067	0.0448637938	-0.1006277482	-0.0087087194	-0.0718858883	0.0070876762	-0.0385030685	0.1294657779	-0.0792775403	0.0188505821	-0.0380289983	-0.032836848	-0.0635674169	0.0196876962	0.0931421065	0.1368863891	-0.0056004982	-0.0414256783	-0.0137601227	0.0405424186	-0.0507120412	0.0202695184	-0.0094007929	0.0787573028	0.0427035534	-0.0437955052	0.0399084764	-0.0774047345	0.1345489788	0.0849260208	0.0885734906	0.0488683467	-0.0030087093	-0.0301493864	0.016543446	-0.0305210244	0.0690982678	-0.1107548044	-0.1293047122	0.075630877	-0.1567926236	0.1467633741	-0.0074622484	0.0589453701	-0.1749504746	-0.0059293407	-0.067394144	0.021670194	0.0379162722	0.0432551877	0.0473102346	-0.0889659437	-0.0292482288	0.0582701169	-0.1044398204	0.0227493081	-0.0655220443	0.0750695248	-0.0210747591	0.0271196289	-0.0454001172	-0.0480170311	-0.0240392305	-0.0389254282	0.1067237705	0.1643650192	-0.0517911392	0.0832001132	0.1019138013	0.0556559886	0.0643739298	0.0373101618	0.009313477	0.0946871949	-0.1008988185	-0.1273337456	-0.0882562831	-0.121441398	-0.0003432949	-0.0548091333	0.1378049064	0.0065934456	-0.0005021241	0.0423246057	-0.0724341218	0.0902701184	-0.1540180108	-0.0342759022	-0.0399183243	-0.0159904035	-0.096521705	0.009302824	0.0235526836	-0.0588576193	-0.0526669121	-0.0440123162	0.0143011609	0.0970593459	0.0568924923	0.0438428496	-0.0245334087	0.0672004337	0.0302427966	0.1577460312	-0.0016766683	0.1115728848	0.1066567993	0.0986231436	0.0877067409	0.0742266768	-0.0030448008963475	-0.0061952491064829	3.8381111491377176e-05	9.27081249839854e-06	0.1080508609632318	-0.0025347345060992	0.0116749885548956	6.424879016410453e-06	0.0715239422398923	0.0254063934992245	0.0051156743135354	0.0006454848306374	0.0040866378096263	-0.0002733959040639	7.474532035891733e-08	1.6700608587067242e-05	-0.0007107801786876	-0.0003365086035618	1.132380402711127e-07	5.052084624151766e-07	0.000353953916638	0.000248137058796	6.157199994792958e-08	1.2528337510338025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.5104843941174	0.2727754425553712	573822.1339670103	0.0744064420612786	703.5073610831952	-1.6662300866224768	2.776322701565946	494922.6070982412	530.573375378902	0.0023328938540316	5.442393734178791e-06	281508.1066609613	547.642158457551	699.2902804534575	0.966203	26.427105	0.1568177150126931	0.0759137010600406	0.0559206942	-0.0169428082	0.0616634413	-0.0276433386	-0.0925551387	0.07928432	0.0314317915	0.0244837821	0.0180389929	-0.0046852344	0.0187187491	-0.0198752663	-0.036153444	-0.0687457806	0.0197525139	0.0756230775	-0.0379348189	-0.0280800351	0.0214714132	-0.0934612455	0.1001497921	-0.0754567104	0.1163004694	-0.1161864251	-0.1306759849	0.0267905363	-0.0419800153	-0.065206592	-0.0458936897	-0.0438402453	0.0503831566	0.1027595978	0.1771538017	-0.2143137723	0.2083099539	0.0493670794	0.0942697424	-0.0717045827	0.0575368426	-0.0784326414	-0.0806777501	-0.0538839888	-0.1976533315	-0.0045434459	-0.0712761851	-0.0966153537	0.075087116	-0.0257987928	0.0161433377	0.0116485133	0.0317378861	0.016411226	0.0004936205	0.0831666606	0.0720929064	-0.0424220452	0.0951272456	-0.0097870664	0.024879418	-0.1143524709	0.119281999	-0.1110199164	-0.042286694	-0.0332117795	-0.0184841583	-0.1007636852	-0.0902299939	-0.1054983962	-0.038288733	0.1003035539	-0.0270957028	0.1042449249	0.0997820805	0.2124925785	0.1149201554	0.066902829	0.03813726	0.0808689512	-0.0284632862	0.0367762068	-0.0135545188	0.0865923689	-0.0163786425	-0.026261153	0.0251633939	-0.0918990746	0.100794849	-0.1148845077	-0.0131708411	0.0845851076	0.1224814482	-0.0329965875	-0.0190379992	0.053135653	0.0211635877	-0.0719792261	0.0810380809	0.0291009387	-0.0236897443	0.1183809093	0.0972864069	-0.055617915	0.0013070617	0.0357123542	-0.0011437961	-0.1443784392	0.1111618695	0.1050397497	0.0950847397	0.0816600968	0.0652556849	-0.0034047529540544	-0.0003599520577069	1.2956548384743162e-07	1.1592342678142164e-05	0.0618351788408233	-0.0462156821224085	0.0038235893422766	0.0021358892740395	0.0640041120520464	-0.0075198301878458	0.0040965263595709	5.654784605403845e-05	0.0031219862506567	-0.0009646515589695	9.305526302224792e-07	9.74679814928948e-06	5.705507709463653e-05	0.0007678352557822	5.895709800221727e-07	3.255281822274918e-09	0.0006759121147808	0.0003219581981428	1.0365708135135845e-07	4.5685718690745333e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
