global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33
782.7799160940423	n/a	612744.3970401959	n/a	923.1399025890707	n/a	n/a	852187.279752159	579.3633045687617	n/a	n/a	335661.83868083573	582.3762704773351	722.4897077738206	n/a	n/a	n/a	n/a	-0.0238247369	-0.0197914408	0.0084673727	0.0156217973	0.0050767235	-0.0041793635	0.0209501725	-0.084445605	-0.0110826778	-0.0017073881	0.0042891106	-0.0024425278	0.0004950657	-0.0052828443	0.0066270553	-0.0029343658	0.0168934358	-0.0131187331	0.019043985	-0.0243259596	0.0200962209	-0.0443079985	0.0235085865	-0.06630542	0.0205037662	-0.0249002765	0.0505051199	-0.0022156403	-0.1067780512	0.0608515243	0.0982745198	-0.0109473934	-0.0009946207	0.0079520603	-0.0032907637	0.0039200872	-0.0047400459	0.0016497767	-0.0031325685	0.0257770373	-0.0008588091	0.01304528	-0.0433122652	0.0247001969	-0.0459296358	0.0066833748	-0.0743839914	0.042308437	-0.0339209692	0.0328715089	-0.0412906318	0.0053931534	0.1077706875	0.0105929019	-0.0135146718	0.0206425788	-0.0127452643	0.000872985	-0.0058892013	0.0011522058	-0.0045267726	0.0055133121	-0.0031702766	0.0210253172	-0.0096238083	0.0061321743	-0.0019322821	0.0185744505	-0.0192054262	0.0132863001	-0.0118425423	0.0164153374	-0.005417041	0.0324377718	-0.0296977314	0.0084640064	0.0095928524	0.1132219634	0.1132047441	0.1131760472	0.1131358755	0.1130842333	0.0246110083275112	n/a	0.0006057017308968	n/a	0.051568463102825	n/a	n/a	0.0026593063867874	-0.0117875048398587	n/a	0.0001389452703496	n/a	-0.0013700233368395	n/a	n/a	1.8769639434848384e-06	0.0002858910417344	n/a	n/a	8.173368774398044e-08	0.0001596959963322	n/a	2.5502811244534037e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780.1001922855874	-2.6797238084549235	608556.3100040103	7.18091968960016	919.3886698517352	-3.7512327373354992	14.071747049657583	845275.5262517431	579.4432330720762	0.0799285033144769	0.0063885656420923	335754.4603530204	582.5909315960379	700.4166457529013	0.677125	25.012705	0.1362456817532093	0.0748423879549203	0.0092861672	-0.0094628293	-0.0122130311	-0.0005579953	-0.0266415671	0.0149160019	0.0157332663	0.0065852194	-0.0128041773	0.0052055288	-0.0048692895	0.0208108182	0.0008378341	-0.0062062073	0.0276417107	-0.0009147531	-0.02864878	-0.011934829	-0.0124242589	-0.0181558584	0.0139248683	-0.0351228324	-0.0312281854	0.0486332623	-0.0690490077	0.0960652803	0.0328710667	0.0906328525	-0.0433867245	0.0026099306	0.057405255	-0.0137658208	-0.0067389273	-0.0043068755	0.0192137496	-0.0009194244	0.0096206695	-0.0209655324	0.0112689537	-0.0250553604	0.0004051726	-0.0246760687	-0.003897092	-0.0085324407	-0.0323007331	-0.0018690345	0.0218044065	-0.0818894977	0.0997843642	-0.0105092297	-0.0702499053	0.06952111	0.0450334934	0.0018434168	-0.0012157476	0.0036747142	-0.0138263659	0.0132165488	-8.59913e-05	0.0023828097	-1.84147e-05	-0.0154465021	0.0046548823	0.017179478	0.0118679481	-0.026540002	-0.0008261712	0.0064778346	-0.043674006	0.0121209717	-0.0040381295	0.0568314777	0.0073803809	0.0395497066	0.0034570282	0.0463830545	0.0162262704	0.1131760472	0.1130211256	0.1127630801	0.112402146	0.1119386527	0.030798392032338	0.0061873837048268	0.0009485409517775	3.8283717110756247e-05	0.0502612301870328	-0.0013072329157921	1.7088578961305703e-06	0.0025261912599138	-0.052872722442359	-0.0410852176025003	0.0027955247784667	0.0016879951054448	-0.0004679367117187	0.0009020866251208	8.137602792218348e-07	2.1896476617410974e-07	-0.0002861022183051	-0.0005719932600394	3.27176289530615e-07	8.18544793190991e-08	0.0004389330617737	0.0002792370654415	1.9266223271803478e-07	7.797333871638055e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780.8577967053805	0.7576044197930969	609738.8986755813	0.573964456890035	922.7629416449952	3.374271793259936	11.385710134789626	851491.4464733248	579.5043266124718	0.0610935403956318	0.0037324206780727	335825.2645625744	582.6439144481997	706.9348090046403	0.604514	22.330479	0.1307966092597787	0.0774120494674449	-0.0092981331	-0.0186053938	-0.0039189021	-0.0006785718	0.0119332457	0.0211365671	0.0112358095	0.001604646	-0.0114526966	-0.0114199396	-0.0087464382	0.0047905804	-0.016089314	-0.0072671612	0.0279520461	-0.0089695203	0.0065666684	0.0302311398	0.0028275424	0.0084869551	-0.0006270197	0.0773622116	0.0014814105	0.0058207987	-0.0647254178	-0.0161311477	0.0761520638	0.0214575911	-0.0364507949	-0.0242881134	-0.0363220146	-0.0104381809	0.013051438	-0.0123656108	0.0031122988	0.0008638281	0.026032424	-0.0289705166	0.0034364982	0.0087505396	0.0261598956	0.0143998308	0.0239885446	-0.015445682	0.0284971972	-0.0293721498	0.0937020204	-0.006383948	-0.012085305	0.0341289756	-0.0637539679	-0.008036644	0.0430027417	0.0049136449	-0.0061108117	0.0108231381	-0.010134763	0.0078763686	-0.0148521787	0.0049518887	-0.0030801313	-0.0079411531	0.0038351081	0.014957652	-0.003235505	-0.0116652242	0.000763916	0.019535042	-0.034586174	0.0113652054	0.0101374531	-0.0067205887	0.0192966686	-0.0092898678	-0.0048994351	0.0124592274	0.0422966992	0.1130842333	0.1126541864	0.1119386527	0.1109394454	0.1096590966	0.0314120734118574	0.0006136813795193	0.0009867183560319	3.766048355688337e-07	0.0429709156786941	-0.0072903145083387	5.314868563049379e-05	0.0018464995942654	0.0123448175845766	0.0652175400269356	0.0001523945211964	0.0042533275271649	-0.000897006898422	-0.0004290701867033	1.841012251176047e-07	8.046213758166563e-07	0.000115948084981	0.0004020503032861	1.6164444637244498e-07	1.3443958410761196e-08	0.0001165520848634	-0.0003223809769103	1.3584388486005197e-08	1.0392949427363939e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
778.2048639902663	-2.652932715114161	605602.8103381088	7.038051990922997	918.0356670611473	-4.7272745838479295	22.347124991094617	842789.4859964056	579.2112511691463	-0.293075443325506	0.0858932154804419	335485.6734809279	582.4847852223329	698.3880652778411	0.547463	20.223049	0.0642365414098581	0.0327323526257834	0.0066297743	-0.0102081301	-0.0111700213	-0.0137784461	0.0048878658	-0.026762319	-0.0226986199	-0.0352141037	-0.0128304324	-0.0203350778	-0.0073012829	0.0093493458	0.0295440225	-0.0113819887	0.0342249377	0.0092769877	0.0131167347	0.0304794255	0.0022867143	-0.0261497611	-0.0391279711	0.0189589148	0.0112961995	0.0123025565	0.0431673792	-0.0382493463	0.005923427	0.0137401038	0.0134267918	-0.0075845253	-0.0608415761	-0.0118886073	0.0211891293	-0.0066762282	0.0029804094	-0.0210602595	-0.0050777748	-0.0432652435	0.0166382851	0.0203106398	0.0325318706	0.0113769276	-0.0117929218	-0.0186743264	0.0127965062	-0.0144615697	-0.0116810726	0.0104470433	-0.0532099732	0.0139288054	-0.0036189276	0.0148436017	-0.0168825028	0.0040976126	-0.0027414498	0.0027437337	-0.0171781211	0.0111678909	-0.0120280977	0.0192294911	-0.0038603631	-0.0133310548	-0.0076331452	0.0199086132	0.0041982188	-0.0173613136	-0.0103170522	0.0175330769	-0.0352981086	0.0027785272	-0.0003033192	-0.0258605853	0.0022991106	-0.0124182903	-0.0085403548	-0.0156067921	0.0250573391	0.112946559	0.1121045217	0.1107057733	0.1087572599	0.1062686577	0.0299360066248794	-0.001476066786978	0.0008961644926448	2.1787731596195613e-06	0.0217168950891988	-0.0212540205894953	0.0004517333912186	0.0004716235323152	0.0211839654348864	0.0088391478503098	0.0004487603915464	7.813053471963637e-05	-0.0011999842230938	-0.0003029773246718	9.179525926528133e-08	1.4399621356740309e-06	-0.0001985916977482	-0.0003145397827292	9.893527491933235e-08	3.9438662414512425e-08	0.0001523811011239	3.5829016260499985e-05	2.3219999979732237e-08	1.2837184061951722e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
777.5014239399684	-0.7034400502978997	604508.4642286785	0.4948279043631116	915.1176133129478	-2.9180537481994406	8.515037677380805	837440.2461955859	579.0723409058203	-0.1389102633260108	0.0192960612573016	335324.77600214654	582.3680847504154	696.1984077733376	0.511788	18.905199	0.0964129979519772	0.0517223011391594	0.001765996	-0.0028245286	0.0041362886	-0.0179230506	-0.0006782548	-0.0357487515	-0.0406614119	-0.054716597	-0.0204455878	-0.0103199639	-0.0070296553	0.0079416796	0.0070017751	-0.0165190142	0.0375604386	-0.0089982938	0.0172860587	0.0308252851	-0.020137558	0.0044484191	0.0252467969	-0.0487682479	0.0719542385	-0.073288664	0.0459240085	0.0461085948	0.1075435828	0.0431269596	-0.0404172051	-0.0593581112	0.0401951202	-0.0183723158	0.0116693342	-0.004754342	0.0051344426	-0.0126205443	0.0110892305	-0.0399875192	0.0042406635	0.020628785	0.0346307617	-0.0085964701	-0.0394970541	0.0468107972	0.0330405767	-0.0209307607	-0.1221715398	0.0317926991	0.0078741353	0.0277965722	-0.0671528248	0.0941910218	0.0172647908	0.0003722279	-0.0055142308	0.0030152003	-0.0117165418	0.0100598677	-0.0158962264	0.0126342384	0.0022221665	-0.0078441241	0.0011114358	0.0144036221	-0.0032437772	-0.0259254384	-0.0091028341	0.0095911384	-0.0465652746	0.0166171934	-0.0109368275	0.0128008896	0.0162000991	0.004773868	0.008648812	0.0065519054	0.0106172863	0.1127630801	0.1113730231	0.1090689406	0.1058697418	0.1018016823	0.0363291457279046	0.0063931391030251	0.0013198068293193	4.087222759062984e-05	0.05628256646375	0.0345656713745512	0.0011947856375734	0.0031677272877464	0.0188750633814009	-0.0023089020534854	0.0003562680176519	5.331028692589553e-06	-0.0005440034395475	0.0006559807835463	4.3031078838201773e-07	2.959397422395105e-07	0.0001159836787323	0.0003145753764805	9.89576674878483e-08	1.345221373227738e-08	6.003155273239243e-05	-9.234954839150756e-05	3.603787323462013e-09	8.528439088115396e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.1193834433637	-1.3820404966046451	602361.297356507	1.910035934255215	912.5967093620512	-2.5209039508965816	6.354956729645995	832832.7539384442	578.1328172335454	-0.939523672274845	0.8827047307648104	334237.55436239607	581.2389374105446	688.8213789345901	0.549661	20.304224	0.0648104719975376	0.0312690026072392	0.0103048417	-0.0011669394	-0.0020565273	-0.0216402817	-0.0530379032	-0.0031784181	-0.046207415	0.0281708061	-0.0303113866	-0.0204536954	0.0014595191	-0.0026105991	-0.0017411034	-0.0011463489	0.04208868	-0.0038816586	-0.0225078254	0.00726263	-0.021449874	0.0487878123	-0.0568653893	0.0123820457	-0.0969255381	0.0221602577	-0.0682037691	0.0826938248	-0.0425581614	0.0545061417	-0.0611711151	0.0775747562	0.0118360768	-0.0304784792	0.0230029902	-0.0029231389	-0.0050741142	0.0019173922	0.0120181983	-0.0357314822	-0.0020612778	-0.0165691292	-0.0110913695	-0.0561322735	0.0799719418	-0.0505135334	-0.0097460287	-0.0178042825	0.0629089605	-0.0231304541	0.1198764419	-0.0354704504	0.0262817289	0.0397237565	0.069427314	0.0024579156	-0.0018767125	0.0017501153	-0.0124014317	0.0144505512	-0.0144795759	0.011886743	0.0003701762	-0.0103943587	0.0029871159	0.0119648119	-0.0001946101	-0.0221152292	-0.0151885696	0.020590532	-0.0315548672	-0.000404359	0.0115976915	-0.000310937	0.0061988396	-0.0189501389	0.010065308	0.0036775338	0.0335833733	0.112533871	0.110460877	0.1070341271	0.1022956179	0.0963034222	0.0160383851740846	-0.0202907605538199	0.0002572297989922	0.0004117149638524	0.0384826903183466	-0.0177998761454034	0.0003168355907917	0.0014809174541377	0.0275928763863362	0.0087178130049353	0.0007613668272716	7.600026358901905e-05	-0.0006379999428301	-9.39965032826e-05	8.835342629355834e-09	4.070439270512109e-07	-9.000000112147077e-05	-0.0002059836798537	4.2429276366100733e-08	8.100000201864741e-09	-2.8709998815986112e-08	-6.0060262731208416e-05	8.24264032013924e-16	3.607235159341783e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.5776276920263	0.458244248662595	603072.8118317755	0.2099877914323462	914.8827366697196	2.286027307668405	5.225920851405657	837010.4218562755	577.8619569604663	-0.2708602730791654	0.07336528753252	333924.44130217977	581.1694017991703	694.1931309279679	0.600406	22.178722	0.0715275110382203	0.0389477480945255	0.0010224132	-0.0085352613	0.0013186506	-0.0306461021	-0.0102171215	-0.0177532737	-0.0574915522	-0.0047808081	-0.0311577856	-0.0166201268	-0.0013775054	-0.010432907	-0.0132275926	-0.0095580661	0.0489421441	-0.0170798463	-0.0271504684	0.0044262237	-0.0042951397	0.0557348657	-0.0211890381	-0.0216873877	0.0117796815	-0.076828533	-0.1234349435	0.0074388942	0.0190839035	-0.0942383705	-0.0357002147	0.0030917457	-0.0251551546	-0.0306002437	0.0192197554	-0.0103093085	-0.0147699071	-0.0007470564	0.0291115593	-0.0564707488	-0.0014580147	-0.0282657385	-0.0028229057	-0.0046470131	0.0457898985	0.0022791796	0.0568616711	0.0666821231	0.0295300461	0.0622793834	0.0474281444	0.0700723131	-0.0045639054	-0.0415179096	0.0078399007	-0.0007529915	-0.0061004184	0.0047868621	-0.0102739985	0.0153602555	-0.0153437169	0.0099315494	-0.0019416127	-0.0124473261	0.0016906644	0.0066630057	-0.0025426691	-0.016546537	-0.013672241	0.0256308299	-0.0163174301	-0.0060013614	0.0085409345	-0.0292934057	0.0146244206	-0.0317632613	0.003835512	-0.0142515062	0.0418615923	0.1122590247	0.109369563	0.1046087577	0.0980580676	0.0898295767	0.0161181793273783	7.979415329370174e-05	0.0002597957048295	6.3671068998587715e-09	0.0142661217511914	-0.0242165685671552	0.0005864421931677	0.0002035222298198	0.0384154125277831	0.0108225361414468	0.0014757439196797	0.0001171272885329	-0.0010849996451449	-0.0004469997023148	1.998087338695199e-07	1.177224229964559e-06	-0.0003709999848839	-0.0002809999837624	7.89609908744855e-08	1.3764098878385405e-07	-2.0126744807726866e-07	-1.7255744926128257e-07	4.050858565553603e-14	2.97760732955601e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.589334575848	0.0117068838217164	603090.9945769585	0.0001370511288151	915.0589646186618	0.1762279489421416	0.031056289988354	837332.9087289773	578.7091969792933	0.8472400188270512	0.7178156495020621	334904.3346684185	581.5752278108105	687.4979034765607	0.589404	21.772303	0.0497087678333925	0.0321332279493162	0.0158544804	0.0029895002	-0.0052702529	-0.0160141575	-0.0200815419	-0.022410174	-0.0298906529	0.0010160281	-0.0195579953	0.0004597501	-0.0015447598	-0.0053951024	-0.0139015159	9.20937e-05	0.0143913134	-0.0148958936	0.0055555177	-0.0083817164	0.0314996099	-0.0116511945	-0.0667864947	0.0039179138	0.0652981607	-0.1027820548	-0.0156825282	-0.002711123	0.0785990783	-0.0727119883	0.0145735005	-0.0355578655	0.0274112355	-0.0195162354	0.0020652928	-0.0076865367	-0.007068763	0.0003474126	0.0125977011	-0.0162589601	-0.0092937311	0.0014272068	-0.0075899972	0.0416037349	-0.0058010552	-0.0287709862	0.0516540874	0.0381910209	-0.0756970299	0.1120744443	0.0125285038	0.0604436351	-0.0259121915	-0.0243878599	-0.0575428811	0.0003535626	-0.0012311922	0.0013679446	-0.007688584	0.0059175719	-0.0166900164	0.0164789195	-0.0012040118	-0.0040333065	-0.00357196	0.0119705927	7.59693e-05	-0.0157554787	-0.0201041544	0.0191118697	-0.0131028924	-0.0055043555	-0.0163929108	-0.0257419135	0.0268248229	-0.0191544603	0.0090244901	-0.0371046837	0.0073064372	0.1119386527	0.1081008511	0.1018016823	0.0931845731	0.082445728	0.0228567116648008	0.0067385323374224	0.0005224292681278	4.540781806248872e-05	0.0164996470150953	0.0022335252639038	4.988635104496981e-06	0.0002722383516227	0.066651184595031	0.0282357720672479	0.0044423804079208	0.0007972588242335	-0.0012560006835096	-0.0001710010383646	2.9241355121805572e-08	1.5775377169765824e-06	-0.0002920001511805	7.89998337034e-05	6.240973725164854e-09	8.526408828943488e-08	-1.8337621981241899e-07	1.789122826484967e-08	3.3626837992692604e-14	3.2009604882495573e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779.0301238500645	2.4407892742163995	606887.9338658467	5.957452281129818	915.4799328798748	0.4209682612130336	0.1772142769487249	838103.50750574	579.3299371261344	0.620740146841058	0.3853183299002583	335623.1760505708	582.0886446781277	691.6388731457595	0.538032	19.874649	0.0621892168049207	0.0383135906421784	0.0069766126	-0.0034428225	0.0014928209	-0.0050234151	-0.05000375	0.0087767329	0.0238088188	0.0480862495	-0.0108077134	0.0013180347	-0.0132864742	-0.0022186768	-0.0077373269	0.0077774542	0.0005168048	0.0304805391	-0.0084014004	-0.0240785001	-0.0103364132	0.0257223938	-0.0080273553	-0.0300528514	-0.0590145035	0.007480196	-0.018884748	0.0048485253	-0.0683782238	0.0670095409	0.1124728512	0.071007003	-0.0213364148	-0.011494946	-5.89835e-05	-0.0077752344	0.0019269378	0.0063646022	0.0025954955	0.0236817513	0.0211541948	0.0014686395	-0.0410785299	-0.0559636255	0.0529044011	-0.0074512272	-0.0553084421	0.0176945549	0.0293951045	-0.0079248887	0.0612807834	-0.0890569252	-0.0300224059	-0.0365981146	-0.0621206877	0.0018512001	-0.0003553602	0.0070062031	-0.0045344285	0.0096223595	-0.0111006238	0.0006468438	-0.0049994642	-0.0069223122	0.0080544968	-0.0025335516	-0.0015082685	-0.0162968012	-0.0152721966	0.0126709693	-0.0204403555	0.0070245902	0.0027332057	-0.0159153856	0.0099500683	-0.0156370228	0.0154490532	-0.0104524859	0.0179304127	0.1115728848	0.1066567993	0.0986231436	0.0877067409	0.0742266768	0.0260174473635146	0.0031607356987138	0.0006769075673132	9.990250157123814e-06	0.0129470764509136	-0.0035525705641816	1.2620757613490275e-05	0.0001676267886258	0.0354038659658186	-0.0312473186292124	0.0012534337253256	0.0009763949215155	-0.0009469822906475	0.0003090183928621	9.54923671270752e-08	8.96775458799986e-07	-0.0003710459356318	-7.904578445129995e-05	6.248236039521373e-09	1.3767508634887785e-07	9.632428472304448e-05	9.65076609428569e-05	9.27836782740614e-09	9.313728620661428e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
781.2497753322317	2.219651482167251	610351.2114566625	4.926852702287273	921.8522955962966	6.372362716421776	40.60700658964232	849811.6548961618	580.0213466969332	0.6914095707987826	0.4780471945921568	336424.76262412395	583.0552647574016	700.7518030597985	0.53362	19.71166	0.03385481305985	0.0197837263389952	0.0020332326	-0.0084393321	-0.0073281052	-0.0045742928	0.0169091408	0.0038239761	0.0271261016	0.0188207211	0.0023466804	-0.0071672832	0.0028264784	0.0138968611	0.0011567821	-0.0031556205	-0.005759167	-0.0004966591	-0.0022998692	0.0117317269	0.0153964054	-0.0220943636	0.031474585	0.0029202776	-0.0288690335	0.0546038664	0.0714127398	-0.0875394368	0.0196990145	0.0098900771	0.034667197	-0.0653178726	-0.0352222747	0.0028178939	0.0070351813	0.0034709369	0.0131649702	0.0037779754	0.0025322326	-0.0002200503	0.0048211891	-0.0011662517	0.0203712408	0.0106807137	-0.0158338246	0.0186972007	-0.0275581739	-0.0003215356	0.0335964292	-0.0102477052	-0.1199583737	0.0188796909	-0.0002139228	0.0130620581	-0.0386562775	0.0020998384	-0.0001933624	0.0065238299	-0.0040556604	0.0106183049	-0.002934852	0.0013861733	-0.0004963916	-0.0027086811	-0.0008396962	0.0052563316	-0.0006829521	-0.0037260817	-0.0047302653	0.0133134872	-0.0073980719	-0.0030394032	-0.0065609516	-0.0242904759	0.0108609765	-0.0066133246	0.0035843599	-0.0211652725	0.0058641765	0.1111618695	0.1050397497	0.0950847397	0.0816600968	0.0652556849	0.0161174170347209	-0.0099000303287936	0.0002597711318711	9.801060051103504e-05	-0.0030450357758127	-0.0159921122267263	0.0002557476534722	9.27224287597925e-06	0.0383915084281909	0.0029876424623722	0.0014739079193918	8.926007482970012e-06	-0.0010139757722126	-6.699348156509997e-05	4.488126572213389e-09	1.0281468666341383e-06	-0.000371065387912	-1.945228020002777e-08	3.783912049803926e-16	1.3768952210628304e-07	0.0001288119117169	3.248762699385552e-05	1.6592508600162442e-08	1.0554459076918895e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
