global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
765.481506601396	n/a	585961.936948743	n/a	895.3313515047978	n/a	801618.2289874078	n/a	573.6444795264138	n/a	n/a	329067.98889113014	590.6759810014205	637.1058177292347	n/a	n/a	n/a	n/a	-0.0107453191	0.1063254212	-0.0715454008	-0.0132037879	0.0239716211	-0.0745562734	0.0589813086	-0.0139672711	0.0430654295	-0.1022447839	-0.0442701287	0.0708578858	-0.1403691615	0.1333287014	-0.0458610918	-0.1182787777	0.0425636257	-0.1014391249	0.0971882071	-0.0176604044	0.0259295837	-0.1196351476	0.1328092033	-0.0482918748	0.0996432016	0.065420572	-0.048899941	0.1033709838	-0.0279479456	0.0044741922	-0.0598359588	0.0017115095	-0.0069617048	0.0212276466	-0.102365147	0.0877228035	-0.0026978767	-0.0294074739	0.1039469087	-0.1072014848	0.1794168645	-0.0621518899	0.0198246712	-0.1076171178	0.0653591881	-0.0543492067	0.1046096298	-0.0530135118	0.1314981368	-0.0901943783	0.0194134464	-0.0096533328	-0.0619709163	-0.1798520736	0.0550870957	-0.0793628773	0.0744096055	-0.0349547995	0.0853696706	-0.0385668209	0.0201134552	0.0184854861	-0.0845719124	0.0443680842	-0.0552604292	0.0158144887	-0.0559870877	-0.0998683741	0.0545056997	-0.1648079364	0.1313537557	-0.0265364786	0.1082943598	-0.0923981802	0.1275291345	-0.0185106876	0.1047684005	-0.0981691334	0.0407706692	0.0766830907	-0.0929028828	0.1058786406	-0.1498062387	0.1813855756	-0.0227807603	0.1249905877	0.1249623523	0.1249152981	0.124849432	-0.0249617590087609	n/a	n/a	0.0006230894128114	0.1146693055095795	n/a	0.0131490496260492	n/a	-0.069083818233409	n/a	0.0047725739417066	n/a	0.001510051148468	n/a	n/a	2.2802544709895257e-06	0.0003217620740381	n/a	n/a	1.0353083228929975e-07	-0.0003157427678366	n/a	n/a	9.969349544111709e-08	0.0	0.0	0.0	0.0	0.0	0.0
765.5317293781205	0.0502227767245813	586038.828684656	0.0025223273019271	887.6854188678208	-7.645932636977022	787985.4028705384	58.4602858891904	570.7354365984598	-2.9090429279539194	8.462530756678712	325738.93858923455	587.5889848902	654.9978108495474	1.170644	30.3395	0.157518167370738	0.079400381537007	-0.1136831471	-0.0428017447	0.0044662408	0.1484499609	-0.0174005268	-0.1421470907	-0.1016829819	-0.0451319158	-0.1052786312	0.029370605	0.0873891926	-0.0134286779	0.0222696934	0.0136191349	0.0624019146	0.0325849261	0.1265702217	-0.0209654895	0.0555981382	0.0196538443	-0.0687639067	-0.1733721179	-0.119448817	-0.1398890733	-0.0048304144	0.1062580458	0.0414178468	0.0965076273	0.0391782649	-0.0608167657	0.0482228264	0.1609947861	0.090705705	-0.0974242719	-0.0247463744	0.0668648258	0.0167004154	0.0980166137	-0.031565965	0.0167245564	0.0044463882	0.0642311138	-0.093264384	-0.0882278365	-0.0597823099	-0.0449016097	0.0085451474	0.08454017	0.045055631	-0.2535198213	0.0318606802	0.0541092165	0.0093057966	0.0014950977	-0.057237826	0.0703082288	0.0325017169	-0.0605100591	-0.185642258	0.0074625855	-0.1239342358	-0.0944082707	0.0027504615	0.0445061373	-0.0393624606	-0.0087270652	0.1254013865	-0.1106673735	0.0107505497	-0.1948792391	0.1112625651	-0.116817868	-0.1026576344	-0.0093668633	0.0830077002	-0.0956918934	0.2020866135	-0.0377936981	-0.0223022817	-0.0219041321	-0.1152889758	-0.0944213513	-0.1752059853	0.0213934979	0.0401817266	0.1249152981	0.1246613071	0.1242383713	0.1236470637	-0.0354556854927068	-0.0104939264839459	0.0001101224930504	0.0012571056337577	0.0828416145478314	-0.0318276909617481	0.0068627331008914	0.0010130019119565	-0.130800033318053	-0.061716215084644	0.0171086487160037	0.003808891204374	0.001608891495314	9.884034684600004e-05	9.769414164637591e-09	2.588531843693719e-06	0.0006217854614469	0.0003000233874088	9.001403299225092e-08	3.866171600667344e-07	0.0003550001947166	0.0006707429625532	4.498961218146435e-07	1.260251382488239e-07	0.0	0.0	0.0	0.0	0.0	0.0
765.3047009166255	-0.2270284614950242	585691.2852450856	0.0515419223287976	887.3004210670654	-0.3849978007554	787302.0372257915	0.1482233065864946	569.4924624098671	-1.2429741885927117	1.5449848335077094	324321.66474165395	586.4681894414483	656.1421340867877	0.761386	19.73278	0.1326502208245361	0.080305712634734	-0.1108984912	-0.0495348561	0.0029831668	0.1163616901	-0.0257947407	0.0089422439	0.0381752529	-0.0415128302	-0.0572817255	-0.0705961207	0.1311750648	0.0124301468	0.0130470188	-0.0635652753	0.0982615768	0.0236524087	0.1230409489	-0.0695395721	0.0123717099	0.029659176	-0.0062028762	-0.0418905615	-0.0295050698	-0.0827867613	0.038735618	0.0614507621	-0.0310636412	0.1767291	0.0150508461	0.0228168711	-0.0974887687	0.1918442409	0.0715948784	-0.1217269027	0.0850309555	0.0776323079	-0.0225986875	0.1309405636	-0.0209857761	-0.0150073441	-0.0576803819	0.1095209472	-0.0904853632	-0.103033663	-0.0315684046	-0.091988774	0.0256782134	-0.0083302412	0.0345403591	-0.1176261112	-0.0523678863	-0.0003272209	0.0628843357	0.0039384568	0.111170152	0.0045965631	0.1475420196	-0.0578134747	-0.1262131271	0.0411926456	-0.1955743472	-0.1085460793	0.0176841784	0.0125964188	-0.0072780198	-0.054907843	0.1537827397	-0.0440321967	0.0472304412	-0.1430792707	0.0805811428	-0.0528781383	-0.0544346615	-0.0850210265	0.0298620878	-0.0083754832	0.1998590133	-0.1185395514	0.0157484372	0.0324575549	0.0041385991	-0.2167061869	-0.1972493804	0.0670714843	0.0220933686	0.1247647641	0.1240599418	0.1228881859	0.1212539066	-0.0138851404601325	0.0215705450325743	0.0004652884130023	0.0001927971255976	0.0781399699991425	-0.0047016445486889	0.0061058549114668	2.210546146221609e-05	-0.0581741293483162	0.0726259039697368	0.0033842293254346	0.0052745219274214	0.0012339834988579	-0.0003749079964561	1.405560058067271e-07	1.522715275453585e-06	0.0006210342766133	-7.511848336000382e-07	5.642786542307169e-13	3.856835727286048e-07	5.561683053557736e-05	-0.000299383364181	8.963039874834685e-08	3.09323183882313e-09	0.0	0.0	0.0	0.0	0.0	0.0
765.7538661927753	0.4491652761497562	586378.9835891827	0.2017494452986867	887.5160523307202	0.2156312636548136	787684.7431447057	0.0464968418653717	570.3538351456324	0.8613727357652579	0.7419629899197248	325303.4972653312	588.038897823182	641.6898938417435	1.024707	26.557276	0.0812851044977918	0.0454671989115071	-0.0598812944	-0.1768959472	0.0976425693	0.0772639	-0.112126892	-0.0529696433	-0.1423373727	0.0081107188	0.0101367441	-0.0208575601	0.1070705338	-0.1170233324	0.1251302854	-0.0512061114	0.1254419801	-0.0117796787	0.0059177891	0.0384038946	-0.0645276187	0.0609412554	-0.0821030977	-0.0051687459	-0.1467432641	0.0337084396	-0.0401735963	0.0256938594	0.0434733639	0.1152702864	0.0008950679	0.02917822	-0.0262750131	-0.0599533419	0.075336513	-0.0643776048	-7.95539e-05	0.0348682158	-0.0378166364	0.0804985428	-0.1393321565	0.1077674126	-0.0553022891	0.1257279311	0.0482866385	-0.006366302	-0.0461494665	0.0249476867	-0.0893505146	0.1220739677	-0.0808714586	-0.1037818593	0.0184375585	0.0294295347	0.1071684148	-0.0157229416	0.0787438257	-0.0464621661	0.0140055294	-0.0274696015	-0.0191657723	-0.0002798573	0.0747901211	-0.0603018324	0.1426376821	-0.013855005	0.0516040838	-0.092016737	0.155310109	0.0659712002	-0.0017490027	-0.0881848572	-0.0689804612	-0.1223640283	0.0304140727	-0.0405602836	0.1347461166	0.0043536644	0.1611608704	-0.0173893429	-0.0242205829	0.0025233283	0.0162013676	0.0372470945	-0.0095916596	0.0144711335	-0.0279051118	0.1245390765	0.1231597053	0.1208720589	0.1176930081	-0.0124047436040086	0.0014803968561239	2.19157485162153e-06	0.0001538776638811	0.113564894805151	0.0354249248060085	0.012896985332105	0.0012549252975113	-0.0581579341542379	1.619519407829867e-05	0.0033823453050886	2.6228431123376027e-10	0.0018019230186484	0.0005679395197905	3.225552981398638e-07	3.2469265651349623e-06	0.0007856907528818	0.0001646564762685	2.7111755177159108e-08	6.173099591639697e-07	0.0002102925873082	0.0001546757567726	2.392458973318352e-08	4.422297227677693e-08	0.0	0.0	0.0	0.0	0.0	0.0
764.50447437881	-1.2493918139653033	584467.0913452205	1.5609799048035111	891.0499218885402	3.533869557820026	793969.9632975736	12.488234051687105	571.7658612595665	1.4120261139340755	1.9938177464317668	326916.2001018938	590.0669190990703	632.7031942546367	0.889653	23.057089	0.1047704141624544	0.0748869264339084	-0.0011437116	-0.1441396719	0.1027701641	0.0306338913	-0.001070382	0.0152197315	0.0140604563	-0.0209359921	0.0504534915	-0.1537336599	0.0132403205	-0.1016212161	0.1041407519	-0.052764548	0.1031083407	0.0208156757	-0.0266270393	0.1053372224	-0.1537777857	-0.0153076309	0.0304725944	0.0737268149	0.0267206753	-0.1248362881	0.0309021748	0.0061635677	0.1060604044	0.121043274	-0.033474333	0.0684188601	0.002766015	0.1109055246	-0.0932905274	-0.0668268633	0.0451409408	0.0601546424	0.0856734727	-0.0070080071	-0.1115036685	0.0896767595	-0.0514240515	0.1174340469	0.0148661924	0.0298943786	-0.0479856101	0.0225573092	-0.1578202748	-0.1051110798	0.016524055	-0.0125039202	-0.1782881072	-0.0167459097	-0.0065720324	-0.0230845527	0.1172886549	0.0888460099	-0.0187871543	-0.0559927484	0.0118913238	0.1100362638	-0.1161880935	0.0126529404	0.1485466256	-0.0172792802	0.074096548	-0.1243502072	0.0557810727	0.1590364804	-0.0609167883	0.0008146769	-0.1225013673	-0.0680135032	0.0945849125	0.0133729647	-0.0339484534	0.0897990029	0.1398157217	-0.1317217128	0.0576466436	-0.005009997	-0.0038963298	0.1335539961	-0.0204619403	0.0678186439	-0.0837635907	0.1242383713	0.1219627663	0.1182009157	0.1129986616	-0.0145106387551265	-0.0021058951511179	4.434794387501888e-06	0.0002105586370817	0.0984606959674323	-0.0151041988377187	0.0096945086503911	0.0002281368225293	0.0145026022709799	0.0726605364252178	0.0002103254726302	0.0052795535536004	0.00183496662067	3.304360202159985e-05	1.0918796345618775e-09	3.36710249897308e-06	0.0006211014588197	-0.0001645892940621	2.7089635719860432e-08	3.857670221479595e-07	0.0001099298084239	-0.0001003627788843	1.0072687385378894e-08	1.2084562780115356e-08	0.0	0.0	0.0	0.0	0.0	0.0
762.1623962523616	-2.342078126448314	580891.518261142	5.485329950387644	898.8193096902997	7.769387801759535	807876.151472147	60.36338681412986	574.1230834854973	2.3572222259308546	5.556496622422413	329617.31499089533	592.0447685183204	608.8737881343811	1.126966	29.207514	0.1546557414813576	0.074746818722117	0.095410305	-0.1073113388	0.1051944802	-0.1486089902	0.0293403659	-0.0287765734	-0.0477687093	0.0732993113	0.0833652702	0.1138350552	-0.155136091	-0.0674304881	0.0144089735	0.0567656352	-0.0244394935	-0.0074157395	-0.0906957608	0.0070280923	-0.2040564859	0.0694487583	-0.0315245351	-0.000651125	0.1281710925	0.0529424404	-0.1012654757	0.0073849095	0.093410069	0.0499786488	-0.0160947349	0.1008839551	-0.0287908572	-0.0304421303	-0.025032659	-0.181591442	0.0279740526	0.0958927727	-0.0244891402	-0.169687696	-0.0302145643	0.0403774013	0.0580146437	-0.0172707134	0.0907083303	0.1457668923	-0.0169673168	-0.0837491429	-0.1515970922	0.018790201	0.0011575672	0.0157445055	0.0208340932	-0.1396125986	0.0570472145	-0.0274320717	0.1273451917	0.0744600856	0.024568716	0.0280609692	-0.0310661035	-0.0016881559	-0.0321956664	0.0938103215	0.0851538852	0.0131922841	0.0277537724	-0.0426900935	-0.0554793003	0.0642515205	-0.0891271423	-0.0474429775	-0.0734529709	-0.0546905094	0.2307700042	-0.0561603237	0.1714400592	-0.0295785129	0.2243832096	0.1300394812	-0.0095024064	0.1928735202	-0.1334361511	0.0251647794	0.130342852	-0.0073430677	-0.2825911095	0.1238628294	0.1204720082	0.1148892315	0.1072160763	-0.017385430210524	-0.0028747914553975	8.26442591202648e-06	0.000302253183605	0.1384847288802859	0.0400240329128536	0.0191780201330462	0.0016019232106091	-0.0294592882833484	-0.0439618905543283	0.0008678496661614	0.0019326478211107	0.0026070096914585	0.0007720430707884	5.960505031525367e-07	6.7964995313585424e-06	0.0001989331093459	-0.0004221683494738	1.7822611529743254e-07	3.9574381994027806e-08	-5.175930248936555e-05	-0.0001616891109132	2.6143368587922296e-08	2.679025394185642e-09	0.0	0.0	0.0	0.0	0.0	0.0
764.1216124964004	1.959216244038771	583881.8386840991	3.838528290905389	903.7773027908272	4.95799310052746	816813.4130398625	24.5816955848779	573.3328415817684	-0.7902419037288837	0.6244822664090502	328710.5472362252	591.4143137825628	604.3189234018325	1.513531	39.226086	0.2124670517665116	0.1455713632355201	0.1069425272	0.0892399067	-0.0319200863	-0.1961657669	-0.0976532294	0.0883349391	-0.0148873816	-0.0185262401	0.1549709597	0.1164189738	-0.0496520993	-0.0031862409	-0.066019055	-0.0747637775	-0.0973850079	-0.0779101735	-0.1342042389	0.4823732074	0.1265951043	-0.1523707857	0.0229735482	0.0312030606	0.1589520179	0.1313578169	0.0795099743	-0.0354767354	-0.1681900462	-0.3104323426	0.2137055916	0.015453099	0.0875367946	0.0491544339	0.0081673218	-0.0381493255	0.0408770012	0.0553363923	0.1345966164	-0.062141847	0.0151739186	-0.0620251392	-0.0580585244	-0.1064401835	0.1492437091	0.0682948736	0.0518691868	0.4814922071	-0.0766583162	-0.0286712746	0.2528740989	0.2196489555	0.1431457978	-0.1025963325	-0.0248590879	0.032903117	-0.2699980494	-0.0673741979	-0.082950928	0.0834930032	0.1200312463	0.2368907068	0.0230112293	0.0653859282	0.0306996081	0.0256531914	0.0069733769	-0.0023534222	-0.0393654834	0.0214888538	-0.1998267506	0.6647618478	0.423257397	-0.0422298521	-0.1259539984	-0.0568732452	0.0731114901	-0.0133159574	0.1442053553	0.2072965975	0.0385776548	0.0796993629	-0.0265869842	0.1794500021	-0.1052192858	-0.2000138448	0.0961705898	0.1234126773	0.1186910226	0.1109549526	0.1004009414	-0.0077242583620886	0.0096611718484354	9.333824148500072e-05	5.966416724429566e-05	0.1250907256414848	-0.0133940032388011	0.0156476896415132	0.000179399322761	-0.0113086376647117	0.0181506506186367	0.0001278852858317	0.0003294461178798	-0.0001280132172858	-0.0027350229087443	7.480350311356132e-06	1.6387383799861447e-08	-0.0004889965032091	-0.000687929612555	4.732471518300726e-07	2.391175801507274e-07	-5.40313024028343e-05	-2.2719999134687485e-06	5.161983606802001e-12	2.9193816393465275e-09	1.0	0.0	0.0	0.0	0.0	0.0
762.3904233971421	-1.7311890992583585	581239.1576876736	2.9970156973909665	897.9955262844879	-5.78177650633927	806395.9652269544	33.428939569256734	572.2268411318461	-1.1060004499223623	1.2232369952284678	327443.557711731	589.5038682562281	605.4855025477707	1.249297	32.377956	0.16517205604374	0.0818452079012323	0.1081433434	0.0669676957	-0.0858104637	-0.0653451706	-0.1142782431	0.0345662276	0.1372323052	0.0483156923	-0.0389290905	0.0386006281	-0.0765694572	0.0579335217	-0.0724727963	-0.0254377409	-0.0752277985	0.0414359588	-0.1182894855	0.0454441064	0.1196468049	-0.1968131732	0.0644885608	0.0953787783	0.1322930809	0.0215915352	-0.0616297348	0.1322387654	0.0426632889	-0.1602737171	-0.0521000879	-0.1139564039	0.0367819089	0.1248970528	-0.1283462842	0.1045101338	-0.0543134152	-0.1097248053	-0.0587781982	-0.0557622677	0.0753108922	-0.0631430144	-0.0192825873	-0.0826256058	-0.0709374669	0.0172827624	0.1827076361	0.1425622197	0.0135178391	-0.0209528966	-0.0101806525	0.1686852206	0.0025568169	-0.0799726709	-0.0238386226	-0.0506635731	-0.1798688203	0.2119947816	-0.0366853023	-0.0855871512	0.0203425106	-0.0295951692	-0.0852010656	0.065735014	-0.0399424108	0.0417947041	-0.0066713945	-0.013252641	-0.1472034168	-0.034969693	-0.0226416317	0.276744988	0.1448545541	0.1775132882	-0.0042441099	-0.124249562	-0.208845269	0.0540649858	-0.1564342633	-0.0421160977	0.1140130637	-0.0898193709	0.2190625874	-0.1614723485	0.0789665289	0.4509673488	0.0821159838	0.1228881859	0.1166240999	0.1064193991	0.0926188907	-0.0203216893227988	-0.0125974309607101	0.0001586952668098	0.0004129710569323	0.092672125649031	-0.0324185999924537	0.0085881228723097	0.0010509656254707	0.003946046567961	0.0152546842326727	1.557128351651679e-05	0.0002327053910385	0.0011279554463539	0.0012559686636397	1.5774572840448938e-06	1.2722834889594257e-06	-0.0001578186579143	0.0003311778452948	1.0967876521410655e-07	2.4906728785870844e-08	-0.0005649116106264	-0.0005108803082235	2.609986893306055e-07	3.191251278205134e-07	0.0	0.0	0.0	0.0	0.0	0.0
762.0971418975447	-0.2932814995973558	580792.0536884064	0.0860140380060738	887.5810607675807	-10.414465516907285	787800.1394333037	108.46109200285092	571.1656123929554	-1.0612287388906907	1.1262064362475257	326230.1567802197	588.3808465952767	626.5330892622471	1.118823	28.996475	0.0726573516658985	0.032505288260493	0.0069934153	0.0921383561	-0.0496822426	0.0276613696	0.144439796	0.109559946	-0.0024936862	-0.0539740158	-0.0689127049	0.0603500459	-0.0230772414	0.0536493013	-0.086628128	0.0403864144	-0.026750785	-0.0718289708	-0.0050062392	-0.1488170299	0.0749981611	0.0224654105	0.0351274926	0.11562393	0.1643209662	0.1387818633	-0.0644517319	0.0277808646	-0.0898553543	0.0559713965	-0.0265991057	0.0099376624	-0.08455571	-0.0878476353	-4.93182e-05	0.1310285569	0.0037300042	-0.117694022	-0.1019699236	-0.0132925498	0.0627090049	-0.0678638726	0.065171095	-0.0372981673	0.0156302191	-0.0254248719	0.0756098246	-0.0869323684	0.1510767784	0.0048862263	0.0180219872	0.1592287513	0.0110621816	-0.1049981598	0.0864142553	-0.0642315196	0.0649031231	-0.0973733431	0.1241667664	0.0155565377	0.0178717135	-0.1141411489	0.0208094972	0.0205520266	-0.0658690005	-0.0176493524	0.0133697923	0.0456135335	-0.1456849836	0.0058142317	0.0920755015	-0.0378706103	-0.0928961943	0.0927626471	0.1222489416	-0.0244254035	0.1141418568	0.0143850308	-0.2515392743	0.0286833641	-0.018634713	-0.0105605218	-0.1534872814	0.1573920669	0.0572676401	0.0263866346	0.0327168647	0.1222896713	0.1142762195	0.1013071498	0.0839448694	-0.0261738468558831	-0.0058521575330843	3.424774779203535e-05	0.0006850702592352	0.0693431892711231	-0.0233289363779079	0.0048084778982908	0.0005442392725244	-0.0024996392169356	-0.0064456857848966	6.248196214842419e-06	4.15468652376181e-05	0.0008189943289841	-0.0003089611173697	9.545697204639529e-08	6.707517109081163e-07	-4.8099481655405896e-05	0.0001097191762588	1.2038297638930272e-08	2.313560135518728e-09	-0.0002429804648549	0.0003219311457715	1.036396626177508e-07	5.90395063011033e-08	0.0	0.0	0.0	0.0	0.0	0.0
765.5093977028439	3.4122558052991963	586004.6379713708	11.643489680798066	888.5892083522809	1.008147584700282	789590.7812001334	1.0163615525370124	571.8275130987167	0.6619007057613544	0.438112544287379	326986.7047366631	588.477420256755	652.9987163096666	1.133066	29.365589	0.1397658031550932	0.0740726363341314	-0.118331618	0.0455269185	-0.1052726911	0.1224304986	-0.0789903298	0.0134873498	-0.0394280972	-0.0963296253	-0.0452278772	-0.0756352749	0.0756476901	0.0379838202	-0.0444951862	0.0413936267	0.0489944268	0.1524383506	0.1825474646	0.0121768506	0.1429672924	-0.0460205878	-0.0548973496	-0.0504846467	-0.0940237489	-0.0318355255	-0.0883132882	0.0940755753	0.0111309905	-0.1146736631	0.0378281548	0.0377765073	-0.001139727	-0.0664874093	0.0725174185	0.006580532	-0.0466749681	0.0200899796	0.0440886377	0.1015942998	0.0248009296	-0.0356882548	0.0325134307	0.01333513	-0.2052335249	-0.1388883201	-0.0980552149	0.0655520932	0.0829585128	0.1481129311	-0.0722218151	-0.013797681	0.036566015	0.0071383675	-0.0339696749	0.0021344526	-0.1145037716	0.0481943253	0.0241258534	0.1354406056	-0.0980263513	-0.0326103801	0.011310752	-0.1194760777	-0.0670132617	0.0175927681	-0.0147975969	0.0180871288	0.0641326478	-0.0901124202	0.1251741696	-0.0292398285	0.0364794962	0.1109920594	-0.1545377728	0.036274526	-0.0525885208	-0.0196965913	-0.049648912	0.0209766351	-0.0793609736	-0.1299453426	-0.0090767552	-0.0609974726	0.0284355474	0.083074166	0.0991179824	0.121617494	0.1116530376	0.0956459082	0.0744624131	-0.0206958626865088	0.0054779841693743	3.000831055991545e-05	0.0004283187323388	0.0434181134738338	-0.0259250757972892	0.0018851325776267	0.0006721095550951	-0.06781076180782	-0.0653111225908844	0.0045982994169569	0.0042655427340815	0.0005459929358729	-0.0002730013931112	7.452976064065596e-08	2.981082860231088e-07	0.0002380160957511	0.0002861155774065	8.186212363465826e-08	5.66516618365968e-08	5.893497657829955e-05	0.0003019154414331	9.115293377580375e-08	3.473331464284717e-09	0.0	0.0	0.0	0.0	0.0	0.0
