global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50
757.4949707813672	n/a	573798.6307590643	n/a	941.0991571971348	n/a	n/a	885667.6236771574	556.8251635719807	n/a	n/a	310054.2627869631	586.8559498597429	664.8168346203623	n/a	n/a	n/a	n/a	-0.0353281749	-0.076709517	-0.0556193058	0.189127488	-0.0001089863	0.0334562537	0.0703046014	-0.0119022408	0.1021844748	-0.0425582535	0.0072530296	-0.0297078558	-0.0671296972	0.0145749899	-0.0146581292	0.0380170893	-0.0637514067	0.0326984447	-0.0682470421	0.1165958103	0.0119531313	-0.1043803801	0.1126334027	-0.1520469204	0.1348913731	-0.0235891527	0.0652472788	-0.0422060489	0.2193924477	-0.0642894443	0.0686959975	-0.060379527	-0.1344758444	0.0476806877	-0.0969423375	0.0462790732	-0.0564642103	-0.0626233198	0.0371408703	-0.0349860543	0.0004883379	-0.0743463773	0.0353383504	-0.0997873961	0.0250444073	-0.0083350745	0.0257893174	-0.1985715203	0.0512694663	-0.1437906097	0.131372337	-0.0303840818	0.0291728167	-0.1048466049	0.1087776989	-0.0272766948	0.0756067273	-0.0617418975	-0.0584256014	0.001758131	-0.0294989435	0.0189339798	-0.1576665621	0.0500823813	0.0105436223	-0.0006848793	0.0672404147	-0.0244885703	0.1465901961	-0.0170438191	0.0828947596	-0.1127369938	0.0201063566	-0.1408500169	0.0390736556	-0.286780722	0.0524045898	-0.1079546646	0.1705485963	0.000589215	-0.0799856286	0.0218641598	0.1132219634	0.1132047441	0.1131760472	0.1131358755	0.1130842333	0.0522607768207876	n/a	n/a	0.0027311887939121	-0.168520429037386	n/a	n/a	0.0283991350029446	0.0479501856478208	n/a	n/a	0.0022992203036604	-0.0028281738725479	n/a	n/a	7.998567453362586e-06	-0.0105471853916674	n/a	n/a	0.0001112431196862	-0.0028610025330566	n/a	n/a	8.18533549415628e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755.257968111584	-2.2370026697832373	570414.5983960384	5.004180944617331	942.5944676807948	1.4953104836599778	2.2359534425434364	888484.3305024408	558.8747275478869	2.049563975906153	4.200712491332239	312340.9610917248	588.9006321482415	661.984283684275	1.012893	38.27018	0.4132933094731729	0.1682054475615508	-0.0405431023	-0.06332503	-0.0687458141	0.2188893247	-0.0074183707	-0.0163026475	-0.0353095124	-0.0639620518	-0.0795105139	-0.1116301377	0.0437213444	0.1141139394	-0.0753016279	0.0689544467	0.0396433338	0.0842109984	-0.040749093	0.1655554268	-0.0789582459	0.0438895429	-0.0035553544	-0.0700187715	0.1205443307	-0.1231429523	0.0358058334	0.0770422199	0.0248459852	-0.0279519367	0.3339170569	0.1229227893	-0.0246797881	-0.2500381334	-0.2307400665	0.0814636334	-0.0172591178	0.0791937643	-0.0721612837	-0.0621352524	0.0183446069	0.0334356906	0.0544901983	-0.1117793621	0.052608255	0.0045553158	0.1639892688	0.0127194057	0.0431954205	-0.1950285942	0.0055056809	-0.136307928	0.05424242	-0.0686714064	0.192616067	-0.2253816646	-0.1324356089	-0.0489908983	0.0950409333	0.029523579	-0.0334357726	0.0277906105	-0.0375947735	0.0005798596	-0.1510618806	0.0325422586	-0.0082848418	-0.0040643564	0.090546617	-0.0088965962	0.2379953704	-0.0066351818	0.1759848617	0.0046640719	0.1015842975	-0.2126128209	0.0515666843	-0.256834175	0.0269591367	-0.0025972323	0.0807135404	0.0134270566	-0.1403453903	0.0254837023	0.1131760472	0.1130211256	0.1127630801	0.112402146	0.1119386527	0.0156393853506386	-0.036621391470149	0.0013411263132099	0.0002445903741457	-0.1071895793591437	0.0613308496782423	0.0037614731222551	0.0114896059231901	-0.0350912711641058	-0.0830414568119266	0.006895883549447	0.0012313973119128	-0.0044521515915983	-0.0016239777190504	2.6373036319721413e-06	1.982165379457128e-05	-0.0087810868498625	0.0017660985418049	3.1191040593653947e-06	7.710748626482813e-05	-0.0016050865636548	0.0012559159694017	1.5773249221984625e-06	2.5763028768251745e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
756.8825984665606	1.6246303549766026	572871.2678614928	2.639423790311401	928.3297413281032	-14.264726352691582	203.48241791717368	861796.108634303	558.4558721615296	-0.4188553863573361	0.1754398346805533	311872.96115169465	588.7386184748071	685.7109195958732	1.111587	41.999123	0.4442430896536681	0.2651668586847339	0.0050313612	-0.0244393744	-0.0340661021	0.0407770005	0.0384911216	0.0484592815	0.0021665306	-0.0829088096	-0.0710271708	0.0890868863	-0.0433827803	0.0140304249	0.0177274696	0.0004108784	-0.0343327432	0.020188599	0.0032141601	0.0158308567	-0.0290959602	0.0767529362	0.0799380474	0.0327003218	0.073492905	-0.0229437427	0.0355926891	-0.0056166606	-0.0523172266	-0.0789406329	0.0435907526	0.1816237662	-0.0073686399	-0.0860074135	-0.2252275658	-0.0134915808	-0.0369870133	-0.087402084	-0.0286669091	0.0168765189	-0.0048717302	-0.0122803545	-0.0245981435	-0.0412356511	-0.0035467441	-0.0202813309	-0.0079590012	-0.0210286566	0.0796401435	-0.0483661479	-0.0527734667	0.0275121458	0.0376514496	0.0844033346	0.0592628155	-0.0723912927	-0.1182313504	0.0604030053	0.0330277024	0.0868708757	-0.0357561414	-0.0072104674	-0.0256666004	-0.0552549473	-0.0807998901	0.0173415177	0.001995703	-0.0055025662	0.0379725224	-0.0301071035	0.0575525289	0.0188362046	0.0339410837	-0.0505671766	0.0585812338	-0.0697336836	0.0014706736	-0.154594369	0.0146150055	-0.0069914052	0.1247819832	-0.0411958602	-0.0319625162	0.0092129551	0.1130842333	0.1126541864	0.1119386527	0.1109394454	0.1096590966	-0.0041374876890358	-0.0197768730396744	0.0003911247072274	1.7118804376922808e-05	-0.1112058238393842	-0.0040162444802405	1.6130219725062302e-05	0.0123667352557961	-0.2131900438050991	-0.1780987726409933	0.0317191728162282	0.04544999477762	-0.001140746990984	0.0033114046006143	1.0965400428969557e-05	1.30130369743905e-06	-0.0082431301068839	0.0005379567429785	2.893974573161432e-07	6.794919395901578e-05	-0.0026027492099171	-0.0009976626462622	9.953307557470948e-07	6.774303449724088e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.4397895328759	3.5571910663153403	578268.6735048046	12.653608282273668	938.8024567467826	10.4727154186794	109.67776824064524	881350.0527937945	559.6722411429963	1.2163689814667578	1.4795534990744776	313233.0175060242	590.4309064117951	718.2325964973516	1.035871	39.138332	0.5229899726715869	0.320292071068003	0.0983845643	-0.0552725963	-0.0115442802	-0.077236816	0.010661626	0.0526672261	-0.0440204754	0.030450685	-0.0892792408	0.0147186639	0.0280644115	-0.0038421505	0.0852907599	-0.0507394226	-0.0631474002	0.111953903	-0.0421082792	0.0291085526	-0.0575176837	0.0800149014	0.0457886387	0.0729631785	0.0125265768	0.1209492042	-0.0520984448	-0.0714327027	-0.1479710816	0.0904187654	-0.068294519	-0.1166103807	-0.0436382977	0.0788090166	-0.1205002586	0.0630368905	0.0697219311	-0.0883932045	-0.0066922064	0.0727586794	-0.0699749663	-0.045926736	-0.0648237141	-0.087736583	0.0434582007	-0.0940854085	0.0112837841	0.0286236952	0.0759118345	0.0947155324	-0.1330904347	0.049881154	0.0021202925	0.1768248261	0.0939791866	0.0726504601	0.0927157007	0.1109987831	-0.056040766	-0.0055395507	-0.0784740559	-0.0448036197	-0.0205819365	-0.1041042645	-0.0842437062	0.0238786617	0.0223865053	0.0244516764	0.0718232168	-0.0787386969	-0.0903035606	0.0700625827	-0.004257226	-0.0002381947	0.1371940826	0.0409262943	-0.0832802221	0.0328127156	-0.091347498	0.0431551933	0.0333132536	-0.0541468665	0.0490204248	-0.0034174706	0.112946559	0.1121045217	0.1107057733	0.1087572599	0.1062686577	0.0259173166605535	0.0300548043495893	0.000903291264492	0.0006717073028834	-0.1647018888470768	-0.0534960650076925	0.0028618289713072	0.0271267121897948	-0.3207500875041091	-0.10756004369901	0.0115691630005329	0.1028806186338936	0.0042558792916804	0.0053966262826644	2.9123575234744185e-05	1.8112508545354064e-05	-0.0086624416339098	-0.0004193115270258	1.758221566967912e-07	7.503789506089387e-05	-0.0017811058273015	0.0008216433826156	6.750978481960052e-07	3.1723379680473603e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.9105260662097	-0.5292634666661797	577464.0076262236	0.2801198171475023	939.0109278815132	0.2084711347306438	0.0434602140158822	881741.5226809004	558.626545969512	-1.0456951734843187	1.0934783958483991	312063.6178618273	589.7800769759501	709.784491953087	0.793153	29.967733	0.2888034128755223	0.1698602750725292	0.0515213968	-0.0475818672	-0.0063131671	-0.0935906467	-0.0088271407	0.014899306	-0.0649305428	-0.0066644127	-0.0277885884	0.0479547495	-0.0134155708	-0.0359461715	0.0592213281	-0.0347171455	-0.0527606534	0.0493012363	-0.0700080931	-0.0290606401	-0.0332154828	0.0348717022	0.0620037691	0.0638013363	-0.0277462056	0.0970413955	-0.0418143005	0.007207099	-0.1577256039	0.0622643341	-0.1180056738	0.0354224003	-0.0198877147	0.1437488134	0.0259985549	0.06093465	5.21976e-05	-0.0476740381	0.0262063004	0.0535691195	-0.0563340592	0.0116109281	-0.05907589	-0.0060690543	0.0086809253	-0.0846888635	-0.0004270367	-0.0171972444	0.0772809863	0.0768611455	-0.0584326287	0.1089495285	-0.0177988924	0.0744794857	0.0534613175	0.0373549258	-0.047061661	0.0699782191	-0.0412488315	-0.0965283408	-0.039660688	-0.0225159332	-0.0074290618	-0.0706580557	-0.0365670212	0.0145963716	0.0086632975	0.0341948271	0.0495078514	-0.0784270724	-0.0756544009	0.0397085135	-0.0218311267	0.0128779175	0.0479262992	0.034236422	-0.0716027918	0.0658170709	-0.0569301962	0.0372611907	-0.0253362674	-0.0006408385	0.0352775731	-0.0157360723	0.1127630801	0.1113730231	0.1090689406	0.1058697418	0.1018016823	0.0320523880109959	0.0061350713504424	3.763910047501913e-05	0.0010273555772074	-0.0894993277466795	0.0752025611003972	0.0056554251960589	0.0080101296671075	-0.2617609448034415	0.0589891427006676	0.0034797189565597	0.0685187922243903	0.0040339447640277	-0.0002219345276527	4.9254934564427146e-08	1.6272710359226495e-05	-0.0059900073700256	0.0026724342638841	7.141904894782284e-06	3.5880188292961005e-05	-0.0017059418643581	7.516396294339998e-05	5.649621325356806e-09	2.9102376445695897e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.5814912007867	-1.3290348654230684	575445.8787924092	1.7663336735101134	937.138209438324	-1.8727184431892283	3.507074367461087	878228.023589268	557.0896149600845	-1.5369310094274624	2.3621569277397185	310348.8390963752	587.8361464853898	693.5497782453954	0.8468489999999999	31.99654	0.4209265114728807	0.2483338328700605	0.0506922884	-0.0878687933	0.0088905452	-0.05115966	-0.0075558964	0.0549526373	0.0201519388	0.0007655948	0.0223288675	0.0734587431	0.0425914123	-0.0649924451	0.005795565	-0.0699762902	-0.0669454294	0.0740973982	-0.0603979146	-0.0665606681	0.0259419611	0.01796712	0.0435321451	-0.0328113293	-0.0576874724	0.074727195	-0.0130366477	-0.0278034306	-0.0599918143	0.0222206596	-0.2503758495	-0.0371769413	-0.0301281264	0.0765527802	0.0521889796	-0.0801535493	-0.0379332735	0.0033023797	-0.0722436004	-0.0086628928	-0.0598547441	-0.0356972451	-0.0753706574	-0.024812857	0.0515928011	-0.0897398237	-0.0374086518	-0.0634171121	-0.0186127742	0.0938067592	-0.0067130551	0.058303517	0.021096052	0.0304701585	-0.0977977687	0.1369372806	0.0218334298	0.0476494705	-0.0554820909	0.0132619151	-0.0705704851	-0.0284944211	0.0022177612	-0.0807237314	-0.0391047325	0.034193475	0.0046754429	0.0057288587	0.0097521418	-0.0911719247	-0.1557709952	0.0366901615	-0.1150451226	-0.0448024693	-0.0262362153	0.077302585	-0.0287054835	0.0984347443	-0.0223793935	0.0246527588	-0.0193944739	-0.0051461969	0.0872484685	-0.04209927	0.112533871	0.110460877	0.1070341271	0.1022956179	0.0963034222	-0.0042396126901991	-0.036292000701195	0.0013171093148955	1.7974315762897252e-05	-0.08779813143029	0.0017011963163895	2.894068906897204e-06	0.0077085118826504	-0.4020588925860977	-0.1402979477826562	0.0196835141520249	0.1616513531075592	0.0075458244779408	0.0035118797139131	1.233329912499436e-05	5.693946705189055e-05	-0.005298087051835	0.0006919203181906	4.787537267249814e-07	2.806972640882168e-05	-0.001057034563009	0.0006489073013491	4.210806857441717e-07	1.1173220673956277e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.5391518258274	0.9576606250407168	576899.7231562972	0.9171138727533762	938.2359927994864	1.097783361162442	1.2051283080451085	880286.778184438	557.7120357411516	0.622420781067035	0.3874076287040979	311042.7148105395	587.3728444145061	692.7065367424366	0.761652	28.777512	0.2931030162277525	0.1752367526509986	0.0301915178	-0.0672604942	0.0048849749	-0.0716284685	0.0120457152	0.0176848307	-0.0100867832	-0.03838706	0.0192276879	0.0613132376	-0.031684984	0.0081518441	-0.0035882683	-0.0305835336	0.0007630432	0.0378764483	-0.0538163754	-0.0218015547	0.0211847882	0.012099657	0.0393339425	-0.025050113	-0.063956645	0.0566282354	-0.014411366	0.0096449426	-0.0745912736	-0.0242046267	-0.1524574289	-0.0629328416	-0.0009514745	0.0860769653	0.0918464917	-0.0619246784	0.0268979909	0.0145358603	0.0383911584	-0.0072671253	-0.0109812905	-0.0344224256	-0.0008796652	-0.0058522082	0.0450338627	-0.0597876476	-0.009718874	-0.0527438094	0.0059220132	0.0541205523	-0.003932972	0.0787410666	0.0130994082	0.0255752903	-0.0838247034	0.0607624591	-0.0323920007	0.0616958543	-0.0669721931	0.011499842	-0.0518808879	-0.0159383959	-0.0024919017	-0.0617700329	-0.003659822	0.0259159362	-0.0252302793	0.0074961626	0.0344159659	-0.0631310699	-0.149893831	0.046919325	-0.0464787942	0.0138616809	0.0140659178	0.0607278324	-0.0240516308	0.1147091106	-0.0576612494	0.02036028	-0.0202040535	0.014059878	0.0577650636	-0.0596972724	0.1122590247	0.109369563	0.1046087577	0.0980580676	0.0898295767	-0.0176832708749117	-0.0134436581847126	0.0001807319453873	0.0003126980688355	-0.111642978390293	-0.0238448469600029	0.0005685767265459	0.0124641546238554	-0.3201097756461308	0.0819491169399669	0.0067156577672403	0.1024702684642162	0.0048040580477835	-0.0027417664301573	7.517283157537505e-06	2.3078973726473416e-05	-0.0050793311516941	0.0002187559001408	4.7854143846455194e-08	2.5799604948570118e-05	-0.0015738201155722	-0.0005167855525631	2.6706730733805185e-07	2.4769097561796927e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.6484855553618	-1.8906662704655448	574031.2276643333	3.574618946276092	939.5164880207608	1.28049522127435	1.6396680117064468	882691.2312628643	559.7881216745592	2.076085933407626	4.310132802893013	313362.74116793106	589.6901411441701	680.4370093341885	0.858153	32.423615	0.2571419897955726	0.1314923233390575	-0.0123156505	-0.0403635409	0.0323830973	-0.062059325	0.003386154	-0.0006774225	0.0010044828	-0.0447112377	0.0350820213	0.0230009721	-0.017964826	-0.0005329033	-0.0260960185	0.042193477	0.0945672787	0.0741553299	-0.0461722597	0.0890669644	-0.1024075796	-0.0151619788	-0.0228771903	-0.0299127268	-0.0845622563	0.0043422165	-0.0456683073	0.0994507211	0.0163691684	-0.0351980161	-0.09343058	0.1042058273	-0.0279113865	-0.0718773221	0.0943133128	-0.0121306959	0.1010956937	0.0634752443	-0.0022064835	-0.0280072724	0.0045652045	0.0193583757	0.088801152	-0.0600981075	0.0303673072	-0.0631042995	0.1222623332	-0.0133957508	-0.0117291115	0.0323379999	0.0336370871	0.0625159372	-0.0419146019	-0.0894200393	-0.0079979381	0.0127788189	-0.1261263246	-0.0088857113	0.0170390428	0.0651960049	-0.0129669197	-0.001301254	-0.0171069214	-0.0321429744	-0.0076227843	0.0169837992	-0.020603112	0.0213411765	0.044392367	-0.0736165909	0.0392862027	0.0283368867	0.0685069013	0.0968850692	0.0722679643	-0.0718276179	-0.0050366168	0.0302903038	-0.0828895095	0.0917428958	-0.105192629	0.0644803101	-0.062956987	-0.081443976	0.1119386527	0.1081008511	0.1018016823	0.0931845731	0.082445728	-0.0068511027094899	0.0108321681654218	0.0001173358671639	4.693760833597985e-05	-0.0606164189797908	0.0510265594105021	0.0026037097652735	0.0036743502499335	-0.2361270974436422	0.0839826782024886	0.0070530902380627	0.0557560061471592	0.0035141519614047	-0.0012899060863788	1.6638577116770731e-06	1.23492640078445e-05	-0.0047073082558133	0.0003720228958808	1.38401035059537e-07	2.215875101524805e-05	-0.0010097374174886	0.0005640826980835	3.181892902772737e-07	1.0195696522765471e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755.4558855811154	-2.192599974246491	570713.5950591472	4.807494647065713	947.1248036095076	7.608315588746791	57.88646609796743	897045.3936123484	559.0275322108321	-0.7605894637271149	0.5784963323327003	312511.7817697329	589.6279249539341	670.2826305021913	0.759528	28.697258	0.1071621800862922	0.0530361210348327	-0.0056197732	-0.0525285227	0.0429472306	-0.0340216427	0.0222071483	0.008780304	0.0216651165	0.0401632684	0.1391797515	-0.0198410892	0.0394888046	0.0099372696	0.0012438126	-0.0123715116	0.0255555439	0.0942096087	-0.0410584718	-0.0174922239	-0.0176916162	-0.0245740408	-0.0199032601	0.005592946	-0.0526926157	0.0021108458	0.0038266216	-0.0226366714	-0.0111818294	0.00368147	0.0020979598	-0.0513848329	0.0409118421	-0.0887507834	0.0596295767	0.0451207392	0.058160452	0.0735532978	0.0340517803	-0.0078806731	-0.0418040885	0.0114255803	0.018829954	-0.0423374131	0.0373962526	-0.0632152684	0.0160609589	-0.013558563	-0.0357069542	0.0631039475	0.0321352824	-0.0134955267	0.0043938377	-0.0174628162	-0.0189092397	0.0014818861	0.0870206269	4.61046e-05	0.0784874133	-0.0400453773	-0.0190948272	-0.0161655934	-0.0175667696	-0.0528672707	-0.0197752869	0.0114828187	-0.0422341786	0.0368138894	0.036967762	-0.0351345478	-0.0520207465	0.0542054385	-0.0100182558	0.07240435	0.031684541	0.0158608926	0.0077097765	0.017589583	-0.0607959512	-0.0011448378	-0.0032706369	0.0835517553	0.0040023529	-0.0776060738	0.1115728848	0.1066567993	0.0986231436	0.0877067409	0.0742266768	-0.0162467691734491	-0.0093956664639592	8.827854830196757e-05	0.0002639575085753	-0.0932222072346746	-0.0326057882548838	0.0010631374277223	0.0086903799217046	-0.2383236326874964	-0.0021965352438542	4.824767077493691e-06	0.0567981538973647	0.003934104591608	0.0004199526302033	1.7636021161467005e-07	1.5477178937711153e-05	-0.0049761489319877	-0.0002688406761744	7.22753091659089e-08	2.476205819332233e-05	-0.0015802279135828	-0.0005704904960941	3.254594061338063e-07	2.497120258866249e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
756.6145963617918	1.1587107806764152	572465.6474277171	1.3426106732557477	946.3567130497524	-0.7680905597551373	0.5899631079849601	895591.0283343315	556.8307468819955	-2.1967853288365404	4.825865780991467	310060.480673161	587.7678327970358	678.525079413039	0.719217	27.17421	0.1496229673085433	0.0771966534044354	0.0297612193	-0.0684988687	0.0517371285	-0.0662536888	0.0124442201	-0.0337016919	-0.0273607325	0.0493166904	-0.0066752402	-0.0522869599	0.1204222168	0.0823539237	-0.0045460661	-0.0415404246	-0.0155362968	0.0293433948	-0.01415427	-0.0848037349	0.0349393357	-0.044647227	0.0153321363	-0.0582124569	-0.0707254839	0.0893523503	0.062666544	-0.0843592381	-0.0141224538	-0.0844323514	-0.1499681453	-0.1012296265	0.0650227739	0.0226607094	-0.0045385343	-0.0253808269	-0.0713662292	0.1190303282	0.0361816479	-0.0103897857	-0.0419041565	-0.0052359665	-0.0303863965	0.0199613627	0.0100880898	-0.0339679249	-0.0463092046	-0.0653619185	-0.0685637607	0.1179677307	-0.0267145106	-0.0525450791	0.063725068	0.0555445584	-0.1250045926	0.0768736663	0.0638256502	0.0986520735	-0.0222330588	-0.0121512897	-0.0263344991	-0.0176949314	-0.0015005211	-0.0622818345	0.0019608842	0.0038236888	-0.0270302623	0.0218028781	0.0273332039	-0.0798225739	-0.0933323041	0.0769620882	-0.0480127054	0.0584161541	0.0299867892	0.1072010725	-0.0009383708	0.1071658044	-0.0547814448	0.0380841322	-0.0407139126	0.0025580952	0.0311862502	-0.0442215585	0.1111618695	0.1050397497	0.0950847397	0.0816600968	0.0652556849	-0.010225747595868	0.0060210215775811	3.625270083769721e-05	0.0001045659138944	-0.1041858978110354	-0.0109636905763608	0.0001202025110541	0.0108547013026915	-0.2786327800755828	-0.0403091473880863	0.0016248273631544	0.077636226132648	0.004935064266437	0.001000959674829	1.0019202706337775e-06	2.4354859313863367e-05	-0.0046391882292737	0.000336960702714	1.1354251517351309e-07	2.152206742663165e-05	-0.0010715661357955	0.0005086617777872	2.587368041817365e-07	1.1482539833837e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
