global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36
809.8463223439945	n/a	655851.0658140931	n/a	847.445718107924	n/a	n/a	718164.245139455	581.23007355869	n/a	n/a	337828.39840904024	590.5773917739815	829.9007515292486	n/a	n/a	n/a	n/a	-0.0204365519	0.175310336	-0.0093383525	0.0507052461	-0.0506596381	0.0668295256	-0.1775765396	0.0544741059	-0.0660382312	0.0702635863	-0.0573012194	-0.0087022749	-0.0399754005	0.1466813078	-0.0153514653	0.1747168686	-0.0881857412	0.1102443943	-0.0060389535	0.062444257	-0.1023693093	0.0398337586	-0.1487272074	0.0828519311	-0.0035102154	0.1342099095	-0.0345549578	-0.0482548535	0.1435964832	0.0238958875	-0.0466871268	0.1072206775	-0.1291980003	0.0264563838	-0.1548079932	0.106325983	-0.0359273533	0.0883738198	-0.0604136618	0.0784354802	-0.1044795888	0.0599567846	-0.0273770724	0.1663388932	-0.0937438885	-0.1410563041	0.0731108569	-0.1158422157	0.043329403	-0.0137179561	0.0491001921	-0.08704742	0.0058636158	-0.1232964587	0.0846911626	-0.1489541435	0.0730068334	-0.0227340942	0.1102089425	-0.1982382401	0.0854544957	-0.0204760124	-0.110326928	0.1434394882	-0.2100819559	-0.1477235487	0.2264278144	-0.3175201704	0.2073794728	0.1249905877	0.1249623523	0.1249152981	0.124849432	-0.0352805866419032	n/a	0.0012447197937968	n/a	0.1200416371161736	n/a	n/a	0.0144099946415311	-0.5591514659469112	n/a	0.3126503618705798	n/a	0.0158496246422176	n/a	0.0002512106012991	n/a	0.0017750168203465	n/a	3.1506847125129998e-06	n/a	5.093696209081122e-05	n/a	2.5945741070407394e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
808.3650616655575	-1.4812606784370246	653454.0729215606	2.194133197483714	846.3556581917455	-1.0900599161784612	1.188230620858994	716317.9001531828	580.5757143055015	-0.6543592531885452	0.4281860322334705	337068.1600413433	590.2024971068113	818.8289470584779	1.113896	37.335388	0.4351537801364281	0.2192352576306467	0.0054149849	0.1494465884	0.056398622	0.0348311932	0.0045904537	0.0667466766	-0.1607584468	-0.0254773724	-0.070983803	0.026360018	0.1311895562	-0.0330123652	-0.1420787774	0.1225373588	0.1055989012	0.0849215419	0.0040749388	0.0574292374	-0.0053143128	-0.0402878398	-0.0015253088	0.0455365587	-0.0466398545	0.0274453251	0.0566208865	0.0021093389	-0.0729340708	0.0484389404	0.1377978545	0.0464890717	-0.1308126313	0.1250364361	-0.0786417909	0.1075598835	-0.0207991557	0.0382908779	-0.0334734827	-0.012860017	0.0396151379	0.030237595	-0.0426486153	-0.030355204	-0.0488553167	-0.0033773911	-0.0740336007	-0.1947061704	0.0265140038	-0.1015367103	-0.05354564	0.0535582079	-0.0049327967	-0.0110678913	0.0287815505	-0.0242592758	0.0815916996	0.0549553216	0.0416446935	-0.0812476813	0.1151768389	0.0079653485	-0.0477314981	0.0241882253	0.0331054999	0.0225468159	0.0302224389	0.1019986176	0.1212992703	0.070654908	-0.1431767181	0.1249152981	0.1246613071	0.1242383713	0.1236470637	-0.0357820711934522	-0.0005014845515489	0.0012803566188932	2.51486755442299e-07	0.2107946744983593	0.0907530373821857	0.0082361137940923	0.0444343947968692	-0.5151516689452933	0.0439997970016179	0.265381242017121	0.0019359821361835	0.0195753234590614	0.0037256988168437	0.0003831932885268	1.3880831673831268e-05	0.0002006865897477	-0.0015743302305988	4.0275107304561654e-08	2.478515674977271e-06	-0.0006470232144881	-0.0006979601765789	4.186390400865138e-07	4.871484080900649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
808.7979876751173	0.4329260095597647	654154.1848673192	0.1874249297533414	854.6954991399905	8.339840948244955	69.55294704202332	730504.3962501575	581.6229677574505	1.0472534519490182	1.096739792619135	338285.2766229843	591.041937253201	808.324285931708	0.790316	26.489704	0.1743230832404389	0.1245871028116107	-0.0016388484	0.1891385681	0.0891646632	-0.0468782863	-0.0418311624	0.0907192565	-0.1548424475	0.0058436101	-0.004763819	0.0870502636	0.0434404189	-0.0434877965	-0.0812481359	0.112199796	0.1288909812	0.0749839982	0.00290062	0.039484073	0.0552105868	-0.0679113216	0.0258612708	0.0735090128	-0.0418404465	-0.0355532763	0.0014357433	-0.0431163041	-0.0952309935	-0.0587761026	0.0579286323	0.055415929	-0.0719514849	0.1202426904	-0.0673201856	0.1304689852	-0.0451724135	0.0343219165	0.023808546	-0.043757041	0.0544992672	0.031311749	-0.052786855	-0.0537522086	-0.0053127682	-0.0412881491	-0.1231929999	-0.1594151125	0.0532640584	-0.0758645587	-0.0849151933	0.0075794604	0.0009904169	-0.027137629	0.0750159733	-0.0435777909	-0.0062831364	0.0183952672	0.0703031341	0.0209042559	0.0579718455	-0.029623635	-0.0112987271	0.0421759819	0.092939915	0.0413517223	0.0720310918	0.0351618859	0.031770432	0.0458133631	-0.1053961315	0.1247647641	0.1240599418	0.1228881859	0.1212539066	-0.024262764733109	0.0115193064603431	0.0005886817524941	0.0001326944213273	0.2027482124073856	-0.0080464620909737	6.474555218147693e-05	0.0411068376343903	-0.5211987983366555	-0.0060471293913622	0.2716481873875737	3.656777387587663e-05	0.0171788594313296	-0.0023964640277317	0.0002951132113613	5.743039836212507e-06	-0.0001299436636958	-0.0003306302534434	1.6885355734687172e-08	1.0931636449211303e-07	-0.0003999137897082	0.0002471094247798	1.599310391987744e-07	6.106306781505306e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
810.4298172207019	1.631829545584651	656796.4886403803	2.6628676658430086	849.9010583478852	-4.79444079210532	22.986662509003487	722331.8089808553	581.0812235940425	-0.5417441634079978	0.2934867385866314	337655.38841354963	590.7738797357273	826.9208124681152	0.8228339999999998	27.579622	0.1428278011585571	0.0798504295514194	-0.0156433959	0.1850035276	-0.017914373	0.0326325183	-0.0143840168	0.0527575079	-0.1026288636	-0.0508495253	-0.0354569368	0.0756749287	0.0997722422	-0.0468049232	-0.0937126851	0.0997237389	0.1450760979	0.0282551811	-0.0057476882	0.0591562145	0.0277689938	-0.068530363	0.0535586631	-0.0297178925	0.0084130251	-0.0886655664	0.0160971475	-0.0095212241	-0.1664036389	-0.0538519381	0.0645941256	0.0573998927	-0.0840473151	0.1053061954	-0.0466814509	0.1375770797	-0.0085724482	0.029687456	-0.0406441705	-0.0662116469	0.051976602	-0.0616312902	0.01743829	-0.1114150292	0.0117750233	-0.0250241071	-0.1314357525	-0.1607995094	0.0481064432	-0.0928734381	-0.0695808525	-0.0090226639	0.0175684974	-0.0676495373	-0.0371918084	-0.0293531698	0.0023146453	0.0217775874	0.0700064922	-0.0512612391	0.055992414	0.0272043472	-0.0182153818	0.0308143946	0.0556929972	-0.0587097461	0.0988149373	0.0159325704	0.1224653607	0.1163609604	-0.0757421662	0.1245390765	0.1231597053	0.1208720589	0.1176930081	-0.0337643326980128	-0.0095015679649038	0.001140030162542	9.027979379168616e-05	0.1812836373263309	-0.0214645750810547	0.0004607279834102	0.0328637571622646	-0.4525610313294521	0.0686377670072034	0.2048114870779773	0.0047111430597351	0.0170654481180796	-0.00011341131325	0.0002912295194708	1.2862125973090326e-08	0.0005081618963014	0.0006381055599972	2.582285128526348e-07	4.071787056993402e-07	-0.0005128747385689	-0.0001129609488607	2.630404974621175e-07	1.2760175967509689e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
808.0767077158486	-2.3531095048533643	652987.965552885	5.5371243418312455	845.3952890600862	-4.505769287799012	20.30195687487282	714693.1947649866	580.3651664871426	-0.7160571068999388	0.5127377803419104	336823.7264716487	589.0281645312957	816.5098762969649	0.863274	28.935074	0.0923828725366614	0.0532322618739961	-0.0297354825	0.1871827372	0.0333724097	-0.0467715291	-0.0768097631	-0.0305878136	-0.1174307918	0.0243080158	-0.0299374622	0.0933777964	0.0842490986	-0.0395590716	-0.0877306673	0.0830825571	0.1308252997	-0.0044313324	0.0199184819	0.062303341	0.0353130739	-0.0652414014	-0.0217893375	-0.0615755108	-0.0032294849	-0.0218235153	0.0212825684	-0.0017086388	-0.2309851755	-0.010906204	-0.0052769796	0.0459962016	-0.0677125165	0.1237066069	0.0057095782	0.1284596356	0.0144609098	0.0491106843	-0.0116851766	-0.0603507269	-0.0016411414	-0.0385717383	-0.0047003295	-0.0479467534	-0.0570768203	-0.0824952572	-0.1736052323	-0.13779676	0.0486075635	-0.0774173945	-0.103890175	0.0257637361	-0.0365521376	0.0244586621	-0.0075786255	-0.0069290754	0.016148934	0.0041050104	0.0663669176	0.0364542318	0.0803548584	0.0001152657	-0.0181985477	0.009624958	0.0970140638	0.0224409797	0.1214665158	0.0731260082	-0.0325073249	0.1276508081	-0.025929123	0.1242383713	0.1219627663	0.1182009157	0.1129986616	-0.0060314163256123	0.0277329163724005	3.637798289286257e-05	0.0007691146505185	0.1741290622270241	-0.0071545750993068	5.118794485162104e-05	0.0303209303120628	-0.4425727610320678	0.0099882702973843	0.1958706488075477	9.976554353360956e-05	0.0162508795569193	-0.0008145685611602	0.0002640910863734	6.635219408307564e-07	0.0006418622242647	0.0001337003279633	4.1198711493802804e-07	1.7875777697493985e-08	-0.0005147480647967	-1.8733262277999829e-06	2.6496557021194765e-07	3.509351155763313e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
810.9338410934827	2.857133377634113	657613.6946306298	8.163211137590917	859.9626984677072	14.567409407621083	212.20941684924728	739535.8427558608	581.1462363994514	0.7810699123087943	0.6100702079140676	337730.94808124704	590.9781720497051	823.7139667396077	0.8760719999999999	29.364037	0.0708879129844957	0.0320918188487251	-0.0801104576	0.104310411	0.0161583561	-0.0027949748	0.0326213188	0.1131521433	-0.0839961871	-0.024783526	-0.0199280805	0.1068871944	0.0830718472	-0.0057960557	-0.1630632736	0.0049280664	0.085104384	0.0499774161	0.0280077911	0.0341576809	-0.0252829138	-0.0025252901	-0.0251353517	0.1022708289	-0.048291456	0.0427828447	0.1001301467	-0.0378449159	0.0660072914	-0.0256777487	-0.0465706003	0.0163874393	-0.162136441	0.0322242472	0.0015989878	0.0971884533	-0.0095668844	0.0277501683	0.0086878868	0.0548755064	0.0515370899	0.0987142436	-0.0636348619	-0.0017728295	-0.0554249045	0.020523247	0.0521891413	-0.1236622996	0.0662717304	-0.0780985144	-0.085275987	-0.0192382815	-0.0193204267	-0.0015695478	0.0433641987	-0.016998449	0.023489961	0.057734232	0.0336679997	-0.0576887373	0.0664943252	0.0673830859	-0.0385594994	0.011181517	0.0296844956	-0.0761903832	0.0418410498	-0.0079125777	-0.0238914996	0.0535586733	-0.0324438314	0.1238628294	0.1204720082	0.1148892315	0.1072160763	0.0020503732364858	0.0080817895620981	4.204030408897255e-06	6.53153225260378e-05	0.1987302327732862	0.024601170546262	0.0006052175922462	0.0394937054181245	-0.4544642191130634	-0.0118914580809956	0.2065377264540465	0.000141406775292	0.0164218214330222	0.0001709418761028	0.000269676219178	2.9221125005579013e-08	0.0004143514803416	-0.000227510743923	1.7168714926127536e-07	5.176113860044237e-08	-0.0003869307889199	0.0001278172758768	1.4971543541417625e-07	1.6337256012565997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
812.0267408300615	1.092899736578829	659387.4278230919	1.194429834214074	850.8903415485964	-9.072356919110804	82.30766006773766	724014.3733406871	581.440009593458	0.293773194006576	0.0863026895168253	338072.48475604045	590.1643989642738	827.3071145037917	0.7709899999999998	25.841928	0.2277942494137038	0.1213467245857565	-0.0834191109	0.065428788	-0.0042264614	-0.029780517	0.0090742303	-0.0334649233	-0.0710156121	0.0116956391	-0.0069702572	0.1525603881	0.0741654038	-0.0066644077	-0.1411814732	-0.0544712242	0.0693176565	-0.0102116023	-0.0024840796	0.0291203441	-0.0428711453	0.048124935	0.0114870242	0.1144934902	-0.0342013934	-0.0086382468	0.0344506541	-0.0680198744	0.1772122721	0.0003595188	-0.0497997834	0.0096704454	-0.1282508591	0.0113879504	0.0941205975	0.0741528157	0.0076160499	0.0071662969	-0.0158735581	0.0926828165	0.0497198733	0.0317617204	-0.0700576758	-0.0303485848	0.0060627909	-0.0406278341	0.1270942271	-0.078229941	0.0653473617	-0.0444258679	-0.0953915135	-0.051842689	-0.0269819945	-0.0182231836	0.0189904203	0.0032290813	-0.0389315578	0.0276253476	0.0026973526	-0.031647341	0.046578834	0.129690892	0.0110529689	-0.0094672882	-0.019833686	-0.0918706493	0.082222399	-0.109943253	-0.1786173012	0.0666891217	0.1006271663	0.1234126773	0.1186910226	0.1109549526	0.1004009414	0.021499214443466	0.0194488412069802	0.0004622162216861	0.0003782574242943	0.1447709071096596	-0.0539593256636266	0.0029116088260733	0.0209586155453536	-0.3941285218707264	0.060335697242337	0.1553372917520036	0.0036403963617189	0.014808676092109	-0.0016131453409132	0.000219296887601	2.602237890909965e-06	0.0006413695645395	0.0002270180841979	4.113549183175879e-07	5.1537210552884816e-08	-0.000427775069824	-4.0844280904100006e-05	1.829915103629281e-07	1.6682552825730283e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
813.9881295451352	1.9613887150736675	662576.6750403878	3.847045691618332	867.9052859376379	17.01494438904149	289.5083325621744	753259.585358493	582.4277647388576	0.9877551453996604	0.975660227263504	339222.10113870207	592.4734477996826	840.238332514203	0.947694	31.764645	0.122895966910781	0.054838327146802	-0.0580541669	0.1279564163	-0.0553031747	0.0241795563	-0.0092085129	0.0986992651	-0.0133440912	-0.0279733309	0.043341322	0.1876273404	-0.0515264153	0.017346462	-0.1601438693	-0.0414603595	0.0371842837	0.0109963306	0.0179517588	0.0382119988	-0.0196306444	0.0299929378	0.0111260887	0.1128459923	-0.1043038255	-0.037499644	-0.0240904459	-0.0149250592	0.1090187334	0.0061419113	-0.1007765096	-0.0066987612	-0.1630395264	-0.003101128	0.0565023949	0.0458851345	-0.0111741009	0.0297737518	0.0068403014	0.0800531728	0.049423713	0.0727435195	-0.1106825259	0.0112986407	0.0804325161	0.0345360304	0.0628025389	-0.0968685405	0.0475915325	-0.0815894507	-0.0676874674	-0.0605465182	0.0103251	-0.0570941908	-0.0838057869	0.0007652217	-0.0178102034	0.0037783727	0.0466442119	0.0095190293	0.004632662	0.053726851	-0.0158980367	-0.0456427621	-0.0244693924	-0.0548462891	0.1028344672	-0.0485705401	-0.1016374159	-0.0068771957	0.0105293051	0.1228881859	0.1166240999	0.1064193991	0.0926188907	0.0003597600640148	-0.0211394543794511	1.29427303659933e-07	0.0004468765314608	0.1646997359744944	0.0199288288648347	0.0003971582199238	0.0271260030300681	-0.3820958347789513	0.012032687091775	0.1459972269554236	0.0001447855586485	0.0155639445534707	0.0007552684613616	0.0002422363700635	5.704304487276679e-07	0.0011870077193623	0.0005456381548228	1.408987325825689e-06	2.9772099599843e-07	-0.0005227683851339	-9.499331530989997e-05	2.732867844955056e-07	9.023729953566076e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
809.7590300304568	-4.22909951467841	655709.6867158662	17.88528270505316	854.9057798655019	-12.999506072136	168.98715811950075	730863.892447442	581.7383453272054	-0.6894194116522385	0.4752991251629187	338419.5024240348	591.4552564089306	834.5727620611535	1.103788	36.996605	0.3914360190193321	0.2366859964944046	-0.0865300376	-0.0098605588	-0.0788999334	-0.0557342482	-0.0157622917	0.0384011331	0.004975053	0.0141475539	0.0364472081	0.1153096882	-0.0005573028	0.0186071598	-0.1088995814	-0.060408496	0.0260193464	0.0291735043	-0.0055225899	0.0429222149	-0.0266072947	0.1324137177	0.0320990067	0.0361075098	-0.0776522569	-0.1028202588	0.0433142446	-0.0312079665	0.1455840405	0.0274711886	-0.134799944	-0.016792057	-0.1105040843	-0.0277653449	0.0655652216	0.036077937	-0.0237463814	0.041449024	0.0122606279	0.1526393047	0.02658333	-0.0188638274	-0.0668790724	-0.0752763969	0.0582447786	0.0607726766	0.128081688	-0.0310878029	0.0628265538	-0.0267859972	-0.0842297988	0.0338127785	-0.0796232825	0.030635215	-0.0816131051	0.0411482802	-0.0365253471	-0.0304076207	-0.0095727369	-0.0669992763	0.0782094638	0.1363688729	-0.0173670642	-0.0262933679	-0.0585196058	-0.0819301163	-0.0378040783	-0.0650359013	-0.1351558057	-0.0692573281	0.0623386528	0.1222896713	0.1142762195	0.1013071498	0.0839448694	0.0213904130692839	0.021030653005269	0.0004575497712745	0.000442288365828	0.1079298615040755	-0.0567698744704188	0.0032228186473871	0.0116488550042889	-0.2799855117950471	0.1021103229839042	0.0783918868151344	0.0104265180598772	0.0118084302911658	-0.0037555142623048	0.0001394390259413	1.4103887374375517e-05	0.0008920083276824	-0.0002949993916799	7.956788566547519e-07	8.702464109151113e-08	-0.0003427786679239	0.0001799897172099	1.1749721518368333e-07	3.239629830133576e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
808.2070096122605	-1.5520204181962072	653198.5703863926	2.40876737849793	849.1011311159295	-5.80464874957238	33.69394710591219	720972.730862351	582.30605998196	0.5677146547545817	0.3222999292231139	339080.34749171394	591.5618468693325	836.3380483564558	1.067685	35.786507	0.4610520329950164	0.2541035379804837	0.0261923071	-0.0241374424	-0.1088722885	-0.1102776614	-0.1300629802	-0.0297258966	0.041537856	0.0645915452	-0.0278550453	0.0136695817	0.0355161769	-0.0180855766	0.0199140015	0.0339781579	-0.0018779489	0.0460417202	0.0478059596	0.0344075689	-0.0239723707	0.1747476967	-0.0432933086	-0.0823887049	-0.006649802	0.0941401364	-0.052963114	-0.0276724717	0.0032451039	0.1830750714	0.0038835088	0.0139468253	0.0259269563	0.0131286091	-0.039595975	0.0027014894	0.0312817574	0.0430283796	0.0064515795	0.1136635766	-0.115529276	-0.0956567841	-0.0462251067	0.1373270401	0.008976386	-0.0562952104	-0.0063241129	0.0213040928	-0.0145469897	0.0307127666	-0.0560503214	0.0607894232	-0.0613314288	0.0029771108	-0.0117916531	0.0439805024	-0.0627935911	-0.004177311	-0.0426320107	0.0682658109	0.0379935743	-0.0903265154	0.0739655621	0.01385924	-0.0584974071	-0.0618799463	0.0207269005	0.0137402846	-0.0963625088	-0.0528432579	0.103673536	0.121617494	0.1116530376	0.0956459082	0.0744624131	0.055953891814596	0.0345634787453121	0.0031308380091995	0.0011946340629776	0.0883695411272498	-0.0195603203768257	0.000382606133244	0.0078091757990406	-0.1265952508611434	0.1533902609339037	0.0160263575405958	0.023528572149371	0.0086060223266325	-0.0032024079645332	7.406362028649708e-05	1.0255416771306312e-05	0.0002000895014677	-0.0006919188262147	4.003580859759272e-08	4.787516620703282e-07	0.0008336540001076	0.0011764326680315	6.949789918954023e-07	1.3839938224117131e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
