global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34
856.8399162884663	n/a	734174.6421452259	n/a	914.4390986093276	n/a	836198.8650654396	n/a	628.4773769344046	n/a	n/a	394983.81331834965	644.5640216081929	800.4751328275173	n/a	n/a	n/a	n/a	-0.1148915852	-0.0161560914	0.004269722	-0.0090862768	-0.0369444792	0.0589307587	-0.0859578786	0.0435598166	-0.0391715684	0.1260124036	-0.0464756806	0.001922466	-9.88992e-05	0.1105662334	-0.1450098594	0.0506525914	-0.016664708	0.0173850199	-0.0075995779	0.0205419038	-0.1713573752	0.0804756606	-0.0751991422	0.0282055061	-0.1119946101	0.0409438874	-0.1694450866	0.0353397536	-0.0415341059	0.0216110198	-0.0812757899	0.0237551695	-0.0555800952	0.0041487727	-0.0131291421	0.063281272	-0.1170385724	0.051734843	-0.0738837496	0.0814553635	-0.1210186926	0.0697919622	-0.0204717619	0.0906837306	-0.0774679759	0.0340847385	-0.032133177	0.1107749358	-0.0761858002	0.0957698888	-0.0821876318	-0.056225134	-0.0750115734	0.0118921464	-0.0603055847	0.0159907211	-0.0704051404	0.0055046889	-0.0085193037	0.0354982978	-0.0080577467	0.0089005735	-0.089954666	0.0301235569	-0.0171728246	0.0041863643	-0.1033333243	0.0681343596	-0.0531457645	0.173555954	-0.0428337689	-0.0145762092	-0.0725051546	0.0146838325	0.0566098182	0.1249905877	0.1249623523	0.1249152981	0.124849432	0.0815017096654884	n/a	0.0066425286783975	n/a	0.8341231685308941	n/a	n/a	0.6957614602800183	0.3183344720477379	n/a	0.101336836093912	n/a	0.046054315517894	n/a	0.0021209999778217	n/a	-0.0064314686712527	n/a	4.136378926930497e-05	n/a	-0.0126966304763493	n/a	0.0001612044254529	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.5503309429312	0.7104146544648984	735392.5701003307	0.5046889812784809	928.7168218039682	14.277723194640544	862514.9351016636	203.85337962277657	628.5271624584163	0.0497855240117814	0.0024785984011276	395046.3939480285	644.248925768143	829.1991711115535	1.430338	45.270988	0.271614107911613	0.1528553362153688	0.0036568364	-0.0301924776	-0.0663416439	0.1099962286	0.0172440708	0.0765054576	-0.0693169044	0.0992808609	0.1363402748	0.0029384442	-0.0967988506	0.0023267177	-0.0931648954	-0.0693551183	0.187999466	0.1511567507	-0.0223389335	-0.0763851193	-0.0324921656	-0.0341178387	0.0856981437	0.0738065578	-0.0352323158	-0.0301810026	0.2029238064	-0.0905904666	-0.0535019591	-0.181140127	-0.0036229409	0.1462882367	-0.0237812795	0.0516042612	-0.0896275115	0.0037911486	-0.0779675156	0.0014900641	0.0919652887	-0.2204754808	0.0897802366	-0.0622355472	-0.0468650651	0.024142486	0.1102390007	-0.0555425938	0.0478689549	0.0859671631	0.1368602915	-0.0790857472	0.235046481	-0.0234369671	-0.0327131891	-0.0601967073	-0.0447377654	0.0572586056	-0.0531982218	-0.0035305374	-0.0047103852	-0.0377723133	0.0425041734	0.0304651385	0.0752483077	-0.0922769695	0.0075715646	0.0012608068	-0.107455859	0.0672465362	0.0660539041	0.0177339864	-0.1079642815	-0.076369995	-0.0593900529	0.0978537362	0.0094726375	0.0866641461	0.0868320879	0.1249152981	0.1246613071	0.1242383713	0.1236470637	0.0867474179484446	0.0052457082829561	0.0075251145207221	2.751745538987516e-05	0.9840619599502816	0.1499387914193874	0.0224816411723065	0.9683779410211896	0.2847259340066586	-0.0336085380410793	0.0810688574959641	0.0011295338292586	0.0472880243279277	0.0012337088100336	0.0022361572448386	1.5220374279547678e-06	-0.006430980085849	4.885854037002188e-07	4.135750486458641e-05	2.387156967089058e-13	-0.0131188544842757	-0.0004222240079263	0.0001721043429796	1.7827311286943242e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
858.7165881055316	1.1662571626004592	737394.1786876053	1.360155769316874	923.7085451432216	-5.00827666074656	853237.476370607	25.082835110578717	627.992120330866	-0.535042127550355	0.2862700782536103	394374.10319765686	643.4162450311179	822.6049311470382	1.355103	42.889751	1.0469796534230436	0.608417435258921	-0.0244333116	-0.0634946073	-0.0275214856	0.0840060605	-0.0605826949	0.0075441309	-0.0478843489	0.0540335957	0.1930397459	0.1618261958	-0.0976241797	0.0256569937	-0.0675693097	-0.0231211272	0.162318674	0.0721597674	0.0548044296	-0.0501802195	-0.0335104328	-0.0289401383	0.1772081677	0.0659075426	0.1711459248	0.1354984604	0.0219055339	-0.2270647957	0.1581935438	0.0994039631	-0.2606494879	0.2463951447	-0.0002114676	-0.062499536	-0.0898737227	0.023099393	-0.0903622637	0.0500811716	0.0531138487	-0.1515284221	0.1068303715	-0.1302161084	0.0568936072	-0.0695348397	-0.0801610604	-0.1220618315	-0.107730214	0.1620814494	0.1096432773	-0.0559110607	0.1672323039	0.0018528135	0.2106975012	-0.0619239869	-0.032770659	0.0149033695	-0.1076530041	0.0610059419	-0.1635814551	-0.0383246027	0.0479188642	0.0674138256	0.0685330181	0.1040542724	-0.0177755819	-5.708e-06	-0.2978302376	0.1433907762	0.4206417743	-0.1032415046	-0.1470729012	0.0698064796	0.122165209	0.2148454459	0.5334367516	0.1635664042	0.128926933	0.1247647641	0.1240599418	0.1228881859	0.1212539066	0.1229691138213837	0.0362216958729391	0.0151214029540164	0.0013120112519116	0.9071303742510112	-0.0769315856992703	0.0059184688782041	0.8228855158887796	0.4883731628439278	0.2036472288372692	0.2385083461861816	0.041472193813099	0.0472441901760747	-4.3834151852995e-05	0.0022320135053931	1.921432868671424e-09	-0.0153323715903845	-0.0089013915045355	0.0002350816185856	7.92347707170168e-05	-0.0187772116881585	-0.0056583572038828	0.0003525836787819	3.201700624673239e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856.971743839264	-1.7448442662675916	734400.5697389091	3.04448151352689	916.2675093348624	-7.4410358083591746	839546.1486627122	55.36901390128347	628.8013601908883	0.8092398600223305	0.654869151048961	395391.1505779113	644.5832714498598	826.340697158741	1.406423	44.514061	1.0981140901908155	0.6452000787062643	-0.0062237582	0.0011511309	-0.0514537894	0.0965425467	-0.037726869	0.0542641901	-0.022980634	-0.0136563833	0.0720655176	0.0917456911	-0.0927077067	-0.0187902886	-0.063119538	0.0423998905	-0.0020854311	0.0204979741	0.0791662528	-0.0268867096	0.0137035575	-0.0082896485	-0.0080807816	0.1514747351	0.1459942334	0.1028746851	-0.0835976399	-0.0290362966	-0.2174588197	0.069037793	0.04125862	-0.0972712374	0.0440129607	-0.0213148673	-0.0937220356	-0.0117191071	-0.0317296216	0.0873853292	0.0193023787	-0.0095191653	-0.036412355	-0.0386022829	-0.0230311322	-0.0075777875	-0.0399689065	0.02972427	-0.2253044824	0.0459311863	0.0863326898	0.020687505	-0.0167947042	0.0253801176	-0.121326779	-0.0658392234	-0.0448327562	0.0635780759	-0.040941271	0.0047624788	-0.0460553208	0.0074162378	0.0244686474	0.0430890749	0.1525118094	-0.1268997487	-0.0997939988	-0.1042637401	-0.0809389048	0.0243375869	-0.0352050401	-0.0636260484	-0.056009444	-0.0522988064	0.0272767742	0.0044678132	-0.1599625826	0.107691302	-0.1201530758	0.1245390765	0.1231597053	0.1208720589	0.1176930081	0.0485925005156815	-0.0743766133057022	0.0023612311063665	0.0055318806068259	0.7905134873843309	-0.1166168868666802	0.0135994983024761	0.6249115737365367	0.4484483439270548	-0.0399248189168729	0.201105917170918	0.001593991165545	0.0459466686347506	-0.001297521541324	0.0021110963586315	1.6835621502000668e-06	-0.0039709195601342	0.0113614520302503	1.576820215305639e-05	0.0001290825922356	-0.0140922698377017	0.0046849418504568	0.0001985920691785	2.194868014216159e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
858.6112256289741	1.6394817897100893	737213.2367760891	2.6879005387909976	915.641254566334	-0.6262547685283835	838398.9070638102	0.3921950351045392	628.4216575622559	-0.3797026286324581	0.1441740861903983	394913.7796932932	644.0804865897853	824.7418243522885	1.024679	32.431652	0.4526704450743434	0.2113150958956545	-0.0273041295	-0.0237907343	-0.1015872582	0.1483044375	-0.0731610211	0.0292363086	-0.0409531295	-0.0289975801	0.0670456082	0.1351852596	-0.0904251314	-0.0042105515	-0.0738636906	-0.0165572328	0.1881721596	0.0515191687	0.0583681096	-0.0517343483	-0.1265146975	-0.099886201	0.108772251	0.1410781104	0.1939873216	-0.0263414033	0.1259289915	-0.0875217903	-0.0432094868	-0.0595739552	-0.0891399811	-0.1276232447	0.020657016	0.0023815434	-0.0906585818	0.0003666371	-0.0396924469	0.1175797248	0.1048435626	-0.1440037218	0.0700612185	-0.0345558357	0.0666749827	0.0359647507	-0.0287485168	-0.1244162077	-0.1852208443	-0.0253325169	0.0869927467	-0.1220292778	0.2259051967	-0.011708434	-0.0330179498	-0.0739885537	-0.0689066381	0.0387202215	-0.0572706246	0.0533429334	-0.1567860402	0.0283026786	-0.0110367253	0.0392391542	0.2014205778	0.0488303391	-0.0311952698	-0.0674185898	-0.1060244437	0.0403791757	0.0046497959	-0.0222759268	0.0478835005	0.0703716001	0.0720190418	0.0859373049	-0.2176347026	0.1416462565	-0.0136712345	0.1242383713	0.1219627663	0.1182009157	0.1129986616	0.0900582711761472	0.0414657706604657	0.0081104922072364	0.0017194101364663	0.6823457830268467	-0.1081677043574842	0.0117002522659681	0.4655957676145205	0.471171286071808	0.0227229421447532	0.2220023808185615	0.0005163320997138	0.0431526333798769	-0.0027940352548737	0.001862149767618	7.806633005477174e-06	-0.0048062467672267	-0.0008353272070924	2.3100007987477103e-05	6.977715429089558e-07	-0.0121153517414351	0.0019769180962666	0.0001467817478186	3.908205159346358e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
858.432093905029	-0.1791317239451473	736905.6598461724	0.0320881745235604	920.1073761300296	4.466121563695538	846597.5836088877	19.946241821706277	629.5616636882028	1.1400061259469112	1.2996139671964848	396347.88838585775	644.7104388477978	831.2704163246517	1.412754	44.714424	0.7821656677242727	0.4443204425281195	0.0637926856	-0.0077124592	0.0306229066	0.1110450136	-0.0725570422	0.0566638889	-0.0767158965	0.0702783901	-0.0172236402	0.014716515	-0.1003041724	0.0045208524	0.0069755349	0.067326474	0.0139998349	-0.0179042974	-0.0504307466	0.0891810745	-0.0283935498	0.0695637944	0.0065225041	0.0526115995	0.1231968145	0.1065185104	-0.2436705117	-0.1703943573	0.2102351229	0.4510757049	0.1365056413	0.0709679358	0.1581059041	-0.1172410907	-0.0980485008	0.0066136	-0.0771470764	0.0068669189	-0.1078803839	-0.0022984459	0.0780714375	0.0684299493	0.0864215297	-0.0426583029	-0.0429206905	0.0590354202	-0.1693088861	0.0865121455	0.106077576	0.0469018651	-0.2633036817	0.0387921312	0.4044530183	-0.0715297168	-0.028726842	0.1077477394	-0.0487561353	-0.0230408777	0.0571261972	-0.0765267737	0.0379278614	0.0095145162	0.0918127117	-0.0719883162	-0.0297328224	-0.0471103483	0.046890369	-0.0080384809	-0.1646061999	-0.3314947217	-0.2214398841	-0.3267846361	-0.0298290879	-0.1120217936	-0.032123286	-0.2396735146	-0.3785516256	0.1238628294	0.1204720082	0.1148892315	0.1072160763	0.077300990907787	-0.0127572802683602	0.0059754431953257	0.0001627481998454	0.8696089982830841	0.1872632152562374	0.0350675117881039	0.756219809894909	0.2772576823697932	-0.1939136037020148	0.0768718224330691	0.037602485700702	0.0493617855026664	0.0062091521227895	0.0024365858680112	3.855357008394139e-05	-0.0045160771722478	0.0002901695949789	2.0394953025697684e-05	8.419839385021899e-08	-0.0133806613936199	-0.0012653096521848	0.0001790420993307	1.60100851591202e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.8730409812472	-0.5590529237817918	735946.1544424127	0.3125401715889699	913.046740998947	-7.060635131082563	833654.3512487983	49.85256845427728	628.520216427784	-1.0414472604187497	1.0846123962337186	395037.6624584285	643.6180908159434	832.9182505735868	0.999908	31.64764	0.1517398683110899	0.0842714986743117	0.0311580384	-0.048525253	-0.0157149075	0.0913621795	-0.0443799452	0.0614749619	-0.0975911016	0.1000130996	-0.0441809934	0.0393846159	-0.1115655731	0.0018834463	-0.0558736	0.077807613	-0.0101824461	0.0389796631	0.0041776642	0.0201166646	-0.0330752395	-0.0073050573	-0.0760681437	-0.005765682	-0.0391957496	-0.0522308121	-0.0298963381	-0.1064600489	-0.0244156233	0.0380809286	0.0007105855	-0.0221986155	-0.0505522843	0.0316803615	-0.1061271996	0.0045870856	-0.0749602855	0.0543507654	-0.0637482638	-0.0410412822	0.0007389091	0.0400541514	-0.0272449241	0.0613132564	0.0081813583	0.0215999542	-0.021203056	-0.0078892996	0.1107228665	0.1024564077	-0.0260943667	0.0252162209	0.0712679427	-0.0788312231	-0.0612547287	0.0696650782	-0.064575206	0.0007004171	-0.0111672946	-0.0946801671	0.0204210356	-0.0112095828	0.0624216633	-0.02605212	-0.0419773759	-0.0046433657	-0.0101777997	-0.0878314772	-0.0540568953	-0.087649103	-0.1176574313	-0.1294787686	0.0349088863	0.0331869503	-0.0253384775	-0.2063101683	-0.1160831112	0.1234126773	0.1186910226	0.1109549526	0.1004009414	0.0925861814630479	0.0152851905552608	0.0085722009979084	0.0002336370503106	0.8720669009797604	0.0024579026966762	6.0412856663282765e-06	0.7605006797844431	0.3042916672508511	0.0270339848810579	0.0925934187583027	0.0007308363385492	0.0485040742279694	-0.0008577112746969	0.0023526452167123	7.356686307423498e-07	-0.0056063011892197	-0.0010902240169719	3.143061302424622e-05	1.1885884071823464e-06	-0.0131893408817269	0.000191320511893	0.0001739587128943	3.6603538270999655e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.0962724822714	1.223231501024202	738046.405392933	1.496295305097922	938.0517914069532	25.005050408006127	879941.163361794	625.2525459069274	629.7617822982871	1.2415658705031092	1.5414858107981433	396599.9024435152	646.3499954048872	834.3292616115341	1.349208	42.703156	0.6060860071008674	0.3855576128774953	-0.0403045686	0.0164544212	-0.0130692935	0.0651907818	0.1248760233	0.0480402682	-0.0527656167	-0.0238589583	0.0597214167	-0.1756214065	-0.1036453558	0.0133868083	0.0299523693	0.0370288748	-0.0968218936	-0.0560884933	-0.0189908457	-0.035875686	0.162870191	0.1034749866	0.0136002456	-0.2389626957	-0.1693552701	-0.0815000123	0.0927876332	0.1792490756	0.0278597263	0.0909193869	-0.0619135479	-0.0488208559	0.1172365122	-0.0487302486	-0.1064108393	-0.0059861659	0.0418229256	-0.079888649	-0.0366580155	0.1385192304	-0.0365631734	-0.0569881485	-0.060746095	-0.0827763886	0.0171289329	0.0984414665	0.2709943818	-0.1119617826	-0.1060767357	-0.0021517659	-0.0293389606	0.184589928	-0.0380637642	-0.0927202784	-0.0344605734	0.0663627358	0.0107024759	-0.0671961526	0.1334896037	-0.0118915038	0.0369575271	-0.0787183521	-0.1532940331	-0.093802429	0.1042244968	0.1020039547	0.0953092386	0.0136665927	0.0273522605	0.1424830054	0.1324446974	0.0383364757	-0.1529606618	-0.1524887328	0.0796120671	0.0613184456	0.1270974495	0.1228881859	0.1166240999	0.1064193991	0.0926188907	0.0655109780751672	-0.0270752033878806	0.004291688248365	0.0007330666384951	0.871534259821928	-0.0005326411578323	2.837066030169956e-07	0.7595719660433559	-0.0879047721227834	-0.3921964393736345	0.0077272489619584	0.1538180470573569	0.0459912465755578	-0.0025128276524115	0.0021151947615737	6.314302810724389e-06	-0.0049467724685445	0.0006595287206751	2.447055785554985e-05	4.349781333954655e-07	-0.0137426189722705	-0.0005532780905435	0.000188859576217	3.0611664547557146e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.5094948348417	2.413222352570301	742198.6096905841	5.823642122944939	923.0767334361136	-14.975057970839543	852070.655811086	224.2523612300049	629.3854188590215	-0.376363439265674	0.1416494384158867	396126.00547234586	645.0782643880004	878.2962628557713	1.147411	36.316196	0.1964404167313511	0.08587150765327	0.0967414345	-0.0041027767	-0.029700907	0.1276199896	0.0215466645	0.0730476306	-0.0804397394	-0.1096910444	0.0651642007	-0.1863629349	-0.1297559103	0.0094639177	-0.0367690125	0.0436462595	-0.0321731952	-0.0008314935	-0.0235340237	-0.0635555146	0.1106344909	0.0556423456	-0.0218160854	-0.2402576315	-0.0673151672	-0.0807943598	-0.0492306463	0.0602254071	-0.0064247764	-0.0291249214	0.0928586552	-0.0651944384	-0.0139481943	0.0233886246	-0.1263977784	-0.0037913908	-0.0496515056	-0.0589570431	-0.0292813822	0.0567938347	0.0104242661	-0.0884617518	-0.0395026464	-0.072919361	-0.0363913736	0.050863774	0.1908357561	-0.1743420654	-0.0404950997	0.0755157136	-0.1067642973	0.0123851172	-0.0301981413	-0.1024680774	-0.059144527	0.0763689727	-0.0092486216	-0.0244944141	0.0643962209	-0.0660430728	0.0026282883	-0.0979822476	-0.122780509	0.0324478143	0.1067725287	0.0404582052	0.1073584104	-0.080777812	0.0096251915	0.1008322082	0.2017981165	0.0483564905	-0.02737651	-0.1019790504	0.0877327589	-0.1248315656	0.0054950191	0.1222896713	0.1142762195	0.1013071498	0.0839448694	0.0916019462540163	0.026090968178849	0.0083909165575236	0.0006807386205097	0.8995806868553018	0.0280464270333737	0.0007866020693383	0.8092454121630566	-0.01050489201738	0.0773998801054034	0.0001103527562968	0.0059907414403308	0.0465885376791738	0.0005972911036159	0.0021704918430837	3.567566624588163e-07	-0.005605866426289	-0.0006590939577444	3.14257383893942e-05	4.344048451353081e-07	-0.0137009412053565	4.16777669139997e-05	0.0001877157899126	1.737036254937688e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.4373429250372	-6.072151909804461	731773.0476706477	36.871028815741965	915.9262544922376	-7.15047894387601	838920.9036681792	51.129349126814176	629.5251393672992	0.1397205082777191	0.0195218204333841	396301.90109541744	645.7355161870303	815.4200644146038	1.090944	34.52898	0.1148051150923661	0.0809292070554062	-0.0193655522	-0.0129338769	0.0119958593	0.1179814219	-0.0267841786	0.0377837945	-0.1247385069	-0.0791517057	-0.0292997752	-0.0127954117	-0.1264859478	0.0185746917	-0.0209723864	0.047642049	-0.0386344814	-0.0006807058	-0.0934792809	0.0368454192	0.1657817538	0.0626735083	-0.1584947057	-0.0840854516	-0.0399010322	-0.1015537603	0.0794927516	0.1605579621	0.007286999	0.0576852679	-0.0124347044	-0.0633900518	0.0475651534	0.0289631695	-0.1296045893	0.0073156975	-0.0056025811	0.0210527065	-0.00694917	0.0577826516	0.0038831668	0.0894904034	-0.1019909355	-0.0327990548	-0.0377990921	0.1695411192	0.1318772434	-0.1427738087	-0.0674556274	-0.0729358494	-0.0935575716	0.1113921117	-0.0770051996	-0.1028236267	-0.0456479237	0.0742292113	-0.0446313906	-0.0505667927	0.116617142	-0.0386759942	0.0385967303	-0.0486406298	-0.0592690535	-0.0902232806	0.095266428	0.0696454001	0.0825999803	0.0162445176	-0.1140596446	-0.0098026623	0.0817057007	0.0158332174	-0.0672003994	-0.1481302459	0.0710465884	0.0548673038	0.0817081786	0.121617494	0.1116530376	0.0956459082	0.0744624131	0.0831759363477857	-0.0084260099062306	0.0069182363873308	7.099764293989625e-05	0.901901490429097	0.0023208035737951	5.386129228140389e-06	0.8134262984382264	0.0637452370045252	0.0742501290219052	0.004063455240763	0.0055130816597695	0.0464342762163019	-0.0001542614628719	0.0021561420077318	2.37965989273796e-08	-0.0059041139910478	-0.0002982475647588	3.4858562019286386e-05	8.895160988455476e-08	-0.0135572867811785	0.000143654424178	0.0001838000248671	2.063659358591276e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
